ResourceID,brocade.id,card,order,Material Records
22a58008-ac46-5798-818b-c310f25446e0,tg:mpmbr:1130,e73_MaterialRecords,1,"[{""resourceId"": ""1c108418-fa08-5e1e-86ac-2e3d94778ecf"", ""ontologyProperty"": """", ""resourceXresourceId"": ""2e754825-2cf1-4225-ae95-4e9dad233b68"", ""inverseOntologyProperty"": """"}]"
04d48f6d-a553-56b5-92c6-bf6876ff1b4b,tg:mpmbr:598,e73_MaterialRecords,1,"[{""resourceId"": ""b1881c81-94eb-52c3-8c38-7d738f2508f1"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0ca28c22-5d39-4823-84b7-6a8cee82fddd"", ""inverseOntologyProperty"": """"}]"
e687756a-1c8c-551e-b0fb-6c08b0ae577e,tg:mpmbr:1048,e73_MaterialRecords,1,"[{""resourceId"": ""80edb321-1e94-5875-87a2-5572bdf754ac"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a57c3343-0fe1-4471-a5dc-cda789f4ba2f"", ""inverseOntologyProperty"": """"}]"
9e91f775-0904-5585-b362-570ab5b372a5,tg:mpmbr:31,e73_MaterialRecords,1,"[{""resourceId"": ""62ab83a9-a0f4-5082-8760-ed27c6343a58"", ""ontologyProperty"": """", ""resourceXresourceId"": ""dd3c9b46-7cf1-486a-a33b-e4c8d75a7f3e"", ""inverseOntologyProperty"": """"}]"
f4b540b0-7892-55b3-8543-47493244a9fa,tg:mpmbr:1120,e73_MaterialRecords,1,"[{""resourceId"": ""2b3afced-37d6-550a-a269-cadc5e903793"", ""ontologyProperty"": """", ""resourceXresourceId"": ""262a7555-fe93-4757-8b76-22c0666ae255"", ""inverseOntologyProperty"": """"}]"
62f765f5-048a-5ea9-8e60-ea199cf30104,tg:mpmbr:21,e73_MaterialRecords,1,"[{""resourceId"": ""add6d4e6-72c0-59fb-ae1f-7b78f3fac968"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8ee54158-72f3-4cd0-987e-0dc8f3f70073"", ""inverseOntologyProperty"": """"}]"
c1fbb556-4da2-5860-bf5b-55cd90bad767,tg:mpmbr:588,e73_MaterialRecords,1,"[{""resourceId"": ""bacee445-b518-5407-bd75-9170fd55d3f8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""dcf685d9-b2cb-429e-bad3-408a0c25a42f"", ""inverseOntologyProperty"": """"}]"
ebd8f5f1-0bd8-5569-bba2-f5586eae54e0,tg:mpmbr:1058,e73_MaterialRecords,1,"[{""resourceId"": ""3ad1b541-5b1f-5830-908c-0a7ebfd14bda"", ""ontologyProperty"": """", ""resourceXresourceId"": ""da0445af-f3bd-4ed1-83ff-a44b76a17246"", ""inverseOntologyProperty"": """"}]"
f0945d29-66a8-52b3-83b6-f60afea3058b,tg:mpmbr:932,e73_MaterialRecords,1,"[{""resourceId"": ""92073088-e993-5cc3-83e0-66ab271c3247"", ""ontologyProperty"": """", ""resourceXresourceId"": ""918eeb43-41ac-4e08-8e0b-a9897417175f"", ""inverseOntologyProperty"": """"}]"
59ed0143-6353-5cd1-b3ac-c70971ae1d45,tg:mpmbr:922,e73_MaterialRecords,1,"[{""resourceId"": ""1621053a-516b-514c-b0d9-4d8861ea426c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""57b2b636-5b74-4c42-a275-d81b6e8e96b4"", ""inverseOntologyProperty"": """"}]"
31d4b0dd-8efc-5e69-827b-d6e9e8a0a760,tg:mpmbr:786,e73_MaterialRecords,1,"[{""resourceId"": ""9612ddcd-3d2b-5378-a83f-0d62db605777"", ""ontologyProperty"": """", ""resourceXresourceId"": ""16989777-2fef-4b01-91de-edb538045ace"", ""inverseOntologyProperty"": """"}]"
8a51d5f2-25f9-52f0-9767-d4c03f4c903f,tg:mpmbr:796,e73_MaterialRecords,1,"[{""resourceId"": ""92754939-7be0-5442-b02e-100a05cbf04f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""89506b05-60d4-4ac5-940b-f41ce82eda32"", ""inverseOntologyProperty"": """"}]"
42fd9d26-dffe-57ed-bf38-ca5dc95872d5,tg:mpmbr:1246,e73_MaterialRecords,1,"[{""resourceId"": ""001c7f89-57f0-5582-a5b6-dbf51ef6b234"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c648ed1c-20fb-4dda-ae51-b3e4aa6f4a99"", ""inverseOntologyProperty"": """"}]"
edeeecd3-d98d-5a00-9064-7746287c1d7d,tg:mpmbr:647,e73_MaterialRecords,1,"[{""resourceId"": ""c5a1e43f-1b34-54f6-8e84-d16acc282b70"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4f1df9dc-12c2-488a-aa0e-4c76ff71dc62"", ""inverseOntologyProperty"": """"}]"
d2c25645-7c82-5884-92c9-f67ce0942d9f,tg:mpmbr:657,e73_MaterialRecords,1,"[{""resourceId"": ""4470c075-0146-5d44-9e49-cbf82e51b71e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4a10fec1-73fe-4bf8-90fb-ddc3a0eaee46"", ""inverseOntologyProperty"": """"}]"
55fa5db6-8779-5e5a-a460-7317f98d3231,tg:mpmbr:1189,e73_MaterialRecords,1,"[{""resourceId"": ""ee67b215-c12e-5030-ac50-867ee49be7ec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c3df1028-8de8-4284-864b-6aa81138945f"", ""inverseOntologyProperty"": """"}]"
0cefaf18-fc67-5f18-8dc7-8ccef5613a7b,tg:mpmbr:88,e73_MaterialRecords,1,"[{""resourceId"": ""a722bac0-02f9-5942-bdcc-533e22cc60fc"", ""ontologyProperty"": """", ""resourceXresourceId"": ""21a75107-56a4-49d9-b957-31678a2506bf"", ""inverseOntologyProperty"": """"}]"
5f36020b-655a-5b14-a809-d1c5ab2616c9,tg:mpmbr:521,e73_MaterialRecords,1,"[{""resourceId"": ""b1706922-0ac2-5362-9048-612352e716ab"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f59d1345-e2bc-4d1d-a61c-00df0e14cf3f"", ""inverseOntologyProperty"": """"}]"
0a1b0310-70cb-548b-a1db-7bde4016c0d7,tg:mpmbr:1199,e73_MaterialRecords,1,"[{""resourceId"": ""f2dccf5f-da58-5ca1-a2c0-50935032ef8e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7ba3b984-9b49-4e82-9477-076448029e58"", ""inverseOntologyProperty"": """"}]"
7cda03b1-7653-552c-8858-4d96da8c5d2e,tg:mpmbr:531,e73_MaterialRecords,1,"[{""resourceId"": ""4cfe134b-1bbe-5ee7-a238-6da7bd4bf92b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""cf3950bb-81b9-47b1-b079-1008a83d0dfa"", ""inverseOntologyProperty"": """"}]"
a161d63b-9f50-5e96-adc4-a8c8b8968fc3,tg:mpmbr:98,e73_MaterialRecords,1,"[{""resourceId"": ""b3ae6cea-5328-55b8-9519-5381e5077565"", ""ontologyProperty"": """", ""resourceXresourceId"": ""378bbba8-4769-4abe-92c0-7bfd852a733b"", ""inverseOntologyProperty"": """"}]"
edf86dcb-ca20-56d8-bb04-3106ded49423,tg:mpmbr:374,e73_MaterialRecords,1,"[{""resourceId"": ""558bb5dd-ebfb-510e-b27d-7dde13ae3b81"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ad734d77-4e89-42b4-afb1-9aa8ce370a4f"", ""inverseOntologyProperty"": """"}]"
eea8877d-a4ce-51d3-8dc6-842809343f76,tg:mpmbr:364,e73_MaterialRecords,1,"[{""resourceId"": ""de726f50-1557-5d84-bf8c-f51d7cdf3f6e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""92f6f07c-1ff6-4ab9-9a48-54611a45a933"", ""inverseOntologyProperty"": """"}]"
4b28ad9b-af4f-5b11-a9c4-b06dd582a517,tg:mpmbr:316,e73_MaterialRecords,1,"[{""resourceId"": ""9af98cf5-855b-5b8d-b081-e9ad57f23afb"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8a79e3ea-0250-4ffc-a3d9-c9799cd384a5"", ""inverseOntologyProperty"": """"}]"
e7b9c528-f894-59a9-a105-7f3f07c1e6af,tg:mpmbr:306,e73_MaterialRecords,1,"[{""resourceId"": ""cc38bcd4-2eb0-5cd1-bb25-650d91d7c46b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0d44e111-ebf5-41a0-8430-a7a28817ac09"", ""inverseOntologyProperty"": """"}]"
4292496e-5ae4-5f7e-832a-a78a5fc30656,tg:mpmbr:1093,e73_MaterialRecords,1,"[{""resourceId"": ""bc043e1f-f239-5c36-a24e-4469826ce1af"", ""ontologyProperty"": """", ""resourceXresourceId"": ""20de93f4-a53e-4f7b-a772-cc6eac8804d6"", ""inverseOntologyProperty"": """"}]"
163f335c-b299-52ac-80b0-02355ff49dc7,tg:mpmbr:543,e73_MaterialRecords,1,"[{""resourceId"": ""2c200260-af8d-5712-8c23-b8911c6f4736"", ""ontologyProperty"": """", ""resourceXresourceId"": ""11835627-0456-4193-9403-72836afe96ae"", ""inverseOntologyProperty"": """"}]"
f4d42bf4-b4fd-54a8-a9c3-7ad350d6a4ad,tg:mpmbr:1083,e73_MaterialRecords,1,"[{""resourceId"": ""f9c5967b-1b73-52d4-8b16-9607e0c46e8e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""9a923b35-4702-4ff0-9f62-010e8d3c0280"", ""inverseOntologyProperty"": """"}]"
18dc7471-4ce4-59a8-b1fa-ea7596b2ec0c,tg:mpmbr:553,e73_MaterialRecords,1,"[{""resourceId"": ""ef3176ea-3f85-575c-8c36-e50230c5e124"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3108b5c0-45ca-4aa8-951f-82e161d73e4f"", ""inverseOntologyProperty"": """"}]"
21d209cb-07fd-523e-83d2-c4bf972fd970,tg:mpmbr:625,e73_MaterialRecords,1,"[{""resourceId"": ""494cb086-885a-5233-8fc7-64742f40447c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5cc6f04f-1604-4374-8d70-e064d8b150b3"", ""inverseOntologyProperty"": """"}]"
6a0da8f0-8487-5609-962a-c87342a9d46e,tg:mpmbr:635,e73_MaterialRecords,1,"[{""resourceId"": ""4f2dcc52-4df6-5a93-a24e-5028c6927046"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e45a6258-50a4-4285-8ef3-f1ed6fffd3e5"", ""inverseOntologyProperty"": """"}]"
70daf544-875a-5177-86a0-b563c01763f6,tg:mpmbr:891,e73_MaterialRecords,1,"[{""resourceId"": ""d807ec54-bcbe-5485-8b9f-1028e2428bf9"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ad3932e7-d2c3-4cdf-8c54-9648af571975"", ""inverseOntologyProperty"": """"}]"
03869c41-ef35-5f76-bc0b-edc159506379,tg:mpmbr:108,e73_MaterialRecords,1,"[{""resourceId"": ""09618d9c-d2af-5b1f-8652-0711aa4651d5"", ""ontologyProperty"": """", ""resourceXresourceId"": ""87f767b4-2ff1-4d39-9ec0-902c8725582c"", ""inverseOntologyProperty"": """"}]"
b98dfb4b-ddc7-5262-a97e-fca7bb5a7448,tg:mpmbr:118,e73_MaterialRecords,1,"[{""resourceId"": ""b44ddedb-0aa2-5a60-8f36-0d85cef5ba24"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1c03392c-bc21-4c02-a5aa-cae6e3b36564"", ""inverseOntologyProperty"": """"}]"
df003756-5994-547b-b553-04cf916afdee,tg:mpmbr:881,e73_MaterialRecords,1,"[{""resourceId"": ""c68871e7-65f5-5d73-bb4e-fcb8db8def81"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8d66ea4d-81fc-4bae-ae11-e6c806081dc2"", ""inverseOntologyProperty"": """"}]"
ad879ee1-fdc1-5105-a11d-115654fa2d09,tg:mpmbr:1234,e73_MaterialRecords,1,"[{""resourceId"": ""1a92e964-1402-524d-bd4a-8dd184ce2594"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a7dd04c2-f105-4551-be6c-9080de2055a8"", ""inverseOntologyProperty"": """"}]"
0f16ad01-075a-5fd8-aa35-fa50fd880269,tg:mpmbr:1224,e73_MaterialRecords,1,"[{""resourceId"": ""a9fe3a60-328c-5f4a-b26a-b4f8599ed8c5"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8b819de6-e7c1-4244-a6c9-118a51f465f3"", ""inverseOntologyProperty"": """"}]"
ae3f836b-f747-5c46-8ae6-1e9c3c124aeb,tg:mpmbr:828,e73_MaterialRecords,1,"[{""resourceId"": ""9065f63b-f45a-5745-8d2b-74929107e257"", ""ontologyProperty"": """", ""resourceXresourceId"": ""53f0991d-7166-4da0-be3f-65ddc8802c46"", ""inverseOntologyProperty"": """"}]"
dfbc8449-4bd8-5e9d-9648-84c7ec93135b,tg:mpmbr:950,e73_MaterialRecords,1,"[{""resourceId"": ""5b01f70c-3f3d-5556-a374-b92a01c3bcae"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1e7fcb17-3611-4e81-8e4b-08bbb849b704"", ""inverseOntologyProperty"": """"}]"
9da1fc81-6a2a-5ef3-825b-3d79a2dd2911,tg:mpmbr:838,e73_MaterialRecords,1,"[{""resourceId"": ""0260ef4e-a37d-5b5a-99c6-5c3852325916"", ""ontologyProperty"": """", ""resourceXresourceId"": ""fb32952b-6534-4241-8717-fb559acb673a"", ""inverseOntologyProperty"": """"}]"
0aa838b4-75b0-5d8e-a667-7267e87a46d7,tg:mpmbr:940,e73_MaterialRecords,1,"[{""resourceId"": ""44a799e7-a741-56c4-95e4-e51d806574cb"", ""ontologyProperty"": """", ""resourceXresourceId"": ""adc2e016-c04f-4a0f-8e25-82f83937c504"", ""inverseOntologyProperty"": """"}]"
