brocade.id,ResourceID,card,order,Illustration Type,Illustration URL
tg:lhps:57896,d9198741-6a71-5c44-afb8-139f34d3de4f,Images,1,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:460142'}
tg:lhps:57896,d9198741-6a71-5c44-afb8-139f34d3de4f,Images,2,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:491357'}
tg:lhps:30552,9ad9e289-a225-5297-aa76-547f4a84f063,Images,1,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:313555'}
tg:lhps:30552,9ad9e289-a225-5297-aa76-547f4a84f063,Images,2,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:334779'}
tg:lhps:3721,8c9b9462-a190-5ab1-9502-2d241b79933c,Images,1,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:645059'}
tg:lhps:3721,8c9b9462-a190-5ab1-9502-2d241b79933c,Images,2,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:649280'}
tg:lhps:51041,f893fc70-00bb-5f5f-985e-0bf44213ce73,Images,1,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:249988'}
tg:lhps:51041,f893fc70-00bb-5f5f-985e-0bf44213ce73,Images,2,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:249990'}
tg:lhps:51041,f893fc70-00bb-5f5f-985e-0bf44213ce73,Images,3,Hoge resolutie,{'url': 'https://anet.be/docstore/d:lh:250047'}
tg:lhps:2833,21c98bbb-66e7-5700-a722-9e9133147c34,Images,1,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:644775'}
tg:lhps:2833,21c98bbb-66e7-5700-a722-9e9133147c34,Images,2,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:649197'}
tg:lhps:29289,a55f16dd-08d1-5f6e-87fa-f9ca9233c219,Images,1,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:603206'}
tg:lhps:29289,a55f16dd-08d1-5f6e-87fa-f9ca9233c219,Images,2,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:604352'}
tg:lhps:56784,f3cdb4a6-c5bd-504f-9edb-a6d043849d48,Images,1,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:657060'}
tg:lhps:56784,f3cdb4a6-c5bd-504f-9edb-a6d043849d48,Images,2,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:660056'}
