ResourceID,brocade.id,card,order,id/place.place,Production Place Name,Production Place ID,Production Place Identifier
9ad9e289-a225-5297-aa76-547f4a84f063,tg:lhps:30552,Places,1,[{'value': 'Antwerpen'}],Antwerpen,,
8c9b9462-a190-5ab1-9502-2d241b79933c,tg:lhps:3721,Places,1,[{'value': 'Antwerpen'}],Antwerpen,,
21c98bbb-66e7-5700-a722-9e9133147c34,tg:lhps:2833,Places,1,[{'value': 'Lier'}],Lier,,
f3cdb4a6-c5bd-504f-9edb-a6d043849d48,tg:lhps:56784,Places,1,"[{'value': 'au::100231', 'uuid': '8edb9f04-ad85-5c4a-aa2c-b4e509be84f2'}]",Mechelen,au::100231,https://id.letterenhuis.be/ark:/24970/8edb9f04-ad85-5c4a-aa2c-b4e509be84f2
4fd14fcc-cb1b-5d09-bdca-ade565a0171e,tg:lhps:49888,Places,1,"[{'value': 'au::100654', 'uuid': 'a43ec5c9-9a52-53c3-8cfc-af6cef59a6d2'}]",Gent,au::100654,https://id.letterenhuis.be/ark:/24970/a43ec5c9-9a52-53c3-8cfc-af6cef59a6d2
30483822-d2b8-5522-91be-326506c8e801,tg:lhps:23684,Places,1,[{'value': 'Antwerpen'}],Antwerpen,,
62fe1480-2a29-52a7-a83d-48890c025ad3,tg:lhps:24141,Places,1,[{'value': 'Tilburg'}],Tilburg,,
48bc1480-91cc-5ae5-bb99-0eb688e8ef4f,tg:lhps:59471,Places,1,"[{'value': 'au::100654', 'uuid': 'a43ec5c9-9a52-53c3-8cfc-af6cef59a6d2'}]",Gent,au::100654,https://id.letterenhuis.be/ark:/24970/a43ec5c9-9a52-53c3-8cfc-af6cef59a6d2
c36ffa9b-bf17-5913-992c-9b5461962379,tg:lhps:42397,Places,1,[{'value': 'Antwerpen'}],Antwerpen,,
2d138a5f-f57d-5dd6-a2ad-96899eabb14c,tg:lhps:13232,Places,1,[{'value': 'Gent'}],Gent,,
54e487c2-d9a2-5bc9-9bfd-fff37c832817,tg:lhps:45452,Places,1,"[{'value': 'au::100141', 'uuid': '81ac4db9-1e25-55a3-9b28-97c03f96b4ab'}]",Antwerpen,au::100141,https://id.letterenhuis.be/ark:/24970/81ac4db9-1e25-55a3-9b28-97c03f96b4ab
