ResourceID,brocade.id,card,order,source_code,ire.isaar.uuid,ire.isaar.id,Depicted Item Role,Depicted Item Widget,Depicted Item Identifier
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,e73_DepictedItems,2,ow,775f40a7-f614-586e-bdf3-1f0f051d712c,au::2561,subjects (content of works),,
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,e73_DepictedItems,3,ow,ce83c643-99d7-529b-a64b-4ac724e0ce14,au::13050,subjects (content of works),,
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,e73_DepictedItems,4,ow,19180a17-86f1-50ca-842f-7bcc4add0f26,au::5346,subjects (content of works),,
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,e73_DepictedItems,5,ow,1fc62661-e5c9-5cdf-9e5e-71ae0c2a02f1,au::2268,subjects (content of works),,
177dc347-eab9-5aa9-9bed-bcc55aa5c471,tg:mpmph:14,e73_DepictedItems,2,ow,19180a17-86f1-50ca-842f-7bcc4add0f26,au::5346,subjects (content of works),,
177dc347-eab9-5aa9-9bed-bcc55aa5c471,tg:mpmph:14,e73_DepictedItems,3,ow,ce83c643-99d7-529b-a64b-4ac724e0ce14,au::13050,subjects (content of works),,
177dc347-eab9-5aa9-9bed-bcc55aa5c471,tg:mpmph:14,e73_DepictedItems,4,ow,1fc62661-e5c9-5cdf-9e5e-71ae0c2a02f1,au::2268,subjects (content of works),,
177dc347-eab9-5aa9-9bed-bcc55aa5c471,tg:mpmph:14,e73_DepictedItems,5,ow,775f40a7-f614-586e-bdf3-1f0f051d712c,au::2561,subjects (content of works),,
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_DepictedItems,2,ow,44ccc7c3-1ff2-51fc-b9eb-eff787b82f68,au::5193,subjects (content of works),,
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_DepictedItems,3,ow,ce83c643-99d7-529b-a64b-4ac724e0ce14,au::13050,subjects (content of works),,
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_DepictedItems,4,ow,10ebd5d8-30f1-5d73-8c23-6ab8823074b4,au::17300,subjects (content of works),,
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,e73_DepictedItems,5,ow,71ca2581-51b6-55b5-b224-c40e31c5d6dd,au::21603,subjects (content of works),,
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_DepictedItems,2,ow,19180a17-86f1-50ca-842f-7bcc4add0f26,au::5346,subjects (content of works),,
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_DepictedItems,3,ow,ce83c643-99d7-529b-a64b-4ac724e0ce14,au::13050,subjects (content of works),,
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_DepictedItems,4,ow,1fc62661-e5c9-5cdf-9e5e-71ae0c2a02f1,au::2268,subjects (content of works),,
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,e73_DepictedItems,5,ow,775f40a7-f614-586e-bdf3-1f0f051d712c,au::2561,subjects (content of works),,
de60bf3e-8106-5377-b9d7-dfd48da0c477,tg:mpmph:13,e73_DepictedItems,2,ow,775f40a7-f614-586e-bdf3-1f0f051d712c,au::2561,subjects (content of works),,
de60bf3e-8106-5377-b9d7-dfd48da0c477,tg:mpmph:13,e73_DepictedItems,3,ow,ce83c643-99d7-529b-a64b-4ac724e0ce14,au::13050,subjects (content of works),,
de60bf3e-8106-5377-b9d7-dfd48da0c477,tg:mpmph:13,e73_DepictedItems,4,ow,19180a17-86f1-50ca-842f-7bcc4add0f26,au::5346,subjects (content of works),,
de60bf3e-8106-5377-b9d7-dfd48da0c477,tg:mpmph:13,e73_DepictedItems,5,ow,1fc62661-e5c9-5cdf-9e5e-71ae0c2a02f1,au::2268,subjects (content of works),,
43fae41d-2b9c-5b34-b10c-e558dc89ae43,tg:mpmph:12,e73_DepictedItems,2,ow,44ccc7c3-1ff2-51fc-b9eb-eff787b82f68,au::5193,subjects (content of works),,
43fae41d-2b9c-5b34-b10c-e558dc89ae43,tg:mpmph:12,e73_DepictedItems,3,ow,ce83c643-99d7-529b-a64b-4ac724e0ce14,au::13050,subjects (content of works),,
43fae41d-2b9c-5b34-b10c-e558dc89ae43,tg:mpmph:12,e73_DepictedItems,4,ow,10ebd5d8-30f1-5d73-8c23-6ab8823074b4,au::17300,subjects (content of works),,
