brocade.id,Change History Identifier,Change History Date,Change History User,Change History Description,Change History Activity,card,ResourceID
tg:mpmph:11,,2020-09-25 12:32:22 +0000 UTC,egacoms,,Creatie,e73_Transaction_history_df,839033c8-e69d-5629-948b-144adfab957f
tg:mpmph:11,13883229,2020-09-25 12:32:22 +0000 UTC,egacoms,Bewerken van de identificatie,edit,e73_Transaction_history_df,839033c8-e69d-5629-948b-144adfab957f
tg:mpmph:11,13883230,2020-09-25 12:32:22 +0000 UTC,egacoms,Bewerken van de items,edit,e73_Transaction_history_df,839033c8-e69d-5629-948b-144adfab957f
tg:mpmph:11,13883231,2020-09-25 12:32:22 +0000 UTC,egacoms,Bewerken van de kenmerken,edit,e73_Transaction_history_df,839033c8-e69d-5629-948b-144adfab957f
tg:mpmph:11,13883235,2020-09-25 12:32:22 +0000 UTC,egacoms,Bewerken van de ISAAR relaties,edit,e73_Transaction_history_df,839033c8-e69d-5629-948b-144adfab957f
tg:mpmph:11,13883247,2020-09-25 12:35:34 +0000 UTC,egacoms,Bewerken van de identificatie,edit,e73_Transaction_history_df,839033c8-e69d-5629-948b-144adfab957f
tg:mpmph:11,13883248,2020-09-25 12:35:34 +0000 UTC,egacoms,Bewerken van de items,edit,e73_Transaction_history_df,839033c8-e69d-5629-948b-144adfab957f
tg:mpmph:11,13883253,2020-09-25 12:35:34 +0000 UTC,egacoms,Bewerken van de ISAAR relaties,edit,e73_Transaction_history_df,839033c8-e69d-5629-948b-144adfab957f
tg:mpmph:11,13883283,2020-09-25 12:38:44 +0000 UTC,egacoms,Bewerken van de identificatie,edit,e73_Transaction_history_df,839033c8-e69d-5629-948b-144adfab957f
tg:mpmph:11,13883284,2020-09-25 12:38:44 +0000 UTC,egacoms,Bewerken van de items,edit,e73_Transaction_history_df,839033c8-e69d-5629-948b-144adfab957f
tg:mpmph:11,13884004,2020-09-25 17:47:10 +0000 UTC,egacoms,Bewerken van de identificatie,edit,e73_Transaction_history_df,839033c8-e69d-5629-948b-144adfab957f
tg:mpmph:11,13884005,2020-09-25 17:47:10 +0000 UTC,egacoms,Bewerken van de items,edit,e73_Transaction_history_df,839033c8-e69d-5629-948b-144adfab957f
tg:mpmph:11,13884010,2020-09-25 17:47:10 +0000 UTC,egacoms,Bewerken van de ISAAR relaties,edit,e73_Transaction_history_df,839033c8-e69d-5629-948b-144adfab957f
tg:mpmph:11,13884013,2020-09-25 17:50:30 +0000 UTC,egacoms,Bewerken van de identificatie,edit,e73_Transaction_history_df,839033c8-e69d-5629-948b-144adfab957f
tg:mpmph:11,13884014,2020-09-25 17:50:30 +0000 UTC,egacoms,Bewerken van de items,edit,e73_Transaction_history_df,839033c8-e69d-5629-948b-144adfab957f
tg:mpmph:11,13884019,2020-09-25 17:50:30 +0000 UTC,egacoms,Bewerken van de ISAAR relaties,edit,e73_Transaction_history_df,839033c8-e69d-5629-948b-144adfab957f
tg:mpmph:11,13884022,2020-09-25 17:52:11 +0000 UTC,egacoms,Bewerken van de identificatie,edit,e73_Transaction_history_df,839033c8-e69d-5629-948b-144adfab957f
tg:mpmph:11,13884023,2020-09-25 17:52:11 +0000 UTC,egacoms,Bewerken van de items,edit,e73_Transaction_history_df,839033c8-e69d-5629-948b-144adfab957f
tg:mpmph:11,13884031,2020-09-25 17:52:34 +0000 UTC,egacoms,Bewerken van de identificatie,edit,e73_Transaction_history_df,839033c8-e69d-5629-948b-144adfab957f
tg:mpmph:11,13884032,2020-09-25 17:52:34 +0000 UTC,egacoms,Bewerken van de items,edit,e73_Transaction_history_df,839033c8-e69d-5629-948b-144adfab957f
tg:mpmph:11,14106656,2020-12-04 09:59:58 +0000 UTC,jtegenbo,Markering als gecontroleerd,,e73_Transaction_history_df,839033c8-e69d-5629-948b-144adfab957f
tg:mpmph:11,14188898,2021-01-20 07:02:52 +0000 UTC,usystem,Bewerken van de illustraties,dams,e73_Transaction_history_df,839033c8-e69d-5629-948b-144adfab957f
tg:mpmph:11,14189152,2021-01-20 09:01:52 +0000 UTC,usystem,Bewerken van de illustraties,thumbnail,e73_Transaction_history_df,839033c8-e69d-5629-948b-144adfab957f
tg:mpmph:11,14441090,2021-04-16 11:31:59 +0000 UTC,egacoms,Markering als gecontroleerd,,e73_Transaction_history_df,839033c8-e69d-5629-948b-144adfab957f
tg:mpmph:11,14443883,2021-04-16 11:33:40 +0000 UTC,egacoms,Markering als gecontroleerd,,e73_Transaction_history_df,839033c8-e69d-5629-948b-144adfab957f
tg:mpmph:11,14446676,2021-04-16 11:34:41 +0000 UTC,egacoms,Markering als gecontroleerd,,e73_Transaction_history_df,839033c8-e69d-5629-948b-144adfab957f
tg:mpmph:11,14450288,2021-04-16 15:40:06 +0000 UTC,egacoms,Markering als gecontroleerd,,e73_Transaction_history_df,839033c8-e69d-5629-948b-144adfab957f
tg:mpmph:11,14453081,2021-04-16 15:40:30 +0000 UTC,egacoms,Markering als gecontroleerd,,e73_Transaction_history_df,839033c8-e69d-5629-948b-144adfab957f
tg:mpmph:11,15343271,2021-12-02 13:06:09 +0000 UTC,egacoms,Markering als gecontroleerd,,e73_Transaction_history_df,839033c8-e69d-5629-948b-144adfab957f
tg:mpmph:11,15346150,2021-12-02 13:49:42 +0000 UTC,egacoms,Markering als gecontroleerd,,e73_Transaction_history_df,839033c8-e69d-5629-948b-144adfab957f
tg:mpmph:11,15348954,2021-12-02 13:56:52 +0000 UTC,egacoms,Markering als gecontroleerd,,e73_Transaction_history_df,839033c8-e69d-5629-948b-144adfab957f
tg:mpmph:11,15351747,2021-12-02 14:09:53 +0000 UTC,egacoms,Markering als gecontroleerd,,e73_Transaction_history_df,839033c8-e69d-5629-948b-144adfab957f
tg:mpmph:11,15354810,2021-12-02 14:29:03 +0000 UTC,egacoms,Markering als gecontroleerd,,e73_Transaction_history_df,839033c8-e69d-5629-948b-144adfab957f
tg:mpmph:11,15357657,2021-12-02 14:31:09 +0000 UTC,egacoms,Markering als gecontroleerd,,e73_Transaction_history_df,839033c8-e69d-5629-948b-144adfab957f
tg:mpmph:11,15398467,2021-12-15 15:14:27 +0000 UTC,egacoms,Markering als gecontroleerd,,e73_Transaction_history_df,839033c8-e69d-5629-948b-144adfab957f
tg:mpmph:11,15401260,2021-12-15 15:16:07 +0000 UTC,egacoms,Markering als gecontroleerd,,e73_Transaction_history_df,839033c8-e69d-5629-948b-144adfab957f
tg:mpmph:11,15404053,2021-12-15 15:18:34 +0000 UTC,egacoms,Markering als gecontroleerd,,e73_Transaction_history_df,839033c8-e69d-5629-948b-144adfab957f
tg:mpmph:11,15407355,2021-12-16 10:51:21 +0000 UTC,jrobert,Markering als gecontroleerd,,e73_Transaction_history_df,839033c8-e69d-5629-948b-144adfab957f
tg:mpmph:11,15470570,2022-01-07 10:35:11 +0000 UTC,egacoms,Markering als gecontroleerd,,e73_Transaction_history_df,839033c8-e69d-5629-948b-144adfab957f
tg:mpmph:12,,2020-09-25 17:56:11 +0000 UTC,egacoms,,Creatie,e73_Transaction_history_df,43fae41d-2b9c-5b34-b10c-e558dc89ae43
tg:mpmph:12,13884040,2020-09-25 17:56:11 +0000 UTC,egacoms,Bewerken van de identificatie,edit,e73_Transaction_history_df,43fae41d-2b9c-5b34-b10c-e558dc89ae43
tg:mpmph:12,13884041,2020-09-25 17:56:11 +0000 UTC,egacoms,Bewerken van de items,edit,e73_Transaction_history_df,43fae41d-2b9c-5b34-b10c-e558dc89ae43
tg:mpmph:12,13884042,2020-09-25 17:56:11 +0000 UTC,egacoms,Bewerken van de kenmerken,edit,e73_Transaction_history_df,43fae41d-2b9c-5b34-b10c-e558dc89ae43
tg:mpmph:12,13884046,2020-09-25 17:56:11 +0000 UTC,egacoms,Bewerken van de ISAAR relaties,edit,e73_Transaction_history_df,43fae41d-2b9c-5b34-b10c-e558dc89ae43
