ResourceID,brocade.id,card,order,source_field,Dimension Source Note
bd7ce636-cc81-583e-a78c-3b8f0752a379,tg:lhob:683,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,7
bd7ce636-cc81-583e-a78c-3b8f0752a379,tg:lhob:683,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,7
5a61ea94-31bc-52dd-a755-d066d29d47b9,tg:lhob:379,DimensionSourceNotes,1,kenmerken.lhdiamob,"3,2 x 4,2"
bd6a24a7-aded-52a3-b50c-56afca72e232,tg:lhob:396,DimensionSourceNotes,1,kenmerken.lhdiamob,"8,5 x 7,5"
ab42045f-6e40-5c85-9079-435c3680d52a,tg:lhob:115,DimensionSourceNotes,1,kenmerken.lhdiamob,"4,5"
ab42045f-6e40-5c85-9079-435c3680d52a,tg:lhob:115,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,5
cd2daffa-e245-5210-a2df-5e8d206c2148,tg:lhob:545,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,"6,5"
cd2daffa-e245-5210-a2df-5e8d206c2148,tg:lhob:545,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,7
d0040669-e75c-5a8b-871b-f280d696ae37,tg:lhob:284,DimensionSourceNotes,1,kenmerken.lhdiamob,14
10478800-d203-5ea2-95a8-f28860cc5b30,tg:lhob:142,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,"2,1"
10478800-d203-5ea2-95a8-f28860cc5b30,tg:lhob:142,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatdiob,"1,8"
10478800-d203-5ea2-95a8-f28860cc5b30,tg:lhob:142,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,"2,5"
bf1d3d08-8f80-5f85-9d9d-d2958cbd6e67,tg:lhob:292,DimensionSourceNotes,1,kenmerken.lhdiamob,16
5ebb0f3c-cace-5b57-9dc3-cf73efb31735,tg:lhob:338,DimensionSourceNotes,1,kenmerken.lhdiamob,15
8e3b6e00-2a8c-5128-8fb0-f42e519e1290,tg:lhob:441,DimensionSourceNotes,1,kenmerken.lhdiamob,"2,8"
06ef615d-2dcf-5abe-90d8-5149d5f7d4b5,tg:lhob:695,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,"5,5"
06ef615d-2dcf-5abe-90d8-5149d5f7d4b5,tg:lhob:695,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatdiob,"3,3"
06ef615d-2dcf-5abe-90d8-5149d5f7d4b5,tg:lhob:695,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,"6,8"
2c34ea20-351b-5681-8156-6799501d4711,tg:lhob:380,DimensionSourceNotes,1,kenmerken.lhdiamob,"11 x 5,5"
b5714f50-9ce1-55a7-a857-8d0d261f8701,tg:lhob:553,DimensionSourceNotes,1,kenmerken.lhdiamob,5
0e3c664a-3014-5589-93a4-614dc7ed5327,tg:lhob:103,DimensionSourceNotes,1,kenmerken/lhformatob.lhformathoob,14
5cf6fb19-8a38-5706-90ee-85f1a946e015,tg:lhob:416,DimensionSourceNotes,1,kenmerken.lhdiamob,7
ab69a3bf-86ff-5650-895c-5337902b75cd,tg:lhob:601,DimensionSourceNotes,1,kenmerken.lhdiamob,7
8d2ffbfc-9e25-5c51-be3e-38a01561baf4,tg:lhob:314,DimensionSourceNotes,1,kenmerken.lhdiamob,"9,5"
9b7353fd-82c9-510e-9e2f-56bb58d88ad9,tg:lhob:197,DimensionSourceNotes,1,kenmerken/lhformatob.lhformatbrob,9
