ResourceID,brocade.id,card,order,Mark Text,Mark Type,Mark Language
ab69a3bf-86ff-5650-895c-5337902b75cd,tg:lhob:601,Marks,2,"Mazy, M. / Mauquoy.",signatures (names),Nederlands
d8ec86e7-3dd1-58b6-8ef5-0cda6f2106d8,tg:lhob:528,Marks,2,I.,signatures (names),Nederlands
6568f72d-9329-5ca8-affd-da8775f9b2ca,tg:lhob:660,Marks,2,J. STIENON.,signatures (names),Nederlands
7d7fefa8-3307-51de-a7ac-da11e4248928,tg:lhob:637,Marks,2,E VD LINDEN VR.,signatures (names),Nederlands
049e8351-8b2c-5cca-903f-ea20425ad2aa,tg:lhob:508,Marks,2,*Ex Libris / trouw / doort / leven / Vogelina Dille-Lobe*,signatures (names),Nederlands
a59ae65d-b818-5d0e-9f9c-b7ec0aac2bd4,tg:lhob:699,Marks,1,"Opschrift in potlood deels onleesbaar: """"Geschenk / van Tokkie / ... / ... / uitvoering / Rubenscantate / Dierentuin."""" 
  
",signatures (names),Nederlands
2eae7de6-e530-56a3-acf9-d6e9b56384d3,tg:lhob:676,Marks,2,"Willekens, I.",signatures (names),Nederlands
f23cbd96-2b7d-5902-8a8e-1491530ffb68,tg:lhob:524,Marks,2,"Le Roy, H.",signatures (names),Nederlands
686aaaeb-90ba-5ddb-88fe-f13ac964755c,tg:lhob:573,Marks,2,M. VERMEIREN.,signatures (names),Nederlands
52ee1d6d-2804-50d3-bfd3-61042162ed3c,tg:lhob:709,Marks,3,Getekend Felix Timmermans in rode inkt + monogram F.T.,signatures (names),Nederlands
c7135e38-584c-5a54-8836-5433378b28ad,tg:lhob:532,Marks,2,M. VERMEIREN,signatures (names),Nederlands
6b25ae3c-1a1a-59a4-a776-a24cd0f9e1e6,tg:lhob:533,Marks,2,CANALE,signatures (names),Nederlands
d6ddc6e0-bdbd-5df8-92e4-9f59bd1f9bb1,tg:lhob:572,Marks,2,JOUVENEL,signatures (names),Nederlands
6168c962-3e49-5cc3-bc28-25b3366a6315,tg:lhob:525,Marks,2,Lemaire,signatures (names),Nederlands
ae4ddc15-90b6-5216-9c39-47a4d69fee0d,tg:lhob:677,Marks,2,PANHUYZEN.,signatures (names),Nederlands
0a65641d-3a81-502e-9c8b-d93c471274ed,tg:lhob:620,Marks,2,Heremans J.,signatures (names),Nederlands
6ff7a84d-0bc7-58a3-bd6c-db8914a0b969,tg:lhob:616,Marks,2,L. DUPUIS FECIT.,signatures (names),Nederlands
cf431aeb-e507-5698-a484-13bf523fa092,tg:lhob:641,Marks,2,MAUQUOY.,signatures (names),Nederlands
d7bb3ac7-a800-5e75-966b-4303219d8fca,tg:lhob:591,Marks,2,JOSUË DUPON & J. FONSON.,signatures (names),Nederlands
04771dcb-2029-567a-a786-c76208457897,tg:lhob:529,Marks,2,POETOU,signatures (names),Nederlands
f9d08c90-afaf-5b15-8b6c-a1c568640b6e,tg:lhob:600,Marks,2,POETOU & FONSON,signatures (names),Nederlands
1eae5d10-a032-5efb-a639-ab64e06fbb97,tg:lhob:552,Marks,2,E.TRAMAUX.,signatures (names),Nederlands
8385be39-85a8-5fba-9c5f-f5e84fa863dd,tg:lhob:694,Marks,1,"Sinjaalprijs / 1965 / VOOR ROMAN
  
",signatures (names),Nederlands
0f9ab033-daa7-5a85-9e4f-5810c8c3756c,tg:lhob:513,Marks,1,Initialen F.D.,signatures (names),Nederlands
5bdf1b3e-a9b3-56fa-b27e-ba4b8e0ae604,tg:lhob:682,Marks,2,Cravanzola,signatures (names),Nederlands
ed83c965-ea6c-58b1-9d5e-1d959f8fd3e9,tg:lhob:518,Marks,1,Fisch J.,signatures (names),Nederlands
50993c04-09db-5aab-91fe-138756c6a126,tg:lhob:631,Marks,2,F. JOCHEMS.,signatures (names),Nederlands
4fd104bd-fdfd-5eac-8bc5-535766f77bbd,tg:lhob:559,Marks,2,JOSUË DUPON,signatures (names),Nederlands
b5e5a4a3-05db-5384-a64f-0865630d2f32,tg:lhob:575,Marks,2,Wolfers G.,signatures (names),Nederlands
6bebcd9a-a2ef-5ba1-b466-c0d1a046a5c1,tg:lhob:534,Marks,2,E. DE BREMAECKER,signatures (names),Nederlands
fb9d9f79-ed4c-5519-884d-64df2978ea25,tg:lhob:685,Marks,2,Baetes,signatures (names),Nederlands
cc7f678f-83c3-5387-a060-74aa9df5278f,tg:lhob:543,Marks,2,C. VAN DIONANT,signatures (names),Nederlands
d1a3ea5b-98c7-5670-8d8b-e0e98ca3acba,tg:lhob:693,Marks,1,"Inscriptie zilverbeslag: Het Komiteit / Place Verte Attractions / aan Edward Keurvels / ter herinnering / aan de uitvoering / der Rubens Cantate / van Peter Benoit en / Julius De Geyter / Antwerpen  22 Juli 1901.  

Binnen in foedraal: P.Stockaer, Bijoutier Orfevre, 10 Vieux Marche au Ble Anvers
  
",signatures (names),Nederlands
cd6e0acc-6d84-58a5-a7df-fe3e9d205d1c,tg:lhob:607,Marks,2,LEOP. WIENER & HART FECIT.,signatures (names),Nederlands
ddb182f1-30d5-5754-af58-82d22e99820f,tg:lhob:650,Marks,2,BAETES.,signatures (names),Nederlands
f2b0a9b7-511d-52a9-bade-292ffd26a505,tg:lhob:579,Marks,2,ARTHUR DUPON 1968 & FISCH,signatures (names),Nederlands
bf68a033-e5df-59c4-aa8d-88749ac456be,tg:lhob:646,Marks,2,F. BAETES. FEC.,signatures (names),Nederlands
e25c8ed0-cf2e-5817-a9e2-d6f01a3bd362,tg:lhob:580,Marks,2,POELS ALB. & J. FONSON.,signatures (names),Nederlands
92f6aefd-182e-5d98-8419-7bea3af8093d,tg:lhob:611,Marks,2,JOSUË DUPON,signatures (names),Nederlands
093d97c0-73c8-5166-88f3-4a31f6ac5637,tg:lhob:538,Marks,2,ARTHUR DUPON 1968 / FISCH.,signatures (names),Nederlands
