ResourceID,brocade.id,card,order,source_field,Illustration URL,Illustration Type
8e3b6e00-2a8c-5128-8fb0-f42e519e1290,tg:lhob:441,Images,1,ill.lowres,https://anet.be/docstore/d:lh:707907,Lage resolutie
aace5079-d656-5063-aa96-7b87fd00e060,tg:lhob:713,Images,1,ill.lowres,https://anet.be/docstore/d:lh:720237,Lage resolutie
bdf60c03-0152-5b5a-ab82-b62df1f7898b,tg:lhob:725,Images,1,ill.lowres,https://anet.be/docstore/d:lh:750910,Lage resolutie
a008a896-b7c3-5d2f-ad98-597ad3ab33b1,tg:lhob:436,Images,1,ill.lowres,https://anet.be/docstore/d:lh:707903,Lage resolutie
52ee1d6d-2804-50d3-bfd3-61042162ed3c,tg:lhob:709,Images,1,ill.lowres,https://anet.be/docstore/d:lh:728057,Lage resolutie
039e2f17-f200-5204-b703-688251042d88,tg:lhob:437,Images,1,ill.lowres,https://anet.be/docstore/d:lh:714215,Lage resolutie
67ada668-af59-5fa5-b6b1-825fbac71ed9,tg:lhob:724,Images,1,ill.lowres,https://anet.be/docstore/d:lh:750909,Lage resolutie
6331e3ce-4997-552b-8d9a-bd41b6fdf8a3,tg:lhob:712,Images,1,ill.lowres,https://anet.be/docstore/d:lh:720236,Lage resolutie
07dd1c0d-90bd-5d1e-8b17-b4db8d553ccc,tg:lhob:440,Images,1,ill.lowres,https://anet.be/docstore/d:lh:714216,Lage resolutie
f4f2a252-84d5-5a08-9bd2-056b52781658,tg:lhob:723,Images,1,ill.lowres,https://anet.be/docstore/d:lh:721749,Lage resolutie
3f6babf2-cc05-501a-be7f-d9ef1934ed2f,tg:lhob:719,Images,1,ill.lowres,https://anet.be/docstore/d:lh:750908,Lage resolutie
59ab917d-da2b-5659-a9c5-525c5bb8702b,tg:lhob:715,Images,1,ill.lowres,https://anet.be/docstore/d:lh:750905,Lage resolutie
560e7a90-b839-5647-90aa-813078c9310b,tg:lhob:714,Images,1,ill.lowres,https://anet.be/docstore/d:lh:750904,Lage resolutie
eca6027f-672d-5e12-a169-8362dba0d361,tg:lhob:407,Images,1,ill.lowres,https://anet.be/docstore/d:lh:667418,Lage resolutie
33a45644-c571-515d-a4cd-feeca33a7fe3,tg:lhob:718,Images,1,ill.lowres,https://anet.be/docstore/d:lh:750907,Lage resolutie
0d59cead-0e6a-5456-a01f-2fd1c1f91b63,tg:lhob:722,Images,1,ill.lowres,https://anet.be/docstore/d:lh:721748,Lage resolutie
ec260e66-10ae-5dfc-b2b5-32ec41e3a995,tg:lhob:449,Images,1,ill.lowres,https://anet.be/docstore/d:lh:707912,Lage resolutie
f5fb8982-6320-5ad9-83b8-330917c18bd4,tg:lhob:721,Images,1,ill.lowres,https://anet.be/docstore/d:lh:721747,Lage resolutie
b80031e4-5f62-5669-baa2-89b43848ea61,tg:lhob:445,Images,1,ill.lowres,https://anet.be/docstore/d:lh:707911,Lage resolutie
0847d133-0ada-5261-bee0-1f179bc0f263,tg:lhob:516,Images,1,ill.lowres,https://anet.be/docstore/d:lh:685974,Lage resolutie
d4272d7c-0b49-5df9-8ef6-fe611cd726e4,tg:lhob:444,Images,1,ill.lowres,https://anet.be/docstore/d:lh:714218,Lage resolutie
e908082e-52a4-5ecc-9309-2f0c99e9c5ac,tg:lhob:25,Images,1,ill.highres,https://anet.be/docstore/d:lh:224883,Hoge resolutie
e908082e-52a4-5ecc-9309-2f0c99e9c5ac,tg:lhob:25,Images,2,ill.lowres,https://anet.be/docstore/d:lh:707892,Lage resolutie
bf4d3de2-9dc9-5001-90ca-d2e873d41663,tg:lhob:716,Images,1,ill.lowres,https://anet.be/docstore/d:lh:750906,Lage resolutie
8d0c1488-7eb6-54f0-bf0d-09953175cac9,tg:lhob:44,Images,1,ill.lowres,https://anet.be/docstore/d:lh:251326,Lage resolutie
8d0c1488-7eb6-54f0-bf0d-09953175cac9,tg:lhob:44,Images,2,ill.highres,https://anet.be/docstore/d:lh:251327,Hoge resolutie
9e467cf2-532f-5f14-a60c-b4c7970f5835,tg:lhob:720,Images,1,ill.lowres,https://anet.be/docstore/d:lh:721746,Lage resolutie
6f28533f-42ab-5f5e-b5cb-0cfffc2deb2e,tg:lhob:438,Images,1,ill.lowres,https://anet.be/docstore/d:lh:707905,Lage resolutie
5b75ffcb-57f1-5a2f-b136-caaaa207e972,tg:lhob:711,Images,1,ill.lowres,https://anet.be/docstore/d:lh:720235,Lage resolutie
ea63b2e1-eec9-5c63-b945-ca5a10a2d68c,tg:lhob:443,Images,1,ill.lowres,https://anet.be/docstore/d:lh:714217,Lage resolutie
776e4d65-235d-576e-bcc6-0ca8f3645e5d,tg:lhob:43,Images,1,ill.lowres,https://anet.be/docstore/d:lh:247164,Lage resolutie
776e4d65-235d-576e-bcc6-0ca8f3645e5d,tg:lhob:43,Images,2,ill.highres,https://anet.be/docstore/d:lh:247167,Hoge resolutie
460b6cab-88cf-5354-9af8-5d9f96c8715a,tg:lhob:42,Images,1,ill.lowres,https://anet.be/docstore/d:lh:246287,Lage resolutie
460b6cab-88cf-5354-9af8-5d9f96c8715a,tg:lhob:42,Images,2,ill.highres,https://anet.be/docstore/d:lh:246341,Hoge resolutie
b5ce8c66-d44e-51aa-884d-973ac92f34f8,tg:lhob:726,Images,1,ill.lowres,https://anet.be/docstore/d:lh:750911,Lage resolutie
dbef691b-c842-5b29-b256-7f30cda0cb4b,tg:lhob:442,Images,1,ill.lowres,https://anet.be/docstore/d:lh:707908,Lage resolutie
8ceaee61-d717-5c91-9388-d1fd5d407456,tg:lhob:23,Images,1,ill.highres,https://anet.be/docstore/d:lh:224882,Hoge resolutie
8ceaee61-d717-5c91-9388-d1fd5d407456,tg:lhob:23,Images,2,ill.lowres,https://anet.be/docstore/d:lh:224886,Lage resolutie
c51130d7-eff4-5fc8-80d5-926020c83fe7,tg:lhsc:729,Images,1,ill.lowres,https://anet.be/docstore/d:lh:83348,Lage resolutie
76d1d594-7daa-5788-b714-b5e906c49376,tg:lhsc:683,Images,1,ill.lowres,https://anet.be/docstore/d:lh:83306,Lage resolutie
4581f726-f3be-55e0-9df3-a7421168cf88,tg:lhsc:6935,Images,1,ill.lowres,https://anet.be/docstore/d:lh:83956,Lage resolutie
964cc9f8-c6fb-5e05-be6f-a69ec8f45f88,tg:lhsc:816,Images,1,ill.lowres,https://anet.be/docstore/d:lh:83427,Lage resolutie
41b4a25e-fb9e-5f1c-898b-5cf330d4ad97,tg:lhsc:1120,Images,1,ill.lowres,https://anet.be/docstore/d:lh:83719,Lage resolutie
c57d3dff-ca95-5c7a-a70c-0715b04bad2c,tg:lhsc:1065,Images,1,ill.lowres,https://anet.be/docstore/d:lh:83665,Lage resolutie
edc8c733-dcfd-5003-b0f8-e0983ef6b059,tg:lhsc:953,Images,1,ill.lowres,https://anet.be/docstore/d:lh:83556,Lage resolutie
