ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier
bd7ce636-cc81-583e-a78c-3b8f0752a379,tg:lhob:683,Acquisitions,1,tr:lh:2718,"dlod={""name"":""Archiefstukken uit het familiearchief Buschmann-Van Rijswijck"",""ark"":""ark:/24970/x0/b40c8868-0314-5310-9566-71b03d530363"",""uri"":""/repositories/11/accessions/12254"",""id"":""tr:lh:2718"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/b40c8868-0314-5310-9566-71b03d530363
5a61ea94-31bc-52dd-a755-d066d29d47b9,tg:lhob:379,Acquisitions,1,tr:lh:2595,"dlod={""name"":""Archief van Jan van Rijswijck"",""ark"":""ark:/24970/x0/4b9bc8dc-42cf-5baf-8725-df08197a81f7"",""uri"":""/repositories/11/accessions/17661"",""id"":""tr:lh:2595"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/4b9bc8dc-42cf-5baf-8725-df08197a81f7
bd6a24a7-aded-52a3-b50c-56afca72e232,tg:lhob:396,Acquisitions,1,tr:lh:2190,"dlod={""name"":""Archief van Karel Lodewijk Ledeganck uit de nalatenschap van Anna de Weert"",""ark"":""ark:/24970/x0/f757b041-1dd1-53bb-9f88-714267dede24"",""uri"":""/repositories/11/accessions/19216"",""id"":""tr:lh:2190"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/f757b041-1dd1-53bb-9f88-714267dede24
ab42045f-6e40-5c85-9079-435c3680d52a,tg:lhob:115,Acquisitions,1,tr:lh:6595,"dlod={""name"":""Archief van Roger Avermaete"",""ark"":""ark:/24970/x0/207b8d87-39e6-5c09-992a-e00e6584caa7"",""uri"":""/repositories/11/accessions/12744"",""id"":""tr:lh:6595"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/207b8d87-39e6-5c09-992a-e00e6584caa7
cd2daffa-e245-5210-a2df-5e8d206c2148,tg:lhob:545,Acquisitions,1,tr:lh:7740,"dlod={""name"":""Archief van Lode Sebregts"",""ark"":""ark:/24970/x0/8926b9b2-9667-5ca4-8223-abe31373bda2"",""uri"":""/repositories/11/accessions/16839"",""id"":""tr:lh:7740"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/8926b9b2-9667-5ca4-8223-abe31373bda2
d0040669-e75c-5a8b-871b-f280d696ae37,tg:lhob:284,Acquisitions,1,tr:lh:7740,"dlod={""name"":""Archief van Lode Sebregts"",""ark"":""ark:/24970/x0/8926b9b2-9667-5ca4-8223-abe31373bda2"",""uri"":""/repositories/11/accessions/16839"",""id"":""tr:lh:7740"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/8926b9b2-9667-5ca4-8223-abe31373bda2
10478800-d203-5ea2-95a8-f28860cc5b30,tg:lhob:142,Acquisitions,1,tr:lh:6928,"dlod={""name"":""Archief van Basiel de Craene"",""ark"":""ark:/24970/x0/1eb43675-eb17-5273-9e5c-b20d1a6fc4a2"",""uri"":""/repositories/11/accessions/14688"",""id"":""tr:lh:6928"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/1eb43675-eb17-5273-9e5c-b20d1a6fc4a2
06ef615d-2dcf-5abe-90d8-5149d5f7d4b5,tg:lhob:695,Acquisitions,1,tr:lh:7376,"dlod={""name"":""Archief van Edward Keurvels"",""ark"":""ark:/24970/x0/9a0027df-3656-52a6-a5be-f3e99c36b22a"",""uri"":""/repositories/11/accessions/12858"",""id"":""tr:lh:7376"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/9a0027df-3656-52a6-a5be-f3e99c36b22a
b5714f50-9ce1-55a7-a857-8d0d261f8701,tg:lhob:553,Acquisitions,1,tr:lh:7740,"dlod={""name"":""Archief van Lode Sebregts"",""ark"":""ark:/24970/x0/8926b9b2-9667-5ca4-8223-abe31373bda2"",""uri"":""/repositories/11/accessions/16839"",""id"":""tr:lh:7740"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/8926b9b2-9667-5ca4-8223-abe31373bda2
0e3c664a-3014-5589-93a4-614dc7ed5327,tg:lhob:103,Acquisitions,1,tr:lh:2497,"dlod={""name"":""Archief van Emanuel Hiel"",""ark"":""ark:/24970/x0/f1005782-5b11-5362-b52a-8f3e6a073036"",""uri"":""/repositories/11/accessions/17298"",""id"":""tr:lh:2497"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/f1005782-5b11-5362-b52a-8f3e6a073036
