ResourceID,brocade.id,card,order,source_field,Title,Title Type,Title Language
bd7ce636-cc81-583e-a78c-3b8f0752a379,tg:lhob:683,Titles,1,id.title/ti,Commandeur in de Orde van Isabella de Katholieke (Orden de Isabel la Católica),titles proper,Dutch (language)
5a61ea94-31bc-52dd-a755-d066d29d47b9,tg:lhob:379,Titles,1,id.title/ti,Medaillon met een haarlok van Jan van Ryswyck,titles proper,Dutch (language)
bd6a24a7-aded-52a3-b50c-56afca72e232,tg:lhob:396,Titles,1,id.title/ti,Haarlok van Karel Lodewijk Ledeganck,titles proper,Dutch (language)
ab42045f-6e40-5c85-9079-435c3680d52a,tg:lhob:115,Titles,1,id.title/ti,Potje van Roger Avermaete,titles proper,Dutch (language)
cd2daffa-e245-5210-a2df-5e8d206c2148,tg:lhob:545,Titles,1,id.title/ti,Onderscheiding van de 'NOBELE ORDE van de PAPEGAY',titles proper,Dutch (language)
10ca59b0-91e3-567e-998d-80535d66fd46,tg:lhob:400,Titles,1,id.title/ti,Oorbellen van Charel Janssens,titles proper,Dutch (language)
d0040669-e75c-5a8b-871b-f280d696ae37,tg:lhob:284,Titles,1,id.title/ti,Pijp van Willem Benoy,titles proper,Dutch (language)
10478800-d203-5ea2-95a8-f28860cc5b30,tg:lhob:142,Titles,1,id.title/ti,Stempels van Basiel De Craene,titles proper,Dutch (language)
bf1d3d08-8f80-5f85-9d9d-d2958cbd6e67,tg:lhob:292,Titles,1,id.title/ti,Pijp,titles proper,Dutch (language)
5ebb0f3c-cace-5b57-9dc3-cf73efb31735,tg:lhob:338,Titles,1,id.title/ti,Bril van Piet en Charel Janssens,titles proper,Dutch (language)
8e3b6e00-2a8c-5128-8fb0-f42e519e1290,tg:lhob:441,Titles,1,id.title/ti,"Gelegenheidspenning Groote Zangwedstrijd Amsterdam, 1876",titles proper,Dutch (language)
06ef615d-2dcf-5abe-90d8-5149d5f7d4b5,tg:lhob:695,Titles,1,id.title/ti,Stempel Lyrisch Tooneel Zangcomiteit Antwerpen,titles proper,Dutch (language)
2c34ea20-351b-5681-8156-6799501d4711,tg:lhob:380,Titles,1,id.title/ti,Bril van Charel Janssens,titles proper,Dutch (language)
b5714f50-9ce1-55a7-a857-8d0d261f8701,tg:lhob:553,Titles,1,id.title/ti,"Gelegenheidspenning Openingsschieting De Edele Schuttersgilde 'Den Gulden Rinck', 1968",titles proper,Dutch (language)
0e3c664a-3014-5589-93a4-614dc7ed5327,tg:lhob:103,Titles,1,id.title/ti,Schrapper van Emanuel Hiel,titles proper,Dutch (language)
5cf6fb19-8a38-5706-90ee-85f1a946e015,tg:lhob:416,Titles,1,id.title/ti,"Gedenkpenning Inhuldiging Scheldetunnels, 1933",titles proper,Dutch (language)
ab69a3bf-86ff-5650-895c-5337902b75cd,tg:lhob:601,Titles,1,id.title/ti,"Herdenkingspenning 150 jaar Stedelijk Onderwijs Antwerpen, 1969",titles proper,Dutch (language)
8d2ffbfc-9e25-5c51-be3e-38a01561baf4,tg:lhob:314,Titles,1,id.title/ti,Bril van Edward Keurvels,titles proper,Dutch (language)
9b7353fd-82c9-510e-9e2f-56bb58d88ad9,tg:lhob:197,Titles,1,id.title/ti,Postweegschaal van Piet en Charel Janssens,titles proper,Dutch (language)
d8ec86e7-3dd1-58b6-8ef5-0cda6f2106d8,tg:lhob:528,Titles,1,id.title/ti,Portretpenning Léon Bloy,titles proper,Dutch (language)
f9af0ba4-1e21-5c18-8ff9-f3f147c5be4f,tg:lhob:482,Titles,1,id.title/ti,Dirigeerstok van Marinus de Jong,titles proper,Dutch (language)
44e552c6-c31f-5bd1-99c9-0b205cec829e,tg:lhob:656,Titles,1,id.title/ti,"Gelegenheidspenning inhuldiging vaandel van de zangafdeling Liberale Werklieden Maaatschappij Help U Zelve Borgerhout, 1895",titles proper,Dutch (language)
aace5079-d656-5063-aa96-7b87fd00e060,tg:lhob:713,Titles,1,id.title/ti,Glazen flesje 'Mise en bouteille',titles proper,Dutch (language)
76a01cb8-b151-59c3-b593-b02b67de188f,tg:lhob:343,Titles,1,id.title/ti,Bril van Hugo Verriest,titles proper,Dutch (language)
ea048364-6101-5492-bef4-6573a816a250,tg:lhob:590,Titles,1,id.title/ti,Herinneringsmedaille aan de Regeerperiode van Leopold II 1865–1909,titles proper,Dutch (language)
a319e252-eb18-5a27-80bb-fa2132d48bf9,tg:lhob:98,Titles,1,id.title/ti,Pen van Maurice Maeterlinck,titles proper,Dutch (language)
89346987-6164-5d91-94a1-ab22af09b8e9,tg:lhob:77,Titles,1,id.title/ti,Papiermes van Roger Avermaete,titles proper,Dutch (language)
4556877c-3dec-5bf7-a0ca-35af1a796385,tg:lhob:210,Titles,1,id.title/ti,Schrijfplank van Ernest Claes,titles proper,Dutch (language)
0f54d3fa-a71c-5e14-ba61-7ea676a233b3,tg:lhob:640,Titles,1,id.title/ti,"Gelegenheidspenning Inhuldiging Buurtspoorweg Burcht, 1908",titles proper,Dutch (language)
11aadd1a-1b7b-5af0-bd5c-a6e1fd3880ce,tg:lhob:355,Titles,1,id.title/ti,Bril,titles proper,Dutch (language)
ec713338-1901-5c95-a827-fe2fdffe9b37,tg:lhob:705,Titles,1,id.title/ti,Toverlantaarnplaat,titles proper,Dutch (language)
675fe7d4-2f9c-544a-8e6a-0b763f40e77b,tg:lhob:586,Titles,1,id.title/ti,Goudkleurige speld met miniatuur eretekens,titles proper,Dutch (language)
978c5a2b-bb23-5f2c-b10f-d690ec1d52ce,tg:lhob:569,Titles,1,id.title/ti,Pin Lode Sebregts,titles proper,Dutch (language)
ea53cb96-164a-5f60-9d88-a1fab88260d0,tg:lhob:139,Titles,1,id.title/ti,Stempel van Basiel De Craene,titles proper,Dutch (language)
c2b8a3e8-a46f-5bf6-96e7-c8d288dabfe0,tg:lhob:617,Titles,1,id.title/ti,Penning Stad Antwerpen aan Mertens Karel - Officier der Leopoldsorde.,titles proper,Dutch (language)
56f69663-9f7c-52d9-9357-879ddc002097,tg:lhob:302,Titles,1,id.title/ti,Bril van Maurits Sabbe,titles proper,Dutch (language)
036efff3-bcb1-5176-9ca3-d2a37c44220c,tg:lhob:181,Titles,1,id.title/ti,Veer van Roger Avermaete,titles proper,Dutch (language)
38df51fb-9845-55ec-8d64-a9bae16384eb,tg:lhob:549,Titles,1,id.title/ti,"Gedenkpenning  Feestschieting KB 6M. ""Het leven langs de Schelde"", Antwerpen, 1976",titles proper,Dutch (language)
f86a177c-40a0-5a3d-98e8-ee8114ddef11,tg:lhob:375,Titles,1,id.title/ti,Filmrol van Leon Elaut,titles proper,Dutch (language)
aa7620ed-b248-5012-801d-44af139e0277,tg:lhob:230,Titles,1,id.title/ti,Pijp van Frans Masereel,titles proper,Dutch (language)
6568f72d-9329-5ca8-affd-da8775f9b2ca,tg:lhob:660,Titles,1,id.title/ti,Gelegenheidspenning Festival Oostende 1903,titles proper,Dutch (language)
1e154e2a-486a-5acd-810e-4c7155cbbfa4,tg:lhob:288,Titles,1,id.title/ti,Pijp van Piet en Charel Janssens,titles proper,Dutch (language)
40b73b50-6a75-5243-a771-c34a962e6579,tg:lhob:322,Titles,1,id.title/ti,Bril van Piet en Charel Janssens,titles proper,Dutch (language)
7d7fefa8-3307-51de-a7ac-da11e4248928,tg:lhob:637,Titles,1,id.title/ti,Bronzen portret van Jan Van Rijswijck,titles proper,Dutch (language)
8e45a706-94d5-5419-8a44-336e5610b60e,tg:lhob:267,Titles,1,id.title/ti,Luciferkoker van Albert Daenens,titles proper,Dutch (language)
42f6290b-a696-5dc3-a692-36b9e0e67b51,tg:lhob:158,Titles,1,id.title/ti,Stempel van Basiel De Craene,titles proper,Dutch (language)
5369b966-631a-5143-9518-ea27c85249e3,tg:lhob:334,Titles,1,id.title/ti,Bril van Lode Craeybeckx,titles proper,Dutch (language)
1bbe3e40-dd56-598f-a25d-262e4e247b86,tg:lhob:271,Titles,1,id.title/ti,Sigarettenhouder van Pol de Mont,titles proper,Dutch (language)
312da8d8-7042-5b8d-bd81-fb3b0bb92fca,tg:lhob:621,Titles,1,id.title/ti,"Burgerlijke Ereteken voor moedige daad, toewijding en menslievendheid",titles proper,Dutch (language)
a59ae65d-b818-5d0e-9f9c-b7ec0aac2bd4,tg:lhob:699,Titles,1,id.title/ti,Witte pijp met handgeschreven opschrift,titles proper,Dutch (language)
06921aaa-1516-5f27-a96a-bf985f5e3171,tg:lhob:363,Titles,1,id.title/ti,Bril van Charel Janssens,titles proper,Dutch (language)
2eae7de6-e530-56a3-acf9-d6e9b56384d3,tg:lhob:676,Titles,1,id.title/ti,"Penning V.S.V.J. aan Cor Ria Leeman voor Shabonee, 1987",titles proper,Dutch (language)
1e5a2451-acba-564b-95bc-c7b12f049888,tg:lhob:226,Titles,1,id.title/ti,Pijp van Frans Masereel,titles proper,Dutch (language)
38b2d592-a7a1-5130-9e10-1b2c7a4af8ad,tg:lhob:174,Titles,1,id.title/ti,Lakstempelhouder van Maurice Gilliams,titles proper,Dutch (language)
f23cbd96-2b7d-5902-8a8e-1491530ffb68,tg:lhob:524,Titles,1,id.title/ti,"Gedenkpenning 25-jarig bestaan van de Koninklijke Vlaamse Academie voor Taal- en Letterkunde, 1911",titles proper,Dutch (language)
3e19ea84-4ecb-5977-9421-9ffa7cf127b1,tg:lhob:318,Titles,1,id.title/ti,Bril van Marnix Gijsen,titles proper,Dutch (language)
1f5bc828-1571-526d-8f90-d50114b812c8,tg:lhob:94,Titles,1,id.title/ti,Slijper van Roger Avermaete,titles proper,Dutch (language)
a008a896-b7c3-5d2f-ad98-597ad3ab33b1,tg:lhob:436,Titles,1,id.title/ti,Penning gemeenteraadslid Stad Antwerpen,titles proper,Dutch (language)
686aaaeb-90ba-5ddb-88fe-f13ac964755c,tg:lhob:573,Titles,1,id.title/ti,"Portretpenning Jan Van Rijswijck, 1896",titles proper,Dutch (language)
93cb61b6-7711-5dfe-a061-569ac06464be,tg:lhob:123,Titles,1,id.title/ti,Inktpot van Frans van Cuyck,titles proper,Dutch (language)
777e9212-d7a9-5501-8978-fd54e7f26c95,tg:lhob:420,Titles,1,id.title/ti,Hanger Liberale Vlaamsche Bond,titles proper,Dutch (language)
f7fdd293-2b63-5659-9617-b18d7a1be459,tg:lhob:135,Titles,1,id.title/ti,Pennen van Basiel de Craene,titles proper,Dutch (language)
68aaa2d9-b5a9-50dc-9ff2-d710265f6eeb,tg:lhob:565,Titles,1,id.title/ti,Medaille 'EX UNITATE VIRES',titles proper,Dutch (language)
52ee1d6d-2804-50d3-bfd3-61042162ed3c,tg:lhob:709,Titles,1,id.title/ti,Menu in porselein met originele tekening door Felix Timmermans,titles proper,Dutch (language)
bbd8ed56-93f4-5c59-bf7e-d07fd96d4ae1,tg:lhob:359,Titles,1,id.title/ti,Bril,titles proper,Dutch (language)
c7135e38-584c-5a54-8836-5433378b28ad,tg:lhob:532,Titles,1,id.title/ti,"Gedenkpenning Oprichting praalgraf Hendrik Conscience, 1886",titles proper,Dutch (language)
44b9fca4-68bc-5fd6-b341-40e28a6224fd,tg:lhob:498,Titles,1,id.title/ti,Dirigeerstok van Edward Keurvels,titles proper,Dutch (language)
952bcc33-f731-577a-a040-d6d6e8c30fc0,tg:lhob:162,Titles,1,id.title/ti,Pennenschaal van Frans van Cuyck,titles proper,Dutch (language)
