ResourceID,brocade.id,card,order,source_field,source_code,Material
bd7ce636-cc81-583e-a78c-3b8f0752a379,tg:lhob:683,Materials,1,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,dem,enamel (fused coating)
bd7ce636-cc81-583e-a78c-3b8f0752a379,tg:lhob:683,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,dme,metal
ab42045f-6e40-5c85-9079-435c3680d52a,tg:lhob:115,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,daa,ceramic (material)
cd2daffa-e245-5210-a2df-5e8d206c2148,tg:lhob:545,Materials,1,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,dem,enamel (fused coating)
cd2daffa-e245-5210-a2df-5e8d206c2148,tg:lhob:545,Materials,2,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,dtx,textile materials
cd2daffa-e245-5210-a2df-5e8d206c2148,tg:lhob:545,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,dme,metal
10478800-d203-5ea2-95a8-f28860cc5b30,tg:lhob:142,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,dho,wood (plant material)
bf1d3d08-8f80-5f85-9d9d-d2958cbd6e67,tg:lhob:292,Materials,1,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,dku,plastic (material)
bf1d3d08-8f80-5f85-9d9d-d2958cbd6e67,tg:lhob:292,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,dho,wood (plant material)
5ebb0f3c-cace-5b57-9dc3-cf73efb31735,tg:lhob:338,Materials,1,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,dgs,glass (material)
5ebb0f3c-cace-5b57-9dc3-cf73efb31735,tg:lhob:338,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,dku,plastic (material)
8e3b6e00-2a8c-5128-8fb0-f42e519e1290,tg:lhob:441,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,dme,metal
06ef615d-2dcf-5abe-90d8-5149d5f7d4b5,tg:lhob:695,Materials,1,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,dme,metal
06ef615d-2dcf-5abe-90d8-5149d5f7d4b5,tg:lhob:695,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,dho,wood (plant material)
2c34ea20-351b-5681-8156-6799501d4711,tg:lhob:380,Materials,1,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,dgs,glass (material)
2c34ea20-351b-5681-8156-6799501d4711,tg:lhob:380,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,dme,metal
b5714f50-9ce1-55a7-a857-8d0d261f8701,tg:lhob:553,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,dme,metal
0e3c664a-3014-5589-93a4-614dc7ed5327,tg:lhob:103,Materials,1,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,dme,metal
0e3c664a-3014-5589-93a4-614dc7ed5327,tg:lhob:103,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,dbe,bone (material)
5cf6fb19-8a38-5706-90ee-85f1a946e015,tg:lhob:416,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,dbr,bronze (metal)
ab69a3bf-86ff-5650-895c-5337902b75cd,tg:lhob:601,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,dbr,bronze (metal)
8d2ffbfc-9e25-5c51-be3e-38a01561baf4,tg:lhob:314,Materials,1,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,dgs,glass (material)
8d2ffbfc-9e25-5c51-be3e-38a01561baf4,tg:lhob:314,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,dyz,iron (metal)
d8ec86e7-3dd1-58b6-8ef5-0cda6f2106d8,tg:lhob:528,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,dcu,copper (metal)
f9af0ba4-1e21-5c18-8ff9-f3f147c5be4f,tg:lhob:482,Materials,1,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,dme,metal
f9af0ba4-1e21-5c18-8ff9-f3f147c5be4f,tg:lhob:482,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,dho,wood (plant material)
44e552c6-c31f-5bd1-99c9-0b205cec829e,tg:lhob:656,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,dme,metal
aace5079-d656-5063-aa96-7b87fd00e060,tg:lhob:713,Materials,1,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,dpp,paper (fiber product)
aace5079-d656-5063-aa96-7b87fd00e060,tg:lhob:713,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,dgs,glass (material)
76a01cb8-b151-59c3-b593-b02b67de188f,tg:lhob:343,Materials,1,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,dgs,glass (material)
76a01cb8-b151-59c3-b593-b02b67de188f,tg:lhob:343,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,dme,metal
ea048364-6101-5492-bef4-6573a816a250,tg:lhob:590,Materials,1,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,dtx,textile materials
ea048364-6101-5492-bef4-6573a816a250,tg:lhob:590,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,dbr,bronze (metal)
a319e252-eb18-5a27-80bb-fa2132d48bf9,tg:lhob:98,Materials,1,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,dme,metal
a319e252-eb18-5a27-80bb-fa2132d48bf9,tg:lhob:98,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,dku,plastic (material)
89346987-6164-5d91-94a1-ab22af09b8e9,tg:lhob:77,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,dho,wood (plant material)
4556877c-3dec-5bf7-a0ca-35af1a796385,tg:lhob:210,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,dho,wood (plant material)
0f54d3fa-a71c-5e14-ba61-7ea676a233b3,tg:lhob:640,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,dme,metal
11aadd1a-1b7b-5af0-bd5c-a6e1fd3880ce,tg:lhob:355,Materials,1,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,dgs,glass (material)
11aadd1a-1b7b-5af0-bd5c-a6e1fd3880ce,tg:lhob:355,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,dgo,gold (metal)
ec713338-1901-5c95-a827-fe2fdffe9b37,tg:lhob:705,Materials,1,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,dho,wood (plant material)
ec713338-1901-5c95-a827-fe2fdffe9b37,tg:lhob:705,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,dgs,glass (material)
675fe7d4-2f9c-544a-8e6a-0b763f40e77b,tg:lhob:586,Materials,1,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,dem,enamel (fused coating)
675fe7d4-2f9c-544a-8e6a-0b763f40e77b,tg:lhob:586,Materials,2,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,dtx,textile materials
675fe7d4-2f9c-544a-8e6a-0b763f40e77b,tg:lhob:586,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,dme,metal
978c5a2b-bb23-5f2c-b10f-d690ec1d52ce,tg:lhob:569,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,dme,metal
ea53cb96-164a-5f60-9d88-a1fab88260d0,tg:lhob:139,Materials,1,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,dme,metal
ea53cb96-164a-5f60-9d88-a1fab88260d0,tg:lhob:139,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,dho,wood (plant material)
c2b8a3e8-a46f-5bf6-96e7-c8d288dabfe0,tg:lhob:617,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,dme,metal
56f69663-9f7c-52d9-9357-879ddc002097,tg:lhob:302,Materials,1,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,dme,metal
56f69663-9f7c-52d9-9357-879ddc002097,tg:lhob:302,Materials,2,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,dgs,glass (material)
56f69663-9f7c-52d9-9357-879ddc002097,tg:lhob:302,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,dme,metal
38df51fb-9845-55ec-8d64-a9bae16384eb,tg:lhob:549,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,dme,metal
bdf60c03-0152-5b5a-ab82-b62df1f7898b,tg:lhob:725,Materials,1,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,dgs,glass (material)
bdf60c03-0152-5b5a-ab82-b62df1f7898b,tg:lhob:725,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,dho,wood (plant material)
aa7620ed-b248-5012-801d-44af139e0277,tg:lhob:230,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,dho,wood (plant material)
6568f72d-9329-5ca8-affd-da8775f9b2ca,tg:lhob:660,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,dme,metal
40b73b50-6a75-5243-a771-c34a962e6579,tg:lhob:322,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,dzl,silver (metal)
7d7fefa8-3307-51de-a7ac-da11e4248928,tg:lhob:637,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,dbr,bronze (metal)
8e45a706-94d5-5419-8a44-336e5610b60e,tg:lhob:267,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,dme,metal
049e8351-8b2c-5cca-903f-ea20425ad2aa,tg:lhob:508,Materials,1,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,dme,metal
049e8351-8b2c-5cca-903f-ea20425ad2aa,tg:lhob:508,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,dho,wood (plant material)
42f6290b-a696-5dc3-a692-36b9e0e67b51,tg:lhob:158,Materials,1,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,dme,metal
42f6290b-a696-5dc3-a692-36b9e0e67b51,tg:lhob:158,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,dho,wood (plant material)
5369b966-631a-5143-9518-ea27c85249e3,tg:lhob:334,Materials,1,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,dgs,glass (material)
5369b966-631a-5143-9518-ea27c85249e3,tg:lhob:334,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,dku,plastic (material)
312da8d8-7042-5b8d-bd81-fb3b0bb92fca,tg:lhob:621,Materials,1,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,dtx,textile materials
312da8d8-7042-5b8d-bd81-fb3b0bb92fca,tg:lhob:621,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,dme,metal
a59ae65d-b818-5d0e-9f9c-b7ec0aac2bd4,tg:lhob:699,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,daa,ceramic (material)
06921aaa-1516-5f27-a96a-bf985f5e3171,tg:lhob:363,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,dcu,copper (metal)
06921aaa-1516-5f27-a96a-bf985f5e3171,tg:lhob:363,Materials,1,kenmerken/lhmateriaalob.lhmateriaalextraob,vleg,alloy
2eae7de6-e530-56a3-acf9-d6e9b56384d3,tg:lhob:676,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,dme,metal
1e5a2451-acba-564b-95bc-c7b12f049888,tg:lhob:226,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,daa,ceramic (material)
38b2d592-a7a1-5130-9e10-1b2c7a4af8ad,tg:lhob:174,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,dcu,copper (metal)
38b2d592-a7a1-5130-9e10-1b2c7a4af8ad,tg:lhob:174,Materials,1,kenmerken/lhmateriaalob.lhmateriaalextraob,vleg,alloy
f23cbd96-2b7d-5902-8a8e-1491530ffb68,tg:lhob:524,Materials,1,kenmerken/lhmateriaalob.lhmateriaalsoortob,dbr,bronze (metal)
3e19ea84-4ecb-5977-9421-9ffa7cf127b1,tg:lhob:318,Materials,1,kenmerken/lhmateriaalaanvob.lhmateriaalsoortob,dgs,glass (material)
