ResourceID,brocade.id,card,order,ire.isaar.uuid,ire.isaar.id,Production Actor Role,Production Actor Widget,Production Actor Identifier
8e3b6e00-2a8c-5128-8fb0-f42e519e1290,tg:lhob:441,ProductionActors,1,85e4561c-229b-59d5-b1a5-28f07f7d70a3,au::107863,makers,"dlod={""name"":""Etablissement Fibru-Fisch"",""ark"":""ark:/83110/x0/85e4561c-229b-59d5-b1a5-28f07f7d70a3"",""uri"":""/agents/corporate_entities/21582"",""id"":""au::107863"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/85e4561c-229b-59d5-b1a5-28f07f7d70a3
5cf6fb19-8a38-5706-90ee-85f1a946e015,tg:lhob:416,ProductionActors,1,77f06544-2bcb-5f05-b567-b13f47b08d2c,au::15700,designers,"dlod={""name"":""Philo van Riel"",""ark"":""ark:/83110/x0/77f06544-2bcb-5f05-b567-b13f47b08d2c"",""uri"":""/agents/people/57126"",""id"":""au::15700"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/77f06544-2bcb-5f05-b567-b13f47b08d2c
5cf6fb19-8a38-5706-90ee-85f1a946e015,tg:lhob:416,ProductionActors,2,bd3097bc-cdf7-5cc7-b064-9f53bf6139ab,au::112020,makers,"dlod={""name"":""J. Fonson"",""ark"":""ark:/83110/x0/bd3097bc-cdf7-5cc7-b064-9f53bf6139ab"",""uri"":""/agents/people/70061"",""id"":""au::112020"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/bd3097bc-cdf7-5cc7-b064-9f53bf6139ab
ab69a3bf-86ff-5650-895c-5337902b75cd,tg:lhob:601,ProductionActors,3,54f5ea24-3581-5ca8-8b46-ef06cfab4c4c,au::12400,designers,"dlod={""name"":""Marcel Mazy"",""ark"":""ark:/83110/x0/54f5ea24-3581-5ca8-8b46-ef06cfab4c4c"",""uri"":""/agents/people/72072"",""id"":""au::12400"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/54f5ea24-3581-5ca8-8b46-ef06cfab4c4c
049e8351-8b2c-5cca-903f-ea20425ad2aa,tg:lhob:508,ProductionActors,1,9df7caac-2ec5-579b-bac0-ab9d9061402c,au::5708,artists (visual artists),"dlod={""name"":""Frans Dille"",""ark"":""ark:/83110/x0/9df7caac-2ec5-579b-bac0-ab9d9061402c"",""uri"":""/agents/people/70835"",""id"":""au::5708"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/9df7caac-2ec5-579b-bac0-ab9d9061402c
c7135e38-584c-5a54-8836-5433378b28ad,tg:lhob:532,ProductionActors,3,f99c977c-df97-5fa8-aaf9-47756abb9390,au::112021,designers,"dlod={""name"":""Michel Vermeiren"",""ark"":""ark:/83110/x0/a395bdea-7fc9-5add-b0b6-a41323769664"",""uri"":""/agents/people/80875"",""id"":""au::112021"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/a395bdea-7fc9-5add-b0b6-a41323769664
039e2f17-f200-5204-b703-688251042d88,tg:lhob:437,ProductionActors,1,864776bf-f7a4-5d63-a300-b8c7a7bcc24a,au::2330,designers,"dlod={""name"":""Armand Bonnetain"",""ark"":""ark:/83110/x0/864776bf-f7a4-5d63-a300-b8c7a7bcc24a"",""uri"":""/agents/people/85919"",""id"":""au::2330"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/864776bf-f7a4-5d63-a300-b8c7a7bcc24a
039e2f17-f200-5204-b703-688251042d88,tg:lhob:437,ProductionActors,2,bd3097bc-cdf7-5cc7-b064-9f53bf6139ab,au::112020,makers,"dlod={""name"":""J. Fonson"",""ark"":""ark:/83110/x0/bd3097bc-cdf7-5cc7-b064-9f53bf6139ab"",""uri"":""/agents/people/70061"",""id"":""au::112020"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/bd3097bc-cdf7-5cc7-b064-9f53bf6139ab
d7bb3ac7-a800-5e75-966b-4303219d8fca,tg:lhob:591,ProductionActors,3,e3e2c546-0f44-5681-b9e8-12a5c5f6edfc,au::6036,designers,"dlod={""name"":""Josuë Dupon"",""ark"":""ark:/83110/x0/e3e2c546-0f44-5681-b9e8-12a5c5f6edfc"",""uri"":""/agents/people/93237"",""id"":""au::6036"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e3e2c546-0f44-5681-b9e8-12a5c5f6edfc
04771dcb-2029-567a-a786-c76208457897,tg:lhob:529,ProductionActors,3,ddff899d-74a9-5317-b2b3-21c260366d86,au::14923,designers,"dlod={""name"":""Emile Poetou"",""ark"":""ark:/83110/x0/ddff899d-74a9-5317-b2b3-21c260366d86"",""uri"":""/agents/people/65191"",""id"":""au::14923"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ddff899d-74a9-5317-b2b3-21c260366d86
1e9e6b2f-bdd6-54d1-a999-290c165c9fa0,tg:lhob:483,ProductionActors,1,f06d6b61-e598-5b5f-9759-06361480c229,au::19161,makers,"dlod={""name"":""Wannes van de Velde"",""ark"":""ark:/83110/x0/f06d6b61-e598-5b5f-9759-06361480c229"",""uri"":""/agents/people/64217"",""id"":""au::19161"",""nameWithContext"":[""Wim van de Velde"",""WIMM""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/f06d6b61-e598-5b5f-9759-06361480c229
0f9ab033-daa7-5a85-9e4f-5810c8c3756c,tg:lhob:513,ProductionActors,1,9df7caac-2ec5-579b-bac0-ab9d9061402c,au::5708,artists (visual artists),"dlod={""name"":""Frans Dille"",""ark"":""ark:/83110/x0/9df7caac-2ec5-579b-bac0-ab9d9061402c"",""uri"":""/agents/people/70835"",""id"":""au::5708"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/9df7caac-2ec5-579b-bac0-ab9d9061402c
ed83c965-ea6c-58b1-9d5e-1d959f8fd3e9,tg:lhob:518,ProductionActors,2,85e4561c-229b-59d5-b1a5-28f07f7d70a3,au::107863,makers,"dlod={""name"":""Etablissement Fibru-Fisch"",""ark"":""ark:/83110/x0/85e4561c-229b-59d5-b1a5-28f07f7d70a3"",""uri"":""/agents/corporate_entities/21582"",""id"":""au::107863"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/85e4561c-229b-59d5-b1a5-28f07f7d70a3
50993c04-09db-5aab-91fe-138756c6a126,tg:lhob:631,ProductionActors,3,a58239a2-b9fb-5b4f-aeb7-0677af892a92,au::9735,designers,"dlod={""name"":""Frans Jochems"",""ark"":""ark:/83110/x0/a58239a2-b9fb-5b4f-aeb7-0677af892a92"",""uri"":""/agents/people/69501"",""id"":""au::9735"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/a58239a2-b9fb-5b4f-aeb7-0677af892a92
4fd104bd-fdfd-5eac-8bc5-535766f77bbd,tg:lhob:559,ProductionActors,1,e3e2c546-0f44-5681-b9e8-12a5c5f6edfc,au::6036,artists (visual artists),"dlod={""name"":""Josuë Dupon"",""ark"":""ark:/83110/x0/e3e2c546-0f44-5681-b9e8-12a5c5f6edfc"",""uri"":""/agents/people/93237"",""id"":""au::6036"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/e3e2c546-0f44-5681-b9e8-12a5c5f6edfc
7a584d1a-15de-58ba-b538-3c56522415a6,tg:lhob:430,ProductionActors,1,a395bdea-7fc9-5add-b0b6-a41323769664,au::112021,makers,"dlod={""name"":""Michel Vermeiren"",""ark"":""ark:/83110/x0/a395bdea-7fc9-5add-b0b6-a41323769664"",""uri"":""/agents/people/80875"",""id"":""au::112021"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/a395bdea-7fc9-5add-b0b6-a41323769664
5a00dc31-4cfc-50a5-aee3-1881eb72138d,tg:lhob:426,ProductionActors,1,7aebbcf4-9e91-5bdd-82da-9e52487c92dd,au::112019,makers,"dlod={""name"":""F. Baetes"",""ark"":""ark:/83110/x0/7aebbcf4-9e91-5bdd-82da-9e52487c92dd"",""uri"":""/agents/people/94082"",""id"":""au::112019"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/7aebbcf4-9e91-5bdd-82da-9e52487c92dd
6bebcd9a-a2ef-5ba1-b466-c0d1a046a5c1,tg:lhob:534,ProductionActors,2,892ea460-2931-586b-b3fb-76436ea5d49a,au::49754,designers,"dlod={""name"":""Eugène J. de Bremaecker"",""ark"":""ark:/83110/x0/6770e58a-9319-5da2-a14a-0f7b16a619b0"",""uri"":""/agents/people/65874"",""id"":""au::49754"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/6770e58a-9319-5da2-a14a-0f7b16a619b0
261373ab-9582-5215-8c8f-5ddc774996bc,tg:lhob:514,ProductionActors,1,9df7caac-2ec5-579b-bac0-ab9d9061402c,au::5708,artists (visual artists),"dlod={""name"":""Frans Dille"",""ark"":""ark:/83110/x0/9df7caac-2ec5-579b-bac0-ab9d9061402c"",""uri"":""/agents/people/70835"",""id"":""au::5708"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/9df7caac-2ec5-579b-bac0-ab9d9061402c
