ResourceID,brocade.id,card,order,ire.isaar.uuid,Visual ISAAR Brocade ID,Visual Actor Role,Visual Actor Widget,Visual Actor Identifier
f054665f-e89b-5527-b4be-e1d47a4263cb,tg:lhph:30552,VisualContent,1,083b6d4c-771f-5a84-b2f7-7c6f21eae122,au::901,photographers,"dlod={""id"":""ark:/83110/x0/083b6d4c-771f-5a84-b2f7-7c6f21eae122"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/083b6d4c-771f-5a84-b2f7-7c6f21eae122
87f8effb-7485-5d82-846f-99bff333cfc0,tg:lhph:37297,VisualContent,1,083b6d4c-771f-5a84-b2f7-7c6f21eae122,au::901,photographers,"dlod={""id"":""ark:/83110/x0/083b6d4c-771f-5a84-b2f7-7c6f21eae122"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/083b6d4c-771f-5a84-b2f7-7c6f21eae122
bfc0ee81-10b3-54bd-8ca4-61147179c437,tg:lhph:29289,VisualContent,1,2c5b5f93-1a26-53ec-843c-3802db39c9ea,au::18070,photographers,"dlod={""id"":""ark:/83110/x0/2c5b5f93-1a26-53ec-843c-3802db39c9ea"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/2c5b5f93-1a26-53ec-843c-3802db39c9ea
c9f0c3b6-c6d2-523c-ad8e-eed3a791e11a,tg:lhph:45452,VisualContent,1,3875920c-ad7e-5f77-adf6-09e76c430d2c,au::47870,photographers,"dlod={""id"":""ark:/83110/x0/3875920c-ad7e-5f77-adf6-09e76c430d2c"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/3875920c-ad7e-5f77-adf6-09e76c430d2c
525cb592-4469-5472-a28b-915d0df4c87b,tg:lhph:729,VisualContent,1,8f93b0f1-1b5f-5f9b-ae58-cfdf339d5f7d,au::4415,photographers,"dlod={""id"":""ark:/83110/x0/8f93b0f1-1b5f-5f9b-ae58-cfdf339d5f7d"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/8f93b0f1-1b5f-5f9b-ae58-cfdf339d5f7d
e8d3e385-f479-5b92-bf4a-b97898fa3ff1,tg:lhph:38498,VisualContent,1,6378de90-77ca-5998-a01a-94f836bedd38,au::54557,photographers,"dlod={""id"":""ark:/83110/x0/6378de90-77ca-5998-a01a-94f836bedd38"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/6378de90-77ca-5998-a01a-94f836bedd38
97d26865-82f1-5053-8403-0e505e73c673,tg:lhph:41942,VisualContent,1,a2646373-678d-5994-9b75-a0b4ba2024ef,au::36,photographers,"dlod={""id"":""ark:/83110/x0/a2646373-678d-5994-9b75-a0b4ba2024ef"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/a2646373-678d-5994-9b75-a0b4ba2024ef
8978b3d2-be52-55ac-ac4c-9d80011fefc1,tg:lhph:21343,VisualContent,1,80622dfc-ea76-5749-9192-34a1088d0f16,au::46735,photographers,"dlod={""id"":""ark:/83110/x0/80622dfc-ea76-5749-9192-34a1088d0f16"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/80622dfc-ea76-5749-9192-34a1088d0f16
fb79167a-c5de-5918-9e71-25755e3a8b08,tg:lhph:53586,VisualContent,1,247e719e-494a-57ff-9807-6ae2f352503b,au::17799,photographers,"dlod={""id"":""ark:/83110/x0/247e719e-494a-57ff-9807-6ae2f352503b"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/247e719e-494a-57ff-9807-6ae2f352503b
14284bdf-7a32-570d-83ad-818e882df6e8,tg:lhph:34842,VisualContent,1,083b6d4c-771f-5a84-b2f7-7c6f21eae122,au::901,photographers,"dlod={""id"":""ark:/83110/x0/083b6d4c-771f-5a84-b2f7-7c6f21eae122"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/083b6d4c-771f-5a84-b2f7-7c6f21eae122
c42f4b17-eed4-5b74-bd6b-1059a9a41d7a,tg:lhph:28861,VisualContent,1,70bc5b6b-b2fc-50c5-a945-2182d98c35d6,au::8224,photographers,"dlod={""id"":""ark:/83110/x0/70bc5b6b-b2fc-50c5-a945-2182d98c35d6"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/70bc5b6b-b2fc-50c5-a945-2182d98c35d6
b692481a-9b2a-5ad9-9060-eea7c0a4fccd,tg:lhph:32095,VisualContent,1,1d836616-856f-57e5-b2ff-dfbc8316d578,au::46950,photographers,"dlod={""id"":""ark:/83110/x0/1d836616-856f-57e5-b2ff-dfbc8316d578"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/1d836616-856f-57e5-b2ff-dfbc8316d578
b14cf90b-19a9-5639-a891-8d9f62d7308b,tg:lhph:6489,VisualContent,1,281d2417-40e8-5a23-9f86-5c09854d2ca9,au::29859,photographers,"dlod={""id"":""ark:/83110/x0/281d2417-40e8-5a23-9f86-5c09854d2ca9"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/281d2417-40e8-5a23-9f86-5c09854d2ca9
572bd27f-1ce0-5037-9ba3-77b0cebd2b9f,tg:lhph:3371,VisualContent,1,faf7a570-95ef-5c22-9c2e-5d7ecac413b5,au::51209,photographers,"dlod={""id"":""ark:/83110/x0/faf7a570-95ef-5c22-9c2e-5d7ecac413b5"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/faf7a570-95ef-5c22-9c2e-5d7ecac413b5
b7f71443-04d8-5bbd-9c77-4ef829d3128f,tg:lhph:45002,VisualContent,1,dbc15e12-4803-51c1-837b-50e86cafc3da,au::57465,photographers,"dlod={""id"":""ark:/83110/x0/dbc15e12-4803-51c1-837b-50e86cafc3da"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/dbc15e12-4803-51c1-837b-50e86cafc3da
e6c63e10-2388-5053-a7dc-848c16b55172,tg:lhph:13662,VisualContent,1,d0fc3f33-c5b8-5b36-bed6-a991f83e94d9,au::51042,photographers,"dlod={""id"":""ark:/83110/x0/d0fc3f33-c5b8-5b36-bed6-a991f83e94d9"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/d0fc3f33-c5b8-5b36-bed6-a991f83e94d9
8f25fc0d-ef47-52bb-9d31-166d022a83b1,tg:lhph:24511,VisualContent,1,1d836616-856f-57e5-b2ff-dfbc8316d578,au::46950,photographers,"dlod={""id"":""ark:/83110/x0/1d836616-856f-57e5-b2ff-dfbc8316d578"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/1d836616-856f-57e5-b2ff-dfbc8316d578
35175593-a3c4-5c05-b4c0-125ad2500487,tg:lhph:18887,VisualContent,1,a9ddc339-1c93-5d90-90a7-41c92e170f3a,au::47956,photographers,"dlod={""id"":""ark:/83110/x0/a9ddc339-1c93-5d90-90a7-41c92e170f3a"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/a9ddc339-1c93-5d90-90a7-41c92e170f3a
199277b1-fc7f-5ec0-91ee-468088c5bd63,tg:lhph:36486,VisualContent,1,083b6d4c-771f-5a84-b2f7-7c6f21eae122,au::901,photographers,"dlod={""id"":""ark:/83110/x0/083b6d4c-771f-5a84-b2f7-7c6f21eae122"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/083b6d4c-771f-5a84-b2f7-7c6f21eae122
dd6ae150-d001-5b01-9d46-1eb38ee1feb5,tg:lhph:2130,VisualContent,1,df97e68a-e726-5edf-ad54-6d9c5249cf09,au::50120,photographers,"dlod={""id"":""ark:/83110/x0/df97e68a-e726-5edf-ad54-6d9c5249cf09"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/df97e68a-e726-5edf-ad54-6d9c5249cf09
e2f86e48-3d0a-5046-993c-75a7f93d7ca7,tg:lhph:28498,VisualContent,1,1d836616-856f-57e5-b2ff-dfbc8316d578,au::46950,photographers,"dlod={""id"":""ark:/83110/x0/1d836616-856f-57e5-b2ff-dfbc8316d578"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/1d836616-856f-57e5-b2ff-dfbc8316d578
ede65729-3df0-5929-8d4d-3db8749cd983,tg:lhph:25750,VisualContent,1,90db80b7-727b-5c25-92f5-27e4cb3085d0,au::52385,photographers,"dlod={""id"":""ark:/83110/x0/90db80b7-727b-5c25-92f5-27e4cb3085d0"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/90db80b7-727b-5c25-92f5-27e4cb3085d0
982c5a1d-4245-5bbd-a9a2-42789c4e82b4,tg:lhph:38861,VisualContent,1,083b6d4c-771f-5a84-b2f7-7c6f21eae122,au::901,photographers,"dlod={""id"":""ark:/83110/x0/083b6d4c-771f-5a84-b2f7-7c6f21eae122"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/083b6d4c-771f-5a84-b2f7-7c6f21eae122
9d750fc3-d4c4-5822-b261-0e9b57befd17,tg:lhph:41041,VisualContent,1,30f37147-b9b1-593a-94ac-a6372ac4c037,au::20562,photographers,"dlod={""id"":""ark:/83110/x0/30f37147-b9b1-593a-94ac-a6372ac4c037"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/30f37147-b9b1-593a-94ac-a6372ac4c037
8ca2013d-d6b2-5ced-a5bb-cb0256e722b1,tg:lhph:39289,VisualContent,1,083b6d4c-771f-5a84-b2f7-7c6f21eae122,au::901,photographers,"dlod={""id"":""ark:/83110/x0/083b6d4c-771f-5a84-b2f7-7c6f21eae122"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/083b6d4c-771f-5a84-b2f7-7c6f21eae122
f3d93139-34b5-5052-b813-0d316c55c2aa,tg:lhph:16933,VisualContent,1,440c1752-6831-56e0-8958-a6c67adb2ff0,au::46849,photographers,"dlod={""id"":""ark:/83110/x0/440c1752-6831-56e0-8958-a6c67adb2ff0"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/440c1752-6831-56e0-8958-a6c67adb2ff0
09e646b3-13c3-554e-9ee9-3b6575cdb877,tg:lhph:52397,VisualContent,1,247e719e-494a-57ff-9807-6ae2f352503b,au::17799,photographers,"dlod={""id"":""ark:/83110/x0/247e719e-494a-57ff-9807-6ae2f352503b"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/247e719e-494a-57ff-9807-6ae2f352503b
fcfeb626-f3da-5939-b09e-88aa1110811d,tg:lhph:28162,VisualContent,1,a3cc2a72-6c3e-52b8-bb67-a77b9a5a78f0,au::7327,photographers,"dlod={""id"":""ark:/83110/x0/a3cc2a72-6c3e-52b8-bb67-a77b9a5a78f0"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/a3cc2a72-6c3e-52b8-bb67-a77b9a5a78f0
a7c6a91a-1d11-5552-a190-eb17d7d57e55,tg:lhph:33684,VisualContent,1,b385ef2e-91ae-50dd-8e61-e97d2614fd24,au::1423,photographers,"dlod={""id"":""ark:/83110/x0/b385ef2e-91ae-50dd-8e61-e97d2614fd24"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/b385ef2e-91ae-50dd-8e61-e97d2614fd24
ffe4eee3-3d6e-5685-932e-5813da029e26,tg:lhph:7332,VisualContent,1,b3d67c08-74b3-5b10-a253-3e77092cd7fe,au::20350,photographers,"dlod={""id"":""ark:/83110/x0/b3d67c08-74b3-5b10-a253-3e77092cd7fe"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/b3d67c08-74b3-5b10-a253-3e77092cd7fe
cd663574-8f69-57b9-95ee-1da7ae727d93,tg:lhph:34141,VisualContent,1,4ed8dea4-c390-557c-a50f-65b9c682e4bc,au::53700,photographers,"dlod={""id"":""ark:/83110/x0/4ed8dea4-c390-557c-a50f-65b9c682e4bc"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/4ed8dea4-c390-557c-a50f-65b9c682e4bc
58aa95b1-4d5e-527e-ab37-06c3b45e4651,tg:lhph:30801,VisualContent,1,b3241ad0-fd50-5e17-9a94-6a182fa4a811,au::48328,photographers,"dlod={""id"":""ark:/83110/x0/b3241ad0-fd50-5e17-9a94-6a182fa4a811"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/b3241ad0-fd50-5e17-9a94-6a182fa4a811
92e5e3e3-5425-5684-a19a-d57135de6a1c,tg:lhph:2560,VisualContent,1,84fd5962-f264-5ff2-b023-8673dbc863e2,au::50860,photographers,"dlod={""id"":""ark:/83110/x0/84fd5962-f264-5ff2-b023-8673dbc863e2"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/84fd5962-f264-5ff2-b023-8673dbc863e2
208b35b9-4ab1-59f5-a5ba-70f1d29341dc,tg:lhph:31713,VisualContent,1,9b6e4d9f-2a85-5e07-b284-cf9f01568f33,au::46150,photographers,"dlod={""id"":""ark:/83110/x0/9b6e4d9f-2a85-5e07-b284-cf9f01568f33"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/9b6e4d9f-2a85-5e07-b284-cf9f01568f33
cd323fc3-3253-58fc-bfca-36b00b7cd7e0,tg:lhph:12073,VisualContent,1,077f1e44-2b26-5969-b05e-4fc466570999,au::52643,photographers,"dlod={""id"":""ark:/83110/x0/077f1e44-2b26-5969-b05e-4fc466570999"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/077f1e44-2b26-5969-b05e-4fc466570999
8b2325bb-756c-55e0-8351-2c2815024bb8,tg:lhph:25300,VisualContent,1,02e5a824-feca-59f5-8f4f-1139446a5b51,au::52852,photographers,"dlod={""id"":""ark:/83110/x0/02e5a824-feca-59f5-8f4f-1139446a5b51"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/02e5a824-feca-59f5-8f4f-1139446a5b51
1f837051-5067-5b6a-bb0b-e4996e6746c5,tg:lhph:45901,VisualContent,1,cf5cb783-43da-52cf-8cb0-83ad65f4deef,au::57697,photographers,"dlod={""id"":""ark:/83110/x0/cf5cb783-43da-52cf-8cb0-83ad65f4deef"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/cf5cb783-43da-52cf-8cb0-83ad65f4deef
9e769312-3a30-51df-bae0-8d9ef087cfd4,tg:lhph:17271,VisualContent,1,64521e06-2e2d-5711-a4d8-26e69126032e,au::47878,photographers,"dlod={""id"":""ark:/83110/x0/64521e06-2e2d-5711-a4d8-26e69126032e"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/64521e06-2e2d-5711-a4d8-26e69126032e
b4cfb4e3-aa46-59a2-9495-82a2578d688e,tg:lhph:8497,VisualContent,1,d0008866-6fe3-53a0-b822-9d9646615c48,au::46966,photographers,"dlod={""id"":""ark:/83110/x0/d0008866-6fe3-53a0-b822-9d9646615c48"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/d0008866-6fe3-53a0-b822-9d9646615c48
8d42ea0f-eb50-50e0-b5bc-4d57f4f061be,tg:lhph:28532,VisualContent,1,2c5b5f93-1a26-53ec-843c-3802db39c9ea,au::18070,photographers,"dlod={""id"":""ark:/83110/x0/2c5b5f93-1a26-53ec-843c-3802db39c9ea"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/2c5b5f93-1a26-53ec-843c-3802db39c9ea
8534c1ca-2888-563d-a353-f0253f0269d6,tg:lhph:16876,VisualContent,1,23bec98b-6703-528a-8468-297e883a9413,au::14947,photographers,"dlod={""id"":""ark:/83110/x0/23bec98b-6703-528a-8468-297e883a9413"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/23bec98b-6703-528a-8468-297e883a9413
8534c1ca-2888-563d-a353-f0253f0269d6,tg:lhph:16876,VisualContent,2,f7aeb84a-67e9-543a-9a7b-9de4db0c4c53,au::46998,photographers,"dlod={""id"":""ark:/83110/x0/f7aeb84a-67e9-543a-9a7b-9de4db0c4c53"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/f7aeb84a-67e9-543a-9a7b-9de4db0c4c53
62ccb6fb-6a9b-5dac-bc49-abb29d259111,tg:lhph:28027,VisualContent,1,2c5b5f93-1a26-53ec-843c-3802db39c9ea,au::18070,photographers,"dlod={""id"":""ark:/83110/x0/2c5b5f93-1a26-53ec-843c-3802db39c9ea"",""text"":"""",""name"":"""",""nameWithContext"":"""",""orgID"":""digipolis"",""suggestType"":""agent"",""json"":""""}",ark:/83110/x0/2c5b5f93-1a26-53ec-843c-3802db39c9ea
