ResourceID,card,order,source_field,Legacy Information Value,Legacy Information Type,Legacy Information Published
f054665f-e89b-5527-b4be-e1d47a4263cb,LegacyInformation,1,id.objectNumber,BE-ANN07/ph/000029468,referentienummer,False
f054665f-e89b-5527-b4be-e1d47a4263cb,LegacyInformation,1,brocade.id,tg:lhph:30552,brocade id,False
f054665f-e89b-5527-b4be-e1d47a4263cb,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhph:30552/N,brocade url,False
87f8effb-7485-5d82-846f-99bff333cfc0,LegacyInformation,1,id.objectNumber,BE-ANN07/ph/000036079,referentienummer,False
87f8effb-7485-5d82-846f-99bff333cfc0,LegacyInformation,1,brocade.id,tg:lhph:37297,brocade id,False
87f8effb-7485-5d82-846f-99bff333cfc0,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhph:37297/N,brocade url,False
8552fda5-f4c2-5a7e-8227-3626a972e7c1,LegacyInformation,1,id.objectNumber,BE-ANN07/ph/000003468,referentienummer,False
8552fda5-f4c2-5a7e-8227-3626a972e7c1,LegacyInformation,1,brocade.id,tg:lhph:3721,brocade id,False
8552fda5-f4c2-5a7e-8227-3626a972e7c1,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhph:3721/N,brocade url,False
a8cb1dec-0bf6-5695-b15b-645ff687a102,LegacyInformation,1,id.objectNumber,BE-ANN07/ph/000049210,referentienummer,False
a8cb1dec-0bf6-5695-b15b-645ff687a102,LegacyInformation,1,brocade.id,tg:lhph:51041,brocade id,False
a8cb1dec-0bf6-5695-b15b-645ff687a102,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhph:51041/N,brocade url,False
ff50b330-23a5-5a54-be81-c61883a518b0,LegacyInformation,1,if.rawcontent,HIRES\Gilliams-M\mgil33.tif,commentaar gebruiker,False
ff50b330-23a5-5a54-be81-c61883a518b0,LegacyInformation,1,id.objectNumber,BE-ANN07/ph/000002622,referentienummer,False
ff50b330-23a5-5a54-be81-c61883a518b0,LegacyInformation,1,brocade.id,tg:lhph:2833,brocade id,False
ff50b330-23a5-5a54-be81-c61883a518b0,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhph:2833/N,brocade url,False
bfc0ee81-10b3-54bd-8ca4-61147179c437,LegacyInformation,1,id.objectNumber,BE-ANN07/ph/000028215,referentienummer,False
bfc0ee81-10b3-54bd-8ca4-61147179c437,LegacyInformation,1,brocade.id,tg:lhph:29289,brocade id,False
bfc0ee81-10b3-54bd-8ca4-61147179c437,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhph:29289/N,brocade url,False
94fe2532-900e-5ed6-ba1f-becb3618e2da,LegacyInformation,1,id.objectNumber,BE-ANN07/ph/000022652,referentienummer,False
94fe2532-900e-5ed6-ba1f-becb3618e2da,LegacyInformation,1,brocade.id,tg:lhph:23684,brocade id,False
