ResourceID,brocade.id,card,source_field,Dimension Value,Dimension Type,Dimension Measurement Unit
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,Dimensions,kenmerken.mpmformatph,1800,hoogte van voetstuk,millimeter
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,Dimensions,kenmerken.mpmformatph,2460,breedte van voetstuk,millimeter
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,Dimensions,kenmerken.mpmformatph,1820,hoogte van voetstuk,millimeter
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,Dimensions,kenmerken.mpmformatph,2400,breedte van voetstuk,millimeter
43fae41d-2b9c-5b34-b10c-e558dc89ae43,tg:mpmph:12,Dimensions,kenmerken.mpmformatph,1750,hoogte van voetstuk,millimeter
43fae41d-2b9c-5b34-b10c-e558dc89ae43,tg:mpmph:12,Dimensions,kenmerken.mpmformatph,2340,breedte van voetstuk,millimeter
de60bf3e-8106-5377-b9d7-dfd48da0c477,tg:mpmph:13,Dimensions,kenmerken.mpmformatph,1120,hoogte van voetstuk,millimeter
de60bf3e-8106-5377-b9d7-dfd48da0c477,tg:mpmph:13,Dimensions,kenmerken.mpmformatph,1750,breedte van voetstuk,millimeter
177dc347-eab9-5aa9-9bed-bcc55aa5c471,tg:mpmph:14,Dimensions,kenmerken.mpmformatph,1750,hoogte van voetstuk,millimeter
177dc347-eab9-5aa9-9bed-bcc55aa5c471,tg:mpmph:14,Dimensions,kenmerken.mpmformatph,2330,breedte van voetstuk,millimeter
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,Dimensions,kenmerken.mpmformatph,940,hoogte van voetstuk,millimeter
b779d048-874d-5380-96a7-853bb262031e,tg:mpmph:15,Dimensions,kenmerken.mpmformatph,1530,breedte van voetstuk,millimeter
