ResourceID,brocade.id,card,order,ire.isaar.uuid,ISAAR Brocade ID,Entity Relation,Entity Widget,Entity Identifier
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,OriginalBrocade,2,775f40a7-f614-586e-bdf3-1f0f051d712c,au::2561,subjects (content of works),"dlod={""id"":""ark:/83110/x0/775f40a7-f614-586e-bdf3-1f0f051d712c"",""brocadeID"":""au::2561"",""archivesSpaceID"":""/agents/people/85762"",""name"":""Herman F. Bouchery"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/775f40a7-f614-586e-bdf3-1f0f051d712c
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,OriginalBrocade,3,ce83c643-99d7-529b-a64b-4ac724e0ce14,au::13050,subjects (content of works),"dlod={""id"":""ark:/83110/x0/ce83c643-99d7-529b-a64b-4ac724e0ce14"",""brocadeID"":""au::13050"",""archivesSpaceID"":""/agents/people/93744"",""name"":""Adolf Molter"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ce83c643-99d7-529b-a64b-4ac724e0ce14
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,OriginalBrocade,4,19180a17-86f1-50ca-842f-7bcc4add0f26,au::5346,subjects (content of works),"dlod={""id"":""ark:/83110/x0/19180a17-86f1-50ca-842f-7bcc4add0f26"",""brocadeID"":""au::5346"",""archivesSpaceID"":""/agents/people/55242"",""name"":""Jan Denucé"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/19180a17-86f1-50ca-842f-7bcc4add0f26
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,OriginalBrocade,5,1fc62661-e5c9-5cdf-9e5e-71ae0c2a02f1,au::2268,subjects (content of works),"dlod={""id"":""ark:/83110/x0/1fc62661-e5c9-5cdf-9e5e-71ae0c2a02f1"",""brocadeID"":""au::2268"",""archivesSpaceID"":""/agents/people/75531"",""name"":""Emmanuel de Bom"",""nameWithContext"":[""H.P."",""Havelingk"",""Ernest d' Hooghe"",""Jan Baptist Janssens"",""Mane"",""Alfried Mendel"",""P.H."",""Daniel Quilp"",""W. Steenackers"",""Thekel"",""G.J van Stockstraeten"",""Karel van Mander"",""Nand Verdonck"",""Dr. Kwabbes"",""Mac Adam"",""Th. van Hauwaert"",""J. Fr. Liebrechts"",""Alfried Mandel"",""H. Ambeloke"",""Bob Calefoot"",""Cheops"",""Colum-Massa"",""Massa"",""Elinor"",""Louis Frisé"",""Piet Palings"",""L. Fré"",""Hatteras"",""Shandy"",""Tsjitsjikoff"",""Louis Trisé""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/1fc62661-e5c9-5cdf-9e5e-71ae0c2a02f1
68a09ff2-b4bf-5cc1-979b-96655a7771a5,tg:mpmph:16,OriginalBrocade,6,56c4f5b5-a245-5b8b-9f2d-8fda56444c9f,au::16015,keywords,"dlod={""id"":""ark:/83110/x0/56c4f5b5-a245-5b8b-9f2d-8fda56444c9f"",""brocadeID"":""au::16015"",""archivesSpaceID"":""/agents/people/60147"",""name"":""Max Rooses"",""nameWithContext"":[""P. Comestor""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/56c4f5b5-a245-5b8b-9f2d-8fda56444c9f
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,OriginalBrocade,2,19180a17-86f1-50ca-842f-7bcc4add0f26,au::5346,subjects (content of works),"dlod={""id"":""ark:/83110/x0/19180a17-86f1-50ca-842f-7bcc4add0f26"",""brocadeID"":""au::5346"",""archivesSpaceID"":""/agents/people/55242"",""name"":""Jan Denucé"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/19180a17-86f1-50ca-842f-7bcc4add0f26
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,OriginalBrocade,3,ce83c643-99d7-529b-a64b-4ac724e0ce14,au::13050,subjects (content of works),"dlod={""id"":""ark:/83110/x0/ce83c643-99d7-529b-a64b-4ac724e0ce14"",""brocadeID"":""au::13050"",""archivesSpaceID"":""/agents/people/93744"",""name"":""Adolf Molter"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/ce83c643-99d7-529b-a64b-4ac724e0ce14
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,OriginalBrocade,4,1fc62661-e5c9-5cdf-9e5e-71ae0c2a02f1,au::2268,subjects (content of works),"dlod={""id"":""ark:/83110/x0/1fc62661-e5c9-5cdf-9e5e-71ae0c2a02f1"",""brocadeID"":""au::2268"",""archivesSpaceID"":""/agents/people/75531"",""name"":""Emmanuel de Bom"",""nameWithContext"":[""H.P."",""Havelingk"",""Ernest d' Hooghe"",""Jan Baptist Janssens"",""Mane"",""Alfried Mendel"",""P.H."",""Daniel Quilp"",""W. Steenackers"",""Thekel"",""G.J van Stockstraeten"",""Karel van Mander"",""Nand Verdonck"",""Dr. Kwabbes"",""Mac Adam"",""Th. van Hauwaert"",""J. Fr. Liebrechts"",""Alfried Mandel"",""H. Ambeloke"",""Bob Calefoot"",""Cheops"",""Colum-Massa"",""Massa"",""Elinor"",""Louis Frisé"",""Piet Palings"",""L. Fré"",""Hatteras"",""Shandy"",""Tsjitsjikoff"",""Louis Trisé""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/1fc62661-e5c9-5cdf-9e5e-71ae0c2a02f1
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,OriginalBrocade,5,775f40a7-f614-586e-bdf3-1f0f051d712c,au::2561,subjects (content of works),"dlod={""id"":""ark:/83110/x0/775f40a7-f614-586e-bdf3-1f0f051d712c"",""brocadeID"":""au::2561"",""archivesSpaceID"":""/agents/people/85762"",""name"":""Herman F. Bouchery"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/775f40a7-f614-586e-bdf3-1f0f051d712c
839033c8-e69d-5629-948b-144adfab957f,tg:mpmph:11,OriginalBrocade,6,56c4f5b5-a245-5b8b-9f2d-8fda56444c9f,au::16015,keywords,"dlod={""id"":""ark:/83110/x0/56c4f5b5-a245-5b8b-9f2d-8fda56444c9f"",""brocadeID"":""au::16015"",""archivesSpaceID"":""/agents/people/60147"",""name"":""Max Rooses"",""nameWithContext"":[""P. Comestor""],""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""agent""}",ark:/83110/x0/56c4f5b5-a245-5b8b-9f2d-8fda56444c9f
