brocade.id,Legacy Information Code,Legacy Information Value,dataset,card,Legacy Information Type,ResourceID
tg:lhps:13763,d:lh:216569,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/1_/13_/tg_lhps_13673.jpg,lhps,e73_LegacyImages,image high resolution,da12d846-1fee-53be-b381-19129c213b54
tg:lhps:14610,d:lh:204324,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/1_/14_/tg_lhps_14610.jpg,lhps,e73_LegacyImages,image high resolution,1dd466ee-7bc8-5fcc-9211-bae70ad985de
tg:lhps:14636,d:lh:194876,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/1_/14_/tg_lhps_14636.jpg,lhps,e73_LegacyImages,image high resolution,6b08f745-9f57-5230-8ab1-afa984d64baf
tg:lhps:14644,d:lh:209649,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/1_/14_/tg_lhps_14644.jpg,lhps,e73_LegacyImages,image high resolution,1ededa42-9050-5027-b89e-544b41166dff
tg:lhps:14654,d:lh:186879,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/1_/14_/tg_lhps_14654.jpg,lhps,e73_LegacyImages,image high resolution,d9745e14-95fb-5565-8b09-dc82be7266c4
tg:lhps:14907,d:lh:217135,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/1_/14_/14907_ps.jpg_VERWIJDERD,lhps,e73_LegacyImages,image high resolution,ac854d75-8433-5c6f-bf39-7d8cb2843b99
tg:lhps:16316,d:lh:192653,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/1_/16_/tg_lhps_16316.jpg,lhps,e73_LegacyImages,image high resolution,67b17c37-6cef-5429-9d3b-7b41b2e2f06e
tg:lhps:28308,d:lh:198199,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/2_/28_/tg_lhps_28308.tif,lhps,e73_LegacyImages,image high resolution,44a6e666-91b5-5b23-944f-501bb36b6e06
tg:lhps:32988,d:lh:206828,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/3_/32_/tg_lhps_32988.tif,lhps,e73_LegacyImages,image high resolution,5a8e6af1-a905-5812-ac22-eba485aed1b5
tg:lhps:36496,d:lh:221598,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/3_/36_/tg_lhps_36496,lhps,e73_LegacyImages,image high resolution,fa38de60-fce5-5e4c-a37b-873705c0119e
tg:lhps:36621,d:lh:202347,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/3_/36_/tg_lhps_36621,lhps,e73_LegacyImages,image high resolution,128fb022-ff1c-5613-8fea-95d20d488df2
tg:lhps:48006,d:lh:236181,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48006.tif,lhps,e73_LegacyImages,image high resolution,88521773-9edb-5677-abce-8452f7c07e80
tg:lhps:4801,d:lh:205062,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_4801.jpg,lhps,e73_LegacyImages,image high resolution,034f6bae-7c85-55f0-af56-5ce921b1f819
tg:lhps:48016,d:lh:236044,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48016.tif,lhps,e73_LegacyImages,image high resolution,54e46e3f-0b59-54ba-bfff-e300a9fef97b
tg:lhps:48029,d:lh:235973,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48029.tif,lhps,e73_LegacyImages,image high resolution,dc930566-b982-5b18-ab86-fb1861d66dda
tg:lhps:48039,d:lh:236431,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48039.tif,lhps,e73_LegacyImages,image high resolution,b1ef6997-4571-5eb6-ad65-974eca5a69a7
tg:lhps:48042,d:lh:236437,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48042.tif,lhps,e73_LegacyImages,image high resolution,a7ae983b-e00c-5c1e-aedf-dba6f195f4b5
tg:lhps:48052,d:lh:236414,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48052.tif,lhps,e73_LegacyImages,image high resolution,7e0bc5c5-b3dc-5c0d-8081-322da1684fb7
tg:lhps:48064,d:lh:236424,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48064.tif,lhps,e73_LegacyImages,image high resolution,18f2d613-d53b-5ba5-aaba-f79ec68fe44e
tg:lhps:48074,d:lh:236448,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48074.tif,lhps,e73_LegacyImages,image high resolution,987d5c01-8255-5298-b73f-0c4c40cce20b
tg:lhps:4808,d:lh:205065,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_4808.jpg,lhps,e73_LegacyImages,image high resolution,6142b5ea-e136-5e51-86bd-c0f5b1a48edb
tg:lhps:48080,d:lh:236409,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48080.tif,lhps,e73_LegacyImages,image high resolution,29f8538e-72fc-5737-ac9b-5b017db924d4
tg:lhps:48090,d:lh:236281,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48090.tif,lhps,e73_LegacyImages,image high resolution,f8170248-ea21-5574-ada2-73f7509d291a
tg:lhps:4811,d:lh:191625,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_4811.jpg,lhps,e73_LegacyImages,image high resolution,fdc52c00-0a2c-5a12-aafc-9d59f7a510b4
tg:lhps:48123,d:lh:236469,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48123.tif,lhps,e73_LegacyImages,image high resolution,8ad16232-a59a-5fdb-b3b3-3df934a82609
tg:lhps:48133,d:lh:236489,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48133.tif,lhps,e73_LegacyImages,image high resolution,13ac4757-ac20-5b18-83a8-8f1cddf917bb
tg:lhps:48141,d:lh:236549,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48141.tif,lhps,e73_LegacyImages,image high resolution,8ab09b63-9af7-5bba-86c0-ec6082776af2
tg:lhps:48151,d:lh:236457,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48151.tif,lhps,e73_LegacyImages,image high resolution,5347d78f-09c4-5062-8648-c487252be842
tg:lhps:4818,d:lh:191634,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_4818.jpg,lhps,e73_LegacyImages,image high resolution,e3030cdf-1411-52c3-a821-dec716e560a6
tg:lhps:48183,d:lh:236513,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48183.tif,lhps,e73_LegacyImages,image high resolution,dae06464-571b-5e92-b5eb-e025907c0632
tg:lhps:48193,d:lh:236534,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48193.tif,lhps,e73_LegacyImages,image high resolution,46708de8-1c3c-505e-851e-76a1e86a3e4b
tg:lhps:482,d:lh:188524,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_482.jpg,lhps,e73_LegacyImages,image high resolution,5d153211-e84b-57ce-b3b3-c8c4dd9a62e8
tg:lhps:48208,d:lh:236526,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48208.tif,lhps,e73_LegacyImages,image high resolution,fe0da7e2-13cf-51d2-b01a-c3e878570b81
tg:lhps:48218,d:lh:237877,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48218.tif,lhps,e73_LegacyImages,image high resolution,f6f844e2-01fc-54ca-8789-18f5fcb8c17d
tg:lhps:48227,d:lh:236542,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48227.tif,lhps,e73_LegacyImages,image high resolution,d2da1bf9-f42d-5464-9b8f-9aec6cf8e008
tg:lhps:48237,d:lh:237931,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48237.tif,lhps,e73_LegacyImages,image high resolution,8e50916f-87c2-5ff7-8b72-d2d9f41c6598
tg:lhps:48245,d:lh:238029,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48245.tif,lhps,e73_LegacyImages,image high resolution,54d56f3b-b73c-5f22-b02d-02e24a7b9d0a
tg:lhps:48255,d:lh:237961,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48255.tif,lhps,e73_LegacyImages,image high resolution,753ddaa8-a221-52df-bd88-8bb7653ad512
tg:lhps:48302,d:lh:238000,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48302.tif,lhps,e73_LegacyImages,image high resolution,84f2d309-f199-56a5-a84b-416d7ef30c58
tg:lhps:48312,d:lh:237887,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48312.tif,lhps,e73_LegacyImages,image high resolution,396bc458-d1ef-55b3-af7c-1b18ea803159
tg:lhps:48334,d:lh:237940,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48334.tif,lhps,e73_LegacyImages,image high resolution,ad25c4c1-f5c3-544b-95ec-95f07da30a10
tg:lhps:48356,d:lh:240426,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48356.tif,lhps,e73_LegacyImages,image high resolution,d7aed8b9-335d-5059-aeed-ce3bddbc96cc
tg:lhps:48360,d:lh:238050,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48360.tif,lhps,e73_LegacyImages,image high resolution,e1737136-9b8e-5f8e-a6f1-bcbb4dc13a49
tg:lhps:48370,d:lh:237937,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48370.tif,lhps,e73_LegacyImages,image high resolution,6e0ee532-606b-5d78-93ce-93dd6383501e
tg:lhps:48384,d:lh:238035,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48384.tif,lhps,e73_LegacyImages,image high resolution,a062c4f5-1135-5b21-8cad-1a348ec0d24f
tg:lhps:48394,d:lh:238026,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48394.tif,lhps,e73_LegacyImages,image high resolution,c39bd1c3-0b2a-5a96-ab07-179d6c74b374
tg:lhps:48400,d:lh:238040,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48400.tif,lhps,e73_LegacyImages,image high resolution,a27f33b3-e228-51ad-9b4d-ad18da3bfa5d
tg:lhps:48409,d:lh:238041,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48409.tif,lhps,e73_LegacyImages,image high resolution,5c82ac27-b9fe-5150-b696-15c0982acf06
tg:lhps:48410,d:lh:237966,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48410.tif,lhps,e73_LegacyImages,image high resolution,2d0a361a-72f8-52b5-a289-33b3f0425019
tg:lhps:48419,d:lh:238053,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48419.tif,lhps,e73_LegacyImages,image high resolution,82582e0a-46fb-5370-9883-93b7a5cac931
tg:lhps:48462,d:lh:238398,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48462.tif,lhps,e73_LegacyImages,image high resolution,5552c787-41b0-50d3-8613-f90904f2c0eb
tg:lhps:48472,d:lh:238465,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48472.tif,lhps,e73_LegacyImages,image high resolution,e88e1f10-16df-5c81-9a18-9927006847bb
tg:lhps:48486,d:lh:238478,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48486.tif,lhps,e73_LegacyImages,image high resolution,4b9482bc-6823-5a36-a745-20c1898ddf7e
tg:lhps:48496,d:lh:238378,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48496.tif,lhps,e73_LegacyImages,image high resolution,6f4478ed-f0e4-56cf-8ab7-4708e265795b
tg:lhps:48525,d:lh:238689,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48525.tif,lhps,e73_LegacyImages,image high resolution,88cbc7e3-ea31-5294-a2e0-4fa855eb0594
tg:lhps:48535,d:lh:238734,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48535.tif,lhps,e73_LegacyImages,image high resolution,f42e7cb2-8f3c-53ef-97c2-72eaf055c194
tg:lhps:48547,d:lh:238682,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48547.tif,lhps,e73_LegacyImages,image high resolution,b4b9204d-70c4-5fd8-82db-58c63fecc444
tg:lhps:48557,d:lh:238941,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48557.tif,lhps,e73_LegacyImages,image high resolution,57a92684-e16e-58a4-bd2c-ae344ace89e4
tg:lhps:48561,d:lh:238966,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48561.tif,lhps,e73_LegacyImages,image high resolution,61bb074a-71c3-57b4-a0fb-902dc66f185f
tg:lhps:48568,d:lh:238977,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48568.tif,lhps,e73_LegacyImages,image high resolution,3b54eb4a-8842-5b05-a38e-37ac9098ae83
tg:lhps:48571,d:lh:238960,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48571.tif,lhps,e73_LegacyImages,image high resolution,2959b325-9b10-5fe7-b7d8-fedf9287d73a
tg:lhps:48578,d:lh:238971,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48578.tif,lhps,e73_LegacyImages,image high resolution,cd50803b-56b0-5c7e-9644-809767551bc8
tg:lhps:48607,d:lh:239511,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48607.tif,lhps,e73_LegacyImages,image high resolution,07df30df-2fc6-5352-b45b-3470fe5b6b25
tg:lhps:48617,d:lh:239568,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48617.tif,lhps,e73_LegacyImages,image high resolution,21794c34-88c0-5129-bdf5-c7169f7a8616
tg:lhps:48621,d:lh:239534,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48621.tif,lhps,e73_LegacyImages,image high resolution,3a3ee581-4c93-50b3-b1a8-53ae22eaeb3d
tg:lhps:48631,d:lh:239499,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48631.tif,lhps,e73_LegacyImages,image high resolution,9b950dfb-575e-5753-b94d-ff7a69e064d9
tg:lhps:48643,d:lh:239556,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48643.tif,lhps,e73_LegacyImages,image high resolution,469c991c-ba72-5a1a-8da4-5dbe169445e2
tg:lhps:48653,d:lh:239636,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48653.tif,lhps,e73_LegacyImages,image high resolution,e6ca2b48-e787-5bb6-8660-bd7424e1e77a
tg:lhps:48688,d:lh:239856,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48688.tif,lhps,e73_LegacyImages,image high resolution,119b24f2-ca0a-5ea1-8ecf-25e6e5963801
tg:lhps:48698,d:lh:239876,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48698.tif,lhps,e73_LegacyImages,image high resolution,80df2e33-6c2d-58bf-b44b-ee5ad41eabd3
tg:lhps:48704,d:lh:239864,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48704.tif,lhps,e73_LegacyImages,image high resolution,aaa45019-7203-5af4-b9a7-368e0e77cece
tg:lhps:48714,d:lh:239853,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48714.tif,lhps,e73_LegacyImages,image high resolution,69dc284e-e028-54aa-a353-b8f9938067ed
tg:lhps:4873,d:lh:199707,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_4873.tif,lhps,e73_LegacyImages,image high resolution,a7091418-fac3-5afa-9b1c-00537c8e8043
tg:lhps:48749,d:lh:240344,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48749.tif,lhps,e73_LegacyImages,image high resolution,7b57b058-acfd-534f-a2c1-688d019a964e
tg:lhps:48759,d:lh:240417,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48759.tif,lhps,e73_LegacyImages,image high resolution,f7866c7d-b96d-52d9-a79a-79b342b5cdc0
tg:lhps:48766,d:lh:240503,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48766.tif,lhps,e73_LegacyImages,image high resolution,54ff2678-a518-5a4c-bf7b-9dfabacf7850
tg:lhps:48776,d:lh:240366,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48776.tif,lhps,e73_LegacyImages,image high resolution,05797a3c-581a-5391-9d79-d93d53eef431
tg:lhps:48782,d:lh:240451,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48782.tif,lhps,e73_LegacyImages,image high resolution,f96f1fc3-9cda-5eb7-a517-4fd7f7e5ef28
tg:lhps:48792,d:lh:240515,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48792.tif,lhps,e73_LegacyImages,image high resolution,e1b3a09e-5a57-5c84-8c86-298397948d98
tg:lhps:48803,d:lh:240925,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48803.tif,lhps,e73_LegacyImages,image high resolution,c18f278e-1133-52bd-a39e-056a39db1acc
tg:lhps:48813,d:lh:240910,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48813.tif,lhps,e73_LegacyImages,image high resolution,2819abda-3d99-56e9-9486-941751effffa
tg:lhps:48861,d:lh:240522,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48861.tif,lhps,e73_LegacyImages,image high resolution,2239786c-eea7-5d57-9731-876577eb27e4
tg:lhps:4887,d:lh:203779,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_4887.tif,lhps,e73_LegacyImages,image high resolution,a25cf739-41b1-51f9-848a-6ef40b06ec3b
tg:lhps:48871,d:lh:240439,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48871.tif,lhps,e73_LegacyImages,image high resolution,bcfde467-f190-5923-a842-1607724018d9
tg:lhps:48885,d:lh:240469,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48885.tif,lhps,e73_LegacyImages,image high resolution,38809093-ee46-5fcb-9258-44604f31a8aa
tg:lhps:48895,d:lh:240386,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48895.tif,lhps,e73_LegacyImages,image high resolution,e82b310a-7869-55a3-95c4-3376d76e9f5c
tg:lhps:48909,d:lh:240320,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48909.tif,lhps,e73_LegacyImages,image high resolution,a01cf912-bb45-5a97-99e1-69bb1ac34f7e
tg:lhps:48919,d:lh:241006,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48919.tif,lhps,e73_LegacyImages,image high resolution,aad8249b-2372-55f7-9c6d-f910365ac4a5
tg:lhps:48926,d:lh:240998,file://antwerpen.local/Depot/CSArchief/7_LH/7_01_collectie/7_01_01_gedigitaliseerd/7_01_01_01_affiches/4_/48_/tg_lhps_48926.tif,lhps,e73_LegacyImages,image high resolution,2231e0dd-4018-5e57-b1ba-e34674286bd2
