ResourceID,brocade.id,card,order,source_field,source_code,Annotation,Annotation Language,Annotation Type
b201c8cf-ff15-506a-9b39-d2d4f59631de,tg:lhps:13679_#1,e22_AnnotationsMaterial,1,adm.note,Twee exemplaren,Twee exemplaren,Nederlands,remarks
9efb6f76-5055-5dfc-894d-867469d02330,tg:lhps:46643_#2,e22_AnnotationsMaterial,2,adm.note,"Twee exempl., formaat: 118,5 x 83,5","Twee exempl., formaat: 118,5 x 83,5",Nederlands,remarks
da1d8d9c-372b-51c0-95b7-1e5765ee8cf9,tg:lhps:58663_#1,e22_AnnotationsMaterial,1,adm.note,Uit F 221 / 23,Uit F 221 / 23,Nederlands,remarks
1bf2530d-d6ad-509a-9082-077595400d3d,tg:lhps:57590_#1,e22_AnnotationsMaterial,1,adm.note,Uit F 221 / 9,Uit F 221 / 9,Nederlands,remarks
8aed595f-ea56-550b-b967-6baae4be7299,tg:lhps:58673_#1,e22_AnnotationsMaterial,1,adm.note,Uit F 221 / 47,Uit F 221 / 47,Nederlands,remarks
d345e36c-1ce4-5acf-99a5-e5802c28ddb7,tg:lhps:18881_#2,e22_AnnotationsMaterial,2,adm.note,opgekleefd op doek,opgekleefd op doek,Nederlands,remarks
bbab89a6-b709-5648-b1ae-7f9c3e4e4ab0,tg:lhps:57842_#1,e22_AnnotationsMaterial,1,adm.note,Uit F 221 / 10,Uit F 221 / 10,Nederlands,remarks
095f358c-6efd-5afd-809f-c8165486efb8,tg:lhps:57852_#1,e22_AnnotationsMaterial,1,adm.note,Uit F 221 / 11,Uit F 221 / 11,Nederlands,remarks
91b78244-c83e-5430-b8a6-7781c22922a0,tg:lhps:7190_#3,e22_AnnotationsMaterial,3,adm.note,opgekleefd op doek,opgekleefd op doek,Nederlands,remarks
3367ecf9-eef8-5687-ab54-39252ce6e0bb,tg:lhps:57737_#1,e22_AnnotationsMaterial,1,adm.note,Uit F 221 / 12,Uit F 221 / 12,Nederlands,remarks
9c9fb252-a0b3-5e64-8fef-4d10718e64bf,tg:lhps:43772_#1,e22_AnnotationsMaterial,1,adm.note,affiche op doek,affiche op doek,Nederlands,remarks
12106267-affe-5195-a7dd-72863976f621,tg:lhps:57727_#1,e22_AnnotationsMaterial,1,adm.note,Uit F 221 / 13,Uit F 221 / 13,Nederlands,remarks
e6063851-868c-5b64-a884-c6abb7160d9e,tg:lhps:33945_#1,e22_AnnotationsMaterial,1,adm.note,"Oud Plaatsingsnummer: AV.38.5.10.153
","Oud Plaatsingsnummer: AV.38.5.10.153
",Nederlands,remarks
79b810e6-bc20-5e26-839e-b8e23e28f1db,tg:lhps:28202_#1,e22_AnnotationsMaterial,1,adm.note,Oude nummering: 60.2.229,Oude nummering: 60.2.229,Nederlands,remarks
663d540f-8b9f-5de8-9fb2-0f07504d46a0,tg:lhps:58916_#1,e22_AnnotationsMaterial,1,adm.note,Uit F 221 / 17,Uit F 221 / 17,Nederlands,remarks
952f38b4-acda-5b8a-b0be-df133a592627,tg:lhps:34171_#2,e22_AnnotationsMaterial,2,adm.note,"Oude nummering Volkskunde: 93.21.246

Onderste teksrstrook ontbreekt","Oude nummering Volkskunde: 93.21.246

Onderste teksrstrook ontbreekt",Nederlands,remarks
323e1df6-d917-5f05-945e-b71314f2b6bb,tg:lhps:25702_#2,e22_AnnotationsMaterial,2,adm.note,Exemplaar zonder correctie,Exemplaar zonder correctie,Nederlands,remarks
780c5156-2592-5227-8f9f-fc491132f7bf,tg:lhps:58906_#1,e22_AnnotationsMaterial,1,adm.note,Uit F 221 / 45,Uit F 221 / 45,Nederlands,remarks
525fab82-72ba-5a69-a760-8375e89b841b,tg:lhps:49509_#2,e22_AnnotationsMaterial,2,adm.note,118 x 83,118 x 83,Nederlands,remarks
1a742d56-389d-5208-99fa-d6b0d84c50e4,tg:lhps:49234_#2,e22_AnnotationsMaterial,2,adm.note,Exemplaar verkregen via Prentenkabinet 27/7/2017,Exemplaar verkregen via Prentenkabinet 27/7/2017,Nederlands,remarks
2c628abc-2415-534a-9130-53740b33df69,tg:lhps:49920_#1,e22_AnnotationsMaterial,1,adm.note,"lay-out: Rite Ronse; affiche: Els Huygelen

tekst recto verso","lay-out: Rite Ronse; affiche: Els Huygelen

tekst recto verso",Nederlands,remarks
24d0d05c-9529-5916-ab04-048d39266dc8,tg:lhps:52267_#1,e22_AnnotationsMaterial,1,adm.note,Ad hoc Design,Ad hoc Design,Nederlands,remarks
2bae84e9-8161-51da-8cf1-d4da953761d5,tg:lhps:53677_#1,e22_AnnotationsMaterial,1,adm.note,facsimile affiche,facsimile affiche,Nederlands,remarks
dae5c706-9bac-5ee4-92d9-bc3429cbf282,tg:lhps:41912_#2,e22_AnnotationsMaterial,2,adm.note,Twee exempl.,Twee exempl.,Nederlands,remarks
125c8e9d-7ff8-5ea4-82e2-f5f119201205,tg:lhps:2843_#6,e22_AnnotationsMaterial,6,adm.note,"5 exemplaren, opgevouwen","5 exemplaren, opgevouwen",Nederlands,remarks
dd2fcc5b-a32b-545d-a8d4-31cf46076e0f,tg:lhps:58974_#1,e22_AnnotationsMaterial,1,adm.note,Uit F 221 / 19,Uit F 221 / 19,Nederlands,remarks
74c4e0dd-a0f3-5f41-8a83-09351a43c9e0,tg:lhps:58964_#1,e22_AnnotationsMaterial,1,adm.note,Uit F 221 / 45,Uit F 221 / 45,Nederlands,remarks
ba962c58-9bed-5b59-8a3a-abb9a4578890,tg:lhps:51524_#1,e22_AnnotationsMaterial,1,adm.note,Plaats: Han-sur-Lesse,Plaats: Han-sur-Lesse,Nederlands,remarks
c9ca2e27-9cd7-56d1-880f-71497f408102,tg:lhps:57755_#1,e22_AnnotationsMaterial,1,adm.note,Uit F 221 / 10,Uit F 221 / 10,Nederlands,remarks
1922ad0c-5a3a-523d-adaa-9da115b779c9,tg:lhps:57745_#1,e22_AnnotationsMaterial,1,adm.note,Uit F 221 / 11,Uit F 221 / 11,Nederlands,remarks
92c44c2a-f5cb-5138-b4da-1ad370ddedae,tg:lhps:11190_#2,e22_AnnotationsMaterial,2,adm.note,Ex. Volkskunde nr. 61.43.42,Ex. Volkskunde nr. 61.43.42,Nederlands,remarks
ba6f26b7-9b8c-5aaa-a1ab-291b24ba7876,tg:lhps:57820_#1,e22_AnnotationsMaterial,1,adm.note,Uit F 221 / 10,Uit F 221 / 10,Nederlands,remarks
66b34845-76cd-5501-83d8-e0b0390a08f2,tg:lhps:57830_#1,e22_AnnotationsMaterial,1,adm.note,Uit F 221 / 11,Uit F 221 / 11,Nederlands,remarks
5389479f-80ce-5f11-9107-28d92aabda04,tg:lhps:5070_#1,e22_AnnotationsMaterial,1,adm.note,Opgekleefd op papier,Opgekleefd op papier,Nederlands,remarks
b2e456d3-e7d2-5f02-a689-519b9bc45954,tg:lhps:57694_#1,e22_AnnotationsMaterial,1,adm.note,Uit F 221 / 2,Uit F 221 / 2,Nederlands,remarks
bd49096f-a5f6-5c0c-927d-3254ee91d907,tg:lhps:57684_#1,e22_AnnotationsMaterial,1,adm.note,Uit F 221 / 6,Uit F 221 / 6,Nederlands,remarks
b01cf4c6-5f74-5597-8a28-2e6145bc5f61,tg:lhps:643_#3,e22_AnnotationsMaterial,3,adm.note,In zeer slechte staat,In zeer slechte staat,Nederlands,remarks
e38ecc44-4f19-5e15-8683-9e689a0b3f53,tg:lhps:58577_#1,e22_AnnotationsMaterial,1,adm.note,Uit F 221 / 26,Uit F 221 / 26,Nederlands,remarks
66636cd5-d8a3-5ee8-950f-5f22ebf04227,tg:lhps:2818_#3,e22_AnnotationsMaterial,3,adm.note,opgekleefd op doek,opgekleefd op doek,Nederlands,remarks
eba38fa3-7606-526c-b089-473a31d32325,tg:lhps:58601_#1,e22_AnnotationsMaterial,1,adm.note,Uit F 221 / 32,Uit F 221 / 32,Nederlands,remarks
cedf82c4-7ed2-58dd-aeff-46876e8c1d85,tg:lhps:58779_#1,e22_AnnotationsMaterial,1,adm.note,Uit F 221 / 51,Uit F 221 / 51,Nederlands,remarks
7b7c8db5-2404-5804-8687-528c6814c240,tg:lhps:58611_#1,e22_AnnotationsMaterial,1,adm.note,Uit F 221 / 34,Uit F 221 / 34,Nederlands,remarks
f292e8c6-5f15-5ea5-b804-c4c8b433a2b5,tg:lhps:58769_#1,e22_AnnotationsMaterial,1,adm.note,Uit F 221 / 54,Uit F 221 / 54,Nederlands,remarks
b566e839-50f0-5819-9c76-078f86f86234,tg:lhps:52581_#1,e22_AnnotationsMaterial,1,adm.note,Ontwerp: Koen Van Biesen,Ontwerp: Koen Van Biesen,Nederlands,remarks
18c7032a-e1d4-5e12-9eab-6f9dad371846,tg:lhps:46749_#2,e22_AnnotationsMaterial,2,adm.note,Twee exempl.; formaat: 120 x 84,Twee exempl.; formaat: 120 x 84,Nederlands,remarks
c1435a77-8f2f-5c0f-bc16-df9a1deb0ce2,tg:lhps:58929_#1,e22_AnnotationsMaterial,1,adm.note,Uit F 221 / 8,Uit F 221 / 8,Nederlands,remarks
a684fb89-b500-5377-9d46-db5ffdee6d0e,tg:lhps:58851_#1,e22_AnnotationsMaterial,1,adm.note,Uit F 221 / 45,Uit F 221 / 45,Nederlands,remarks
b4ce0a79-3af4-5bb5-a689-5891b60995d7,tg:lhps:52575_#1,e22_AnnotationsMaterial,1,adm.note,Design by Image Building 1991,Design by Image Building 1991,Nederlands,remarks
869df020-d606-58ec-8de9-a701e71d4981,tg:lhps:58939_#1,e22_AnnotationsMaterial,1,adm.note,Uit F 221 / 8,Uit F 221 / 8,Nederlands,remarks
92c1a619-d6d9-577c-a443-ef446264ac48,tg:lhps:937_#2,e22_AnnotationsMaterial,2,adm.note,Twee exempl.,Twee exempl.,Nederlands,remarks
bcd1822e-9a7c-50d0-acb7-c98950279e31,tg:lhps:35201_#2,e22_AnnotationsMaterial,2,adm.note,Twee exempl.,Twee exempl.,Nederlands,remarks
54867fd5-e4f0-5d8e-a566-de402cbf3d1b,tg:lhps:57670_#1,e22_AnnotationsMaterial,1,adm.note,Uit F 221 / 7,Uit F 221 / 7,Nederlands,remarks
d07b9b23-f241-52de-b087-875478d36e97,tg:lhps:57708_#1,e22_AnnotationsMaterial,1,adm.note,uit F 221 / 5,uit F 221 / 5,Nederlands,remarks
6fc65b04-6b3a-5bc0-aeb6-1f30c31e1caa,tg:lhps:45369_#1,e22_AnnotationsMaterial,1,adm.note,225289/428,225289/428,Nederlands,remarks
34f6dfba-0946-5f3e-9f07-65c614d29e1a,tg:lhps:58593_#1,e22_AnnotationsMaterial,1,adm.note,Uit F 221 / 14,Uit F 221 / 14,Nederlands,remarks
fcad7233-ae31-5cec-b9cc-aedb65adc128,tg:lhps:57660_#1,e22_AnnotationsMaterial,1,adm.note,Uit F 221 / 7,Uit F 221 / 7,Nederlands,remarks
8caf81e7-aecd-5bf9-b8a5-b780aa120f95,tg:lhps:57718_#1,e22_AnnotationsMaterial,1,adm.note,Uit F 221 / 14,Uit F 221 / 14,Nederlands,remarks
23087002-59d1-5a7f-ba95-519f6062cb80,tg:lhps:62010_#1,e22_AnnotationsMaterial,1,adm.note,"Opmerking in potlood: '75 plakkaten, ontwerp Jules en Fred, zegel was niet nodig'","Opmerking in potlood: '75 plakkaten, ontwerp Jules en Fred, zegel was niet nodig'",Nederlands,remarks
adecfa10-f223-5c6a-b25c-2f2b9604bf99,tg:lhps:17598_#4,e22_AnnotationsMaterial,4,adm.note,groot formaat,groot formaat,Nederlands,remarks
1f27696e-a177-5a80-90c9-26bcde9b4594,tg:lhps:310_#4,e22_AnnotationsMaterial,4,adm.note,Opgekleefd op doek,Opgekleefd op doek,Nederlands,remarks
3853a809-ba62-5daa-98ce-c0782ef31bdb,tg:lhps:58980_#1,e22_AnnotationsMaterial,1,adm.note,Uit F 221 / 16,Uit F 221 / 16,Nederlands,remarks
5c508743-e7d5-5311-b9e2-34abd69ba085,tg:lhps:58724_#1,e22_AnnotationsMaterial,1,adm.note,Uit F 221 / 18,Uit F 221 / 18,Nederlands,remarks
5aaae929-c368-5619-a6b9-ae67786f3b3b,tg:lhps:58734_#1,e22_AnnotationsMaterial,1,adm.note,Uit F 221 / 51,Uit F 221 / 51,Nederlands,remarks
36f30efe-19eb-55c3-a56c-ab639f69bc26,tg:lhps:7191_#2,e22_AnnotationsMaterial,2,adm.note,opgekleefd op doek,opgekleefd op doek,Nederlands,remarks
70d7e6ae-b358-5176-b3a1-b39eb9af7ef1,tg:lhps:58746_#1,e22_AnnotationsMaterial,1,adm.note,Uit F 221 / 48,Uit F 221 / 48,Nederlands,remarks
c84a1945-6161-566a-8399-cffafa72d773,tg:lhps:58756_#1,e22_AnnotationsMaterial,1,adm.note,Uit F 221 / 20,Uit F 221 / 20,Nederlands,remarks
25c8aa8a-7fa4-5d6d-9bdb-b52925cca236,tg:lhps:29210_#3,e22_AnnotationsMaterial,3,adm.note,opgekleefd op doek,opgekleefd op doek,Nederlands,remarks
3393a5f3-ad51-5083-ad96-bf65eb9c59b0,tg:lhps:1005_#1,e22_AnnotationsMaterial,1,adm.note,opgekleefd op doek,opgekleefd op doek,Nederlands,remarks
