ResourceID,brocade.id,card,order,Keeper,Object Number,Object Identifier,Record Type
af78f121-3782-5e85-b6ab-b573a281e6d8,tg:lhps:14757,AA,0,Letterenhuis,tg:lhps:14757,https://data.letterenhuis.be/ark:/24970/af78f121-3782-5e85-b6ab-b573a281e6d8,Affiches
efdece0b-2f77-5c99-8f33-2e5fb2a14146,tg:lhps:40182,AA,0,Letterenhuis,tg:lhps:40182,https://data.letterenhuis.be/ark:/24970/efdece0b-2f77-5c99-8f33-2e5fb2a14146,Affiches
ee59d718-19e6-5e53-9559-0070c47ce55b,tg:lhps:62298,AA,0,Letterenhuis,tg:lhps:62298,https://data.letterenhuis.be/ark:/24970/ee59d718-19e6-5e53-9559-0070c47ce55b,Affiches
96929729-77ba-5fda-8838-ee32a4693ff7,tg:lhps:58036,AA,0,Letterenhuis,tg:lhps:58036,https://data.letterenhuis.be/ark:/24970/96929729-77ba-5fda-8838-ee32a4693ff7,Affiches
62a4d454-6e53-5d15-ad46-0b29fd9e2fab,tg:lhps:20300,AA,0,Letterenhuis,tg:lhps:20300,https://data.letterenhuis.be/ark:/24970/62a4d454-6e53-5d15-ad46-0b29fd9e2fab,Affiches
d89cede1-6a11-592f-99c8-6db98eca4e1e,tg:lhps:11171,AA,0,Letterenhuis,tg:lhps:11171,https://data.letterenhuis.be/ark:/24970/d89cede1-6a11-592f-99c8-6db98eca4e1e,Affiches
38740009-4ebe-5038-9dfa-59746a5ebf72,tg:lhps:41488,AA,0,Letterenhuis,tg:lhps:41488,https://data.letterenhuis.be/ark:/24970/38740009-4ebe-5038-9dfa-59746a5ebf72,Affiches
bd19e15b-3444-53af-8240-6291920bbb67,tg:lhps:30898,AA,0,Letterenhuis,tg:lhps:30898,https://data.letterenhuis.be/ark:/24970/bd19e15b-3444-53af-8240-6291920bbb67,Affiches
258525ae-3c5b-551c-be83-761cde2a1c18,tg:lhps:54936,AA,0,Letterenhuis,tg:lhps:54936,https://data.letterenhuis.be/ark:/24970/258525ae-3c5b-551c-be83-761cde2a1c18,Affiches
68f78b7f-aeb8-5d96-83e4-3b793117e1ec,tg:lhps:1130,AA,0,Letterenhuis,tg:lhps:1130,https://data.letterenhuis.be/ark:/24970/68f78b7f-aeb8-5d96-83e4-3b793117e1ec,Affiches
fca80e7c-5ff8-5f2d-9cd1-c63679752d2d,tg:lhps:25526,AA,0,Letterenhuis,tg:lhps:25526,https://data.letterenhuis.be/ark:/24970/fca80e7c-5ff8-5f2d-9cd1-c63679752d2d,Affiches
da43fb42-b9c8-54a0-acfb-c7e1049bfc60,tg:lhps:9285,AA,0,Letterenhuis,tg:lhps:9285,https://data.letterenhuis.be/ark:/24970/da43fb42-b9c8-54a0-acfb-c7e1049bfc60,Affiches
b6e45373-3070-5a17-8ea6-0796583d4738,tg:lhps:35727,AA,0,Letterenhuis,tg:lhps:35727,https://data.letterenhuis.be/ark:/24970/b6e45373-3070-5a17-8ea6-0796583d4738,Affiches
