ResourceID,brocade.id,card,order,source_field,source_code,Dimension Source Note
3159e30b-0519-5d76-9ffe-5d6659dd7f9d,tg:lhps:14757_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatps,"57,5 x 38","57,5 x 38"
3ae49743-fa9c-5e1c-8dc7-26dbaf7054d2,tg:lhps:40182_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatps,"52 x 36,5","52 x 36,5"
dc15281f-00cc-51d8-a41a-9188fc5ff2e0,tg:lhps:62298_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatps,"84 x 59,5","84 x 59,5"
5a640ea2-6bd5-5df3-91be-a400c4892d27,tg:lhps:58036_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatps,"58 x 41,5","58 x 41,5"
6cbe6e53-ba63-51e2-96e0-c34a636f9858,tg:lhps:20300_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatps,85 x 61,85 x 61
d2673230-d0b2-551f-8d16-385ccad62865,tg:lhps:11171_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatps,84 x 59,84 x 59
fb346e65-3e35-5afb-b442-7860e43cd633,tg:lhps:41488_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatps,60 x 42,60 x 42
c1b87bd1-b252-589f-a00b-6d8d57168e43,tg:lhps:30898_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatps,50 x 66,50 x 66
2f1f3a3e-4a0c-51bb-8ca2-958029f91579,tg:lhps:5860_#2,e22_DimensionSourceNotes,1,kenmerken.lhformatps,54 x 38,54 x 38
9be321c2-4673-5584-9595-68390d0ec237,tg:lhps:54936_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatps,70 x 50,70 x 50
eb94d878-d4e8-5899-993f-387995e390ec,tg:lhps:10399_#3,e22_DimensionSourceNotes,1,kenmerken.lhformatps,55 x 40,55 x 40
919b0029-e652-5f15-a53c-398ec9c884fe,tg:lhps:1130_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatps,35 x 50,35 x 50
fbf79037-ab90-5de9-843b-fa4eed1508cf,tg:lhps:25526_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatps,64 x 47,64 x 47
2e6d71b9-c982-5956-aedb-8beb6acd31dc,tg:lhps:9285_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatps,70 x 40,70 x 40
dd88f2fd-ce98-5056-8007-36906a9b0bdd,tg:lhps:35727_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatps,42 x 26,42 x 26
0a80aa3a-ace8-5c56-8cc9-43e3c404b765,tg:lhps:27346_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatps,"41 x 52,5","41 x 52,5"
ff384740-20d2-5164-870b-5c55f36a0b46,tg:lhps:3750_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatps,70 x 40,70 x 40
038de81e-5a5e-5c1f-815c-963abccc0911,tg:lhps:51689_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatps,"50,5 x 72","50,5 x 72"
bb0aba7d-20a2-5209-9e12-f6dcd5d309b9,tg:lhps:13711_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatps,"53,5 x 35,5","53,5 x 35,5"
7cf25f99-0d3d-5da5-88f5-033b27b6f93c,tg:lhps:50383_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatps,"59,5 x 42","59,5 x 42"
7743569f-2dd9-5262-94f3-df689245d670,tg:lhps:12867_#2,e22_DimensionSourceNotes,1,kenmerken.lhformatps,100 x 65,100 x 65
57db8d10-f240-52c8-94e1-b04405462920,tg:lhps:53970_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatps,"62 x 42,5","62 x 42,5"
e7655111-bc0b-568b-a23a-8a02a2c7386c,tg:lhps:22560_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatps,84 x 59,84 x 59
604e0a23-b10e-5de6-85f6-79551bbf6d81,tg:lhps:30101_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatps,60 x 42,60 x 42
88af8fea-34d8-5f31-a080-a4003cd206f0,tg:lhps:6176_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatps,97 x 63,97 x 63
786c48eb-a95e-5eca-bea3-6b58149a292b,tg:lhps:48237_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatps,70 x 50,70 x 50
09548001-9d3c-5601-a908-032e640fdd65,tg:lhps:16137_#1,e22_DimensionSourceNotes,1,kenmerken.lhformatps,"59,5 x 42","59,5 x 42"
