ResourceID,brocade.id,card,order,source_field,Description,Description Type,Description Language
af78f121-3782-5e85-b6ab-b573a281e6d8,tg:lhps:14757,e73_Descriptions,,id.desc,Hubert Lampo / 50 jaar schrijver / AMVC,descriptive note,Nederlands
efdece0b-2f77-5c99-8f33-2e5fb2a14146,tg:lhps:40182,e73_Descriptions,,id.desc,Nederlands Klassiek verbond / Prof. Dr. M. Nauwelaerts over / De Klassiek-Humanistische Pedagogiek van Erasmus,descriptive note,Nederlands
ee59d718-19e6-5e53-9559-0070c47ce55b,tg:lhps:62298,e73_Descriptions,,id.desc,Wunderbaum / www.monty.be / Monty,descriptive note,Nederlands
96929729-77ba-5fda-8838-ee32a4693ff7,tg:lhps:58036,e73_Descriptions,,id.desc,Festival Gooik / Presentatie: Fred Brouwers / Festivalweide aan de Dorpsstraat,descriptive note,Nederlands
62a4d454-6e53-5d15-ad46-0b29fd9e2fab,tg:lhps:20300,e73_Descriptions,,id.desc,"23.768 Frank  
Deze som moet de gemeente Motrtsel jaarlijks,  
zonder nut aan den militairen slokop betalen.  
NEEN en dit zonder een schijn van reden te geven.  
Vlamingen, Medeburgers!",descriptive note,Nederlands
d89cede1-6a11-592f-99c8-6db98eca4e1e,tg:lhps:11171,e73_Descriptions,,id.desc,Ikon / Kunst Geist & Glaube / Ikonen aus'de Wijenburgh,descriptive note,Nederlands
38740009-4ebe-5038-9dfa-59746a5ebf72,tg:lhps:41488,e73_Descriptions,,id.desc,Laat jouw artistiek Beest los / KASKA-DKO,descriptive note,Nederlands
bd19e15b-3444-53af-8240-6291920bbb67,tg:lhps:30898,e73_Descriptions,,id.desc,Stadsschouwburg Antwerpen / Tentoonstelling / Zonder kleur / Kunstcentrum Ventino,descriptive note,Nederlands
258525ae-3c5b-551c-be83-761cde2a1c18,tg:lhps:54936,e73_Descriptions,,id.desc,"Avondconcert / Hugues Navez gitaa, Mariëlla De Bondt alt, Rebecca & Sergio Rogier violen / St. Machutuskerk",descriptive note,Nederlands
68f78b7f-aeb8-5d96-83e4-3b793117e1ec,tg:lhps:1130,e73_Descriptions,,id.desc,"Comité voor Artistieke Werking.  
Concert i.s.m. Belgisch Nationaal Instituut voor Radio-Omroep Gewestelijke Omroep Antwerpen.  
M.m.v. Raymonde Serverius - Henri Langewouters.",descriptive note,Nederlands
fca80e7c-5ff8-5f2d-9cd1-c63679752d2d,tg:lhps:25526,e73_Descriptions,,id.desc,"Sehgal  
KMKG",descriptive note,Nederlands
da43fb42-b9c8-54a0-acfb-c7e1049bfc60,tg:lhps:9285,e73_Descriptions,,id.desc,"KNS / William Shakespeare / Veel leven om niets / Regie: Dick Top / Ned.: Joris Diels  
Decor: Mimi Peetermans",descriptive note,Nederlands
b6e45373-3070-5a17-8ea6-0796583d4738,tg:lhps:35727,e73_Descriptions,,id.desc,Metiers d'Art d'Anvers / Hainat-Tourisme,descriptive note,Nederlands
37c9d1b7-f21c-59bb-8e30-8a3163208831,tg:lhps:27346,e73_Descriptions,,id.desc,"Braque  
Fondation Anne et Albert Prouvost",descriptive note,Nederlands
0356dab4-2557-5a6e-b8c4-e69e5cd01cde,tg:lhps:3750,e73_Descriptions,,id.desc,KJT / De Paddeprinses / door Margery Evernden / Nederlandse bewerking: Jos Dom / Decor: Jerôme Maeckelbergh / Muziek: Bart Bracke,descriptive note,Nederlands
96efb833-0d9f-58f1-973d-c08c0ffd5c48,tg:lhps:51689,e73_Descriptions,,id.desc,Middelpracht en Eeuwse Praal / van Drs. P en Ivo De Wijs / door het Sursum Corda gezelschap / regie: Jaak Van De Velde / algemene leiding: Jo Decaluwe / ARCA,descriptive note,Nederlands
b7c14739-f5f6-5321-95a4-0936063587ba,tg:lhps:13711,e73_Descriptions,,id.desc,KVS / Gerbrandt Adriaensz Breero / De spaanse brabander / Huib Van Hellem,descriptive note,Nederlands
4556fdab-4cd6-5bad-9f48-7527d4b9e8d1,tg:lhps:50383,e73_Descriptions,,id.desc,Robert Wilson - Mikhail Baryshnikov - Willem Dafoe / The Old Woman / naar Daniil Charms / in deSingel,descriptive note,Nederlands
ddeef7a3-33df-5ea1-991a-9ea3d45695e9,tg:lhps:53970,e73_Descriptions,,id.desc,Xde Frans-Vlaamse Kultuurdag / Instituut O.L.Vrouw Hemelvaart  & markt,descriptive note,Nederlands
d19e3b90-01a6-5526-a2de-a6e67d77f8e9,tg:lhps:22560,e73_Descriptions,,id.desc,"Torben Ebbesen  
""Merkwürdiges Wasser""  
Die Biennale-Installation  
Kunsthalle Recklinghausen",descriptive note,Nederlands
2da1bc19-9485-59c0-b87d-74d4f17f09de,tg:lhps:30101,e73_Descriptions,,id.desc,Museum night fever / + afterparty@Bozar / 7 museums,descriptive note,Nederlands
e6768e15-3d43-5308-996d-58a5865547f5,tg:lhps:6176,e73_Descriptions,,id.desc,Provincie West-Vlaanderen. / Lijst der Prijzen [Tableau des Prix...] van Eetwaren en verschillende Koopwaren... / [Ondertekend:] De Provinciale Commissie [o.a.] Ch.de Broqueville. / [Tekst opgesteld in 2 talen].,descriptive note,Nederlands
8e50916f-87c2-5ff7-8b72-d2d9f41c6598,tg:lhps:48237,e73_Descriptions,,id.desc,Poetry International Rotterdam / op het 22e Poetry International / Dichters uit Afrika / en de rest van de wereld / in de Doelen,descriptive note,Nederlands
2f1d1022-86ef-55b4-b901-c1374c928dde,tg:lhps:16137,e73_Descriptions,,id.desc,Koninklijk Ballet van Vlaanderen / Adembenemend klassiek! / Seizoen 85 - 86,descriptive note,Nederlands
837e150f-1c84-5c52-b6bb-35a312b93317,tg:lhps:10503,e73_Descriptions,,id.desc,"Vuurstoet Wetteren  
Ontwerp-leiding: Frans van Immerseel",descriptive note,Nederlands
c21bbbd0-7259-57f8-aabd-4404ea112c4a,tg:lhps:61913,e73_Descriptions,,id.desc,Reünie / van de landelijke vereniging tot behoud van het zeilend bedrijfsvaartuig / Hellevoetsluis,descriptive note,Nederlands
