ResourceID,brocade.id,card,order,Archive Brocade ID,Archive Widget,Archive Identifier
f893fc70-00bb-5f5f-985e-0bf44213ce73,tg:lhps:51041,Archives,1,isad:lh:102719,"dlod={""name"":""Stad Antwerpen - Politie"",""ark"":""ark:/24970/x0/7280e13d-db25-55dd-ba5b-275bbc438437"",""uri"":""/repositories/11/archival_objects/248808"",""id"":""isad:lh:102719"",""nameWithContext"":[""Professionele activiteiten"",""Grafisch werk"",""Dossiers affiches""],""resourceName"":""Archief van Nicole van Goethem"",""resourceArk"":""ark:/24970/x0/949987e3-9621-5a8a-8823-e066053589d8"",""resourceURI"":""/repositories/11/resources/3233"",""resourceID"":""isad:lh:100979"",""capacity"":""Stad Antwerpen - Politie"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/7280e13d-db25-55dd-ba5b-275bbc438437
a55f16dd-08d1-5f6e-87fa-f9ca9233c219,tg:lhps:29289,Archives,1,isad:lh:92204,"dlod={""name"":""Affiches (verzameling)"",""ark"":""ark:/24970/x0/7ad2ec47-699f-5287-bcf6-d44aaae1d10e"",""uri"":""/repositories/11/archival_objects/175080"",""id"":""isad:lh:92204"",""nameWithContext"":[""Verzamelingen"",""Affiches""],""resourceName"":""Affichecollectie van Volkskundemuseum"",""resourceArk"":""ark:/24970/x0/ff3a8704-5c39-58a1-b9d0-7068a2eabc89"",""resourceURI"":""/repositories/11/resources/2263"",""resourceID"":""isad:lh:92201"",""capacity"":""Affiches (verzameling)"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/7ad2ec47-699f-5287-bcf6-d44aaae1d10e
f3cdb4a6-c5bd-504f-9edb-a6d043849d48,tg:lhps:56784,Archives,1,isad:lh:129102,"dlod={""name"":""affiche 'Vikings'"",""ark"":""ark:/24970/x0/567f51a4-8f55-5f51-a9b3-1058ed216fd5"",""uri"":""/repositories/11/archival_objects/224349"",""id"":""isad:lh:129102"",""nameWithContext"":[""Stukken rond het schrijverschap"",""Gepubliceerde stukken over het werk van Emiel Buskens""],""resourceName"":""Archief van Emiel Buskens"",""resourceArk"":""ark:/24970/x0/e9f0ee06-6928-5cd5-9bf3-e785f56388e0"",""resourceURI"":""/repositories/11/resources/2887"",""resourceID"":""isad:lh:50041"",""capacity"":""affiche 'Vikings'"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/567f51a4-8f55-5f51-a9b3-1058ed216fd5
62fe1480-2a29-52a7-a83d-48890c025ad3,tg:lhps:24141,Archives,1,isad:lh:92200,"dlod={""name"":""Affiches (verzameling)"",""ark"":""ark:/24970/x0/d51f1d2d-32aa-5142-bd0c-25d0ccb94769"",""uri"":""/repositories/11/archival_objects/178219"",""id"":""isad:lh:92200"",""nameWithContext"":[""Verzamelingen"",""Affiches""],""resourceName"":""Affichecollectie van Openluchtmuseum der Beeldhouwkunst Middelheim"",""resourceArk"":""ark:/24970/x0/da0a5bd5-6d91-50a1-92c4-d7fbd16e71fd"",""resourceURI"":""/repositories/11/resources/2327"",""resourceID"":""isad:lh:92197"",""capacity"":""Affiches (verzameling)"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/d51f1d2d-32aa-5142-bd0c-25d0ccb94769
528c7092-4e99-5cf9-be4f-7d9121f0906c,tg:lhps:729,Archives,1,isad:lh:92255,"dlod={""name"":""Affiches i.v.m. Jan Vanriet"",""ark"":""ark:/24970/x0/d480d62c-8b8a-5b57-9c88-c57bc40ef731"",""uri"":""/repositories/11/archival_objects/225746"",""id"":""isad:lh:92255"",""nameWithContext"":[""Verzamelingen"",""Affiches""],""resourceName"":""Archief van Jan Vanriet"",""resourceArk"":""ark:/24970/x0/176708ff-2748-5963-b80d-cf003d5cf6e6"",""resourceURI"":""/repositories/11/resources/2922"",""resourceID"":""isad:lh:92252"",""capacity"":""Affiches i.v.m. Jan Vanriet"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/d480d62c-8b8a-5b57-9c88-c57bc40ef731
cbfcbe77-a2e3-5cd3-a0d2-a8f7d5048991,tg:lhps:41942,Archives,1,isad:lh:141536,"dlod={""name"":""Affiches met stukbeschrijving"",""ark"":""ark:/24970/x0/762721c4-5219-559c-bbc9-1fa42f072161"",""uri"":""/repositories/11/archival_objects/257066"",""id"":""isad:lh:141536"",""nameWithContext"":[""Werkstukken"",""Affiches, advertenties en reclamefolders (ontwerpen en gedrukte versies)""],""resourceName"":""Archief van Julian Key"",""resourceArk"":""ark:/24970/x0/431110c1-c5e4-571a-8aca-abff8973d00f"",""resourceURI"":""/repositories/11/resources/3322"",""resourceID"":""isad:lh:92860"",""capacity"":""Affiches met stukbeschrijving"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/762721c4-5219-559c-bbc9-1fa42f072161
8817d232-5930-56ae-ae0b-53760ded9232,tg:lhps:26486,Archives,1,isad:lh:92200,"dlod={""name"":""Affiches (verzameling)"",""ark"":""ark:/24970/x0/d51f1d2d-32aa-5142-bd0c-25d0ccb94769"",""uri"":""/repositories/11/archival_objects/178219"",""id"":""isad:lh:92200"",""nameWithContext"":[""Verzamelingen"",""Affiches""],""resourceName"":""Affichecollectie van Openluchtmuseum der Beeldhouwkunst Middelheim"",""resourceArk"":""ark:/24970/x0/da0a5bd5-6d91-50a1-92c4-d7fbd16e71fd"",""resourceURI"":""/repositories/11/resources/2327"",""resourceID"":""isad:lh:92197"",""capacity"":""Affiches (verzameling)"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/d51f1d2d-32aa-5142-bd0c-25d0ccb94769
abd1628e-c49b-5615-acf4-6a0e517fd9af,tg:lhps:29773,Archives,1,isad:lh:92204,"dlod={""name"":""Affiches (verzameling)"",""ark"":""ark:/24970/x0/7ad2ec47-699f-5287-bcf6-d44aaae1d10e"",""uri"":""/repositories/11/archival_objects/175080"",""id"":""isad:lh:92204"",""nameWithContext"":[""Verzamelingen"",""Affiches""],""resourceName"":""Affichecollectie van Volkskundemuseum"",""resourceArk"":""ark:/24970/x0/ff3a8704-5c39-58a1-b9d0-7068a2eabc89"",""resourceURI"":""/repositories/11/resources/2263"",""resourceID"":""isad:lh:92201"",""capacity"":""Affiches (verzameling)"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/7ad2ec47-699f-5287-bcf6-d44aaae1d10e
81ed1814-e5a1-54d7-bb87-89c0b5c88837,tg:lhps:53586,Archives,1,isad:lh:92284,"dlod={""name"":""Affiches i.v.m. Frans van Cauwelaert"",""ark"":""ark:/24970/x0/bd0fdd40-ffa2-59da-b56a-7f4c0842c0da"",""uri"":""/repositories/11/archival_objects/220939"",""id"":""isad:lh:92284"",""nameWithContext"":[""Verzamelingen"",""Affiches""],""resourceName"":""Archief van Frans van Cauwelaert"",""resourceArk"":""ark:/24970/x0/4f1d21a4-4df8-5ed3-bd6f-6205fcc4236f"",""resourceURI"":""/repositories/11/resources/2883"",""resourceID"":""isad:lh:41"",""capacity"":""Affiches i.v.m. Frans van Cauwelaert"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/bd0fdd40-ffa2-59da-b56a-7f4c0842c0da
a23d8928-a726-5918-b71d-996d5fee8a1b,tg:lhps:48260,Archives,1,isad:lh:105207,"dlod={""name"":""Affiches"",""ark"":""ark:/24970/x0/6bbe7770-9a6e-5693-be3d-e01b6dd77c49"",""uri"":""/repositories/11/archival_objects/249430"",""id"":""isad:lh:105207"",""nameWithContext"":[""Verzamelingen""],""resourceName"":""Archief van Luuk Gruwez"",""resourceArk"":""ark:/24970/x0/f3e8ebc0-24fa-59e9-b6bf-f57786856c59"",""resourceURI"":""/repositories/11/resources/3243"",""resourceID"":""isad:lh:95801"",""capacity"":""Affiches"",""isCapacity"":true,""orgID"":""lh"",""suggestType"":""archiveobject""}",ark:/24970/x0/6bbe7770-9a6e-5693-be3d-e01b6dd77c49
