ResourceID,card,order,source_field,Legacy Information Value,Legacy Information Type,Legacy Information Published
d9198741-6a71-5c44-afb8-139f34d3de4f,LegacyInformation,1,id.objectNumber,BE-ANN07/ps/000053692,referentienummer,False
d9198741-6a71-5c44-afb8-139f34d3de4f,LegacyInformation,1,brocade.id,tg:lhps:57896,brocade id,False
d9198741-6a71-5c44-afb8-139f34d3de4f,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhps:57896/N,brocade url,False
9ad9e289-a225-5297-aa76-547f4a84f063,LegacyInformation,1,id.objectNumber,BE-ANN07/ps/000029857,referentienummer,False
9ad9e289-a225-5297-aa76-547f4a84f063,LegacyInformation,1,brocade.id,tg:lhps:30552,brocade id,False
9ad9e289-a225-5297-aa76-547f4a84f063,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhps:30552/N,brocade url,False
8c9b9462-a190-5ab1-9502-2d241b79933c,LegacyInformation,1,id.objectNumber,BE-ANN07/ps/000003688,referentienummer,False
8c9b9462-a190-5ab1-9502-2d241b79933c,LegacyInformation,1,brocade.id,tg:lhps:3721,brocade id,False
8c9b9462-a190-5ab1-9502-2d241b79933c,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhps:3721/N,brocade url,False
f893fc70-00bb-5f5f-985e-0bf44213ce73,LegacyInformation,1,id.objectNumber,BE-ANN07/ps/000046897,referentienummer,False
f893fc70-00bb-5f5f-985e-0bf44213ce73,LegacyInformation,1,brocade.id,tg:lhps:51041,brocade id,False
f893fc70-00bb-5f5f-985e-0bf44213ce73,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhps:51041/N,brocade url,False
21c98bbb-66e7-5700-a722-9e9133147c34,LegacyInformation,1,id.objectNumber,BE-ANN07/ps/000002804,referentienummer,False
21c98bbb-66e7-5700-a722-9e9133147c34,LegacyInformation,1,brocade.id,tg:lhps:2833,brocade id,False
21c98bbb-66e7-5700-a722-9e9133147c34,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhps:2833/N,brocade url,False
a55f16dd-08d1-5f6e-87fa-f9ca9233c219,LegacyInformation,1,id.objectNumber,BE-ANN07/ps/000028601,referentienummer,False
a55f16dd-08d1-5f6e-87fa-f9ca9233c219,LegacyInformation,1,brocade.id,tg:lhps:29289,brocade id,False
a55f16dd-08d1-5f6e-87fa-f9ca9233c219,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhps:29289/N,brocade url,False
f3cdb4a6-c5bd-504f-9edb-a6d043849d48,LegacyInformation,1,id.objectNumber,BE-ANN07/ps/000052575,referentienummer,False
f3cdb4a6-c5bd-504f-9edb-a6d043849d48,LegacyInformation,1,brocade.id,tg:lhps:56784,brocade id,False
f3cdb4a6-c5bd-504f-9edb-a6d043849d48,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhps:56784/N,brocade url,False
4fd14fcc-cb1b-5d09-bdca-ade565a0171e,LegacyInformation,1,id.objectNumber,BE-ANN07/ps/000045754,referentienummer,False
4fd14fcc-cb1b-5d09-bdca-ade565a0171e,LegacyInformation,1,brocade.id,tg:lhps:49888,brocade id,False
4fd14fcc-cb1b-5d09-bdca-ade565a0171e,LegacyInformation,1,brocade.url,https://anet.be/record/opaclhobj/tg:lhps:49888/N,brocade url,False
30483822-d2b8-5522-91be-326506c8e801,LegacyInformation,1,id.objectNumber,BE-ANN07/ps/000023028,referentienummer,False
30483822-d2b8-5522-91be-326506c8e801,LegacyInformation,1,brocade.id,tg:lhps:23684,brocade id,False
