ResourceID,brocade.id,card,order,source_field,source_code,Carrier Type
c226f9f9-3d05-5498-86f3-b5cc7a581880,tg:mpmak:115,Carrier,1,kenmerken.mpmdragerak,dpp,paper (fiber product)
d3bc780d-7e26-55fa-8e90-54ee7fb8785e,tg:mpmak:284,Carrier,1,kenmerken.mpmdragerak,dpp,paper (fiber product)
68cb4d36-8a18-5160-b5c2-6efcecf21aa8,tg:mpmak:142,Carrier,1,kenmerken.mpmdragerak,dpp,paper (fiber product)
628846c9-1bbe-58e7-9717-8c55945f7d70,tg:mpmak:292,Carrier,1,kenmerken.mpmdragerak,dpp,paper (fiber product)
54294c9c-44af-5be1-9495-a7d7a1e3ec6d,tg:mpmak:338,Carrier,1,kenmerken.mpmdragerak,dpp,paper (fiber product)
869e1271-adff-515c-a7a1-ac43980f91bc,tg:mpmak:154,Carrier,1,kenmerken.mpmdragerak,dpp,paper (fiber product)
b44c89c3-67ca-58b3-9e04-fb79b19c0eb4,tg:mpmak:103,Carrier,1,kenmerken.mpmdragerak,dpp,paper (fiber product)
9bb64f12-75e6-5a21-b9c2-cbefe1ce7fd1,tg:mpmak:251,Carrier,1,kenmerken.mpmdragerak,dpp,paper (fiber product)
30a919d4-f41d-54af-a3e5-941367e55751,tg:mpmak:314,Carrier,1,kenmerken.mpmdragerak,dpp,paper (fiber product)
c059022a-13c3-5978-ae98-a89146bc953f,tg:mpmak:197,Carrier,1,kenmerken.mpmdragerak,dpp,paper (fiber product)
ed45eb92-593c-5aa0-a37a-f1426cef366f,tg:mpmak:178,Carrier,1,kenmerken.mpmdragerak,dpp,paper (fiber product)
7414a78c-98c6-5e96-8e7b-e513ba8d8b5b,tg:mpmak:20,Carrier,1,kenmerken.mpmdragerak,dpp,paper (fiber product)
3fd0ec04-e8b1-56c7-a678-58bc6f7ef8ec,tg:mpmak:206,Carrier,1,kenmerken.mpmdragerak,dpp,paper (fiber product)
c3d5ce56-63b9-5d07-a992-7f084c4687b5,tg:mpmak:343,Carrier,1,kenmerken.mpmdragerak,dpp,paper (fiber product)
15565c71-b2cd-5925-96bd-2d1dc9c6594c,tg:mpmak:98,Carrier,1,kenmerken.mpmdragerak,dpp,paper (fiber product)
daadc3e8-0f68-5054-bc39-ad4b3996b2a4,tg:mpmak:77,Carrier,1,kenmerken.mpmdragerak,dpm,parchment (animal material)
ae061637-9aca-53de-9042-41252b523078,tg:mpmak:210,Carrier,1,kenmerken.mpmdragerak,dpp,paper (fiber product)
2f80201a-9d43-50fd-96d5-f30d3559fd0a,tg:mpmak:139,Carrier,1,kenmerken.mpmdragerak,dpp,paper (fiber product)
4d8a45d3-21ae-5ba9-9fcf-4217e3692b90,tg:mpmak:61,Carrier,1,kenmerken.mpmdragerak,dpp,paper (fiber product)
5b671649-4092-5832-a1f9-a8ca4b0774e4,tg:mpmak:247,Carrier,1,kenmerken.mpmdragerak,dpp,paper (fiber product)
daa05c79-84a0-5fc8-aad6-37822f8bee69,tg:mpmak:302,Carrier,1,kenmerken.mpmdragerak,dpp,paper (fiber product)
1d9df6f8-63c7-534b-ac8c-e78603455e2d,tg:mpmak:181,Carrier,1,kenmerken.mpmdragerak,dpp,paper (fiber product)
e3d769cf-1a2e-5902-935f-22a2148f5fbd,tg:mpmak:119,Carrier,1,kenmerken.mpmdragerak,dpp,paper (fiber product)
e31457a5-0683-5ce7-9025-075a84e9c217,tg:mpmak:41,Carrier,1,kenmerken.mpmdragerak,dpp,paper (fiber product)
ef176031-3cbb-5929-a628-b4beb0f40776,tg:mpmak:230,Carrier,1,kenmerken.mpmdragerak,dpp,paper (fiber product)
fc579b29-8d1b-5c17-86a3-ff3a621e40e2,tg:mpmak:16,Carrier,1,kenmerken.mpmdragerak,dpp,paper (fiber product)
c92690f2-7e13-5d7b-9c76-55c48b9b23d0,tg:mpmak:288,Carrier,1,kenmerken.mpmdragerak,dpp,paper (fiber product)
8c865d12-a422-5a72-81e3-49dd1e30c5e7,tg:mpmak:322,Carrier,1,kenmerken.mpmdragerak,dpp,paper (fiber product)
7a0698d6-a204-5490-b8e0-fffb8f14ba6b,tg:mpmak:267,Carrier,1,kenmerken.mpmdragerak,dpp,paper (fiber product)
455d88b3-5367-5215-9cb1-f71a250a87ef,tg:mpmak:158,Carrier,1,kenmerken.mpmdragerak,dpp,paper (fiber product)
5d29324e-8724-5c76-8e06-8c719144eb99,tg:mpmak:334,Carrier,1,kenmerken.mpmdragerak,dpp,paper (fiber product)
0a8ad24d-06ef-5fc5-a44c-183b308a695c,tg:mpmak:271,Carrier,1,kenmerken.mpmdragerak,dpp,paper (fiber product)
cab46494-4b6a-50d1-b167-e83bf1094d1e,tg:mpmak:57,Carrier,1,kenmerken.mpmdragerak,dpp,paper (fiber product)
3a6f6047-a597-5a45-a886-247420e0e561,tg:mpmak:226,Carrier,1,kenmerken.mpmdragerak,dpp,paper (fiber product)
a09ddf78-2739-5937-93b6-198194e27820,tg:mpmak:174,Carrier,1,kenmerken.mpmdragerak,dpp,paper (fiber product)
