ResourceID,brocade.id,card,order,source_field,Annotation,Annotation Language,Annotation Type
c226f9f9-3d05-5498-86f3-b5cc7a581880,tg:mpmak:115,Annotations,1,adm.note,Ingebonden tussen fol. 69 links-rechts,Nederlands,remarks
d3bc780d-7e26-55fa-8e90-54ee7fb8785e,tg:mpmak:284,Annotations,1,note.mpmalg,Voorgedrukt en ingevuld formulier,Nederlands,remarks
68cb4d36-8a18-5160-b5c2-6efcecf21aa8,tg:mpmak:142,Annotations,1,adm.note,Los stuk tussen fol. 105 links-rechts,Nederlands,remarks
869e1271-adff-515c-a7a1-ac43980f91bc,tg:mpmak:154,Annotations,1,adm.note,Los stuk 3 tussen fol. 196 links-rechts,Nederlands,remarks
c059022a-13c3-5978-ae98-a89146bc953f,tg:mpmak:197,Annotations,1,adm.note,Los stuk tussen fol. 152 links-rechts,Nederlands,remarks
ed45eb92-593c-5aa0-a37a-f1426cef366f,tg:mpmak:178,Annotations,1,adm.note,Los stuk 4 vooraan,Nederlands,remarks
7414a78c-98c6-5e96-8e7b-e513ba8d8b5b,tg:mpmak:20,Annotations,1,note.mpmalg,De ledenlijst bevat beknopte biografische notities over de aangesloten correctoren,Nederlands,remarks
15565c71-b2cd-5925-96bd-2d1dc9c6594c,tg:mpmak:98,Annotations,1,note.mpmalg,Bevat een aantekening van Henry Graves & Co. inzake het onjuiste totaalbedrag; op het aparte stuk nr. 15 heeft Tessaro het totaalbedrag van de retourzending nagerekend,Nederlands,remarks
15565c71-b2cd-5925-96bd-2d1dc9c6594c,tg:mpmak:98,Annotations,1,adm.note,Tussen fol. 185 links-rechts,Nederlands,remarks
ae061637-9aca-53de-9042-41252b523078,tg:mpmak:210,Annotations,1,adm.note,Los stuk tussen fol. 282 links-rechts,Nederlands,remarks
2f80201a-9d43-50fd-96d5-f30d3559fd0a,tg:mpmak:139,Annotations,1,adm.note,Los stuk 1 tussen fol. 48 links-rechts,Nederlands,remarks
4d8a45d3-21ae-5ba9-9fcf-4217e3692b90,tg:mpmak:61,Annotations,1,adm.note,Los stuk,Nederlands,remarks
5b671649-4092-5832-a1f9-a8ca4b0774e4,tg:mpmak:247,Annotations,1,note.mpmalg,Onvolledig afschrift,Nederlands,remarks
1d9df6f8-63c7-534b-ac8c-e78603455e2d,tg:mpmak:181,Annotations,1,adm.note,Los stuk 7 vooraan,Nederlands,remarks
2dd83a6e-6d3f-583c-b49a-c2a5aa7eff9a,tg:mpmak:36,Annotations,1,note.mpmalg,Gedrukte tekst,Nederlands,remarks
2dd83a6e-6d3f-583c-b49a-c2a5aa7eff9a,tg:mpmak:36,Annotations,2,note.mpmalg,Overige exemplaren:<br>- L 2919 (89 ex.)<br>- A 2646 II 405(I),Nederlands,remarks
2dd83a6e-6d3f-583c-b49a-c2a5aa7eff9a,tg:mpmak:36,Annotations,3,note.mpmalg,Elektronisch beschikbaar via https://dams.antwerpen.be/asset/fNusJMZjkXCqgFNdCms4QEdW#id,Nederlands,remarks
e3d769cf-1a2e-5902-935f-22a2148f5fbd,tg:mpmak:119,Annotations,1,adm.note,Los stuk tussen fol. 332 links-rechts,Nederlands,remarks
e31457a5-0683-5ce7-9025-075a84e9c217,tg:mpmak:41,Annotations,1,note.mpmalg,De versozijde werd als kladpapier gebruikt,Nederlands,remarks
e31457a5-0683-5ce7-9025-075a84e9c217,tg:mpmak:41,Annotations,1,adm.note,Los stuk tussen fol. 36 links-rechts,Nederlands,remarks
fc579b29-8d1b-5c17-86a3-ff3a621e40e2,tg:mpmak:16,Annotations,1,note.mpmalg,"De oorspronkelijke statuten van 1653 bevatten drie bijvoegsels van 1661, 1681 en 1706.",Nederlands,remarks
fc579b29-8d1b-5c17-86a3-ff3a621e40e2,tg:mpmak:16,Annotations,2,note.mpmalg,De statuten werden ondertekend door Balthasar II Moretus en alle werknemers. Gaandeweg kreeg de lijst van ondertekenaars de functie van lijst van aangesloten contribuanten. De namen van nieuwe gezellen werden met de datum van indiensttreding op de lijst aangevuld. Voor de periode 1719-1723 bevat de lijst ook genealogische informatie (leeftijd en geboorteplaats).,Nederlands,remarks
fc579b29-8d1b-5c17-86a3-ff3a621e40e2,tg:mpmak:16,Annotations,1,adm.note,Vooraan ingebonden bij arch. 432,Nederlands,remarks
7a0698d6-a204-5490-b8e0-fffb8f14ba6b,tg:mpmak:267,Annotations,1,adm.note,Los stuk 2,Nederlands,remarks
455d88b3-5367-5215-9cb1-f71a250a87ef,tg:mpmak:158,Annotations,1,adm.note,Los stuk 2 tussen fol. 197 links-rechts,Nederlands,remarks
0a8ad24d-06ef-5fc5-a44c-183b308a695c,tg:mpmak:271,Annotations,1,note.mpmalg,Bedrag: 1867 gulden 12 stuivers wisselgeld,Nederlands,remarks
cab46494-4b6a-50d1-b167-e83bf1094d1e,tg:mpmak:57,Annotations,1,adm.note,Los stuk,Nederlands,remarks
a09ddf78-2739-5937-93b6-198194e27820,tg:mpmak:174,Annotations,1,adm.note,Los stuk tussen fol. 159 links-rechts,Nederlands,remarks
110a609e-10ce-5b9a-9f0c-46a6429730a6,tg:mpmak:94,Annotations,1,adm.note,Tussen fol. 144 links-rechts,Nederlands,remarks
e77ac24e-e805-5670-815e-12673803c9e0,tg:mpmak:123,Annotations,1,adm.note,Los stuk tussen fol. 62 links-rechts,Nederlands,remarks
8404f0ee-b32f-5fad-8069-ebedee163bd6,tg:mpmak:135,Annotations,1,adm.note,Los stuk 2 tussen fol. 161 links-rechts,Nederlands,remarks
42753813-8445-5e18-83c0-4f94166455b9,tg:mpmak:162,Annotations,1,note.mpmalg,"Bevat aantekening: """"Receu ce faulx compte par mains d'Antoine Hierat le 26 febvrier 1644, et à luy montré l'abus.",Nederlands,remarks
42753813-8445-5e18-83c0-4f94166455b9,tg:mpmak:162,Annotations,1,adm.note,Los stuk tussen fol. 14 links-rechts,Nederlands,remarks
435f20e0-08c1-5413-aece-381c7bd3f6d3,tg:mpmak:163,Annotations,1,adm.note,Los stuk tussen fol. 16 links-rechts,Nederlands,remarks
9a0250ef-6ffb-586c-8078-a13e7ca96d71,tg:mpmak:83,Annotations,1,note.mpmalg,Datering afgeleid van het journaal (1676) waarin het stuk werd aangetroffen,Nederlands,remarks
65128915-38c7-5110-b067-9875b71f85f3,tg:mpmak:134,Annotations,1,adm.note,Los stuk 1 tussen fol. 161 links-rechts,Nederlands,remarks
9d0a7a76-4a1f-5e76-9d9a-c170ce0b4e5a,tg:mpmak:95,Annotations,1,adm.note,Tussen fol. 144 links-rechts,Nederlands,remarks
58a41ae2-a013-5625-86b7-f673cf309d41,tg:mpmak:122,Annotations,1,adm.note,Los stuk tussen fol. 57 links-rechts,Nederlands,remarks
81aad390-43d4-53a8-9793-455cf29e2d73,tg:mpmak:319,Annotations,1,note.mpmalg,Bevat handgeschreven kwitantie van Hieronymus V Verdussen,Nederlands,remarks
0aee682c-67c3-530e-9fb6-3daef4a83e33,tg:mpmak:175,Annotations,1,adm.note,Los stuk 1 tussen fol. 15 links-rechts,Nederlands,remarks
d24d9574-5166-5163-aa12-96df01aa9354,tg:mpmak:56,Annotations,1,adm.note,Los stuk,Nederlands,remarks
75ae821c-f613-526a-b1fa-9a3dc0dcea0c,tg:mpmak:270,Annotations,1,note.mpmalg,Bedrag: 140 pond sterling,Nederlands,remarks
75ae821c-f613-526a-b1fa-9a3dc0dcea0c,tg:mpmak:270,Annotations,2,note.mpmalg,Bevat accepto,Nederlands,remarks
c56698bc-1b59-5b37-a978-c248fdbc6484,tg:mpmak:159,Annotations,1,adm.note,Los stuk 2 tussen fol. 208 links-rechts,Nederlands,remarks
db169666-ad45-5492-a977-d03d0fe83423,tg:mpmak:323,Annotations,1,note.mpmalg,Met een contemporaine speld aan fol. 6 van Arch. 667 bevestigd,Nederlands,remarks
b12dfa45-a07e-50f1-83c5-cedb4b653b49,tg:mpmak:266,Annotations,1,adm.note,los stuk 1,Nederlands,remarks
104e5c79-fa17-5407-9624-7a1a766e5e7a,tg:mpmak:118,Annotations,1,adm.note,Ingebonden tussen fol. 332 links-rechts,Nederlands,remarks
0a7cbd31-014c-50c9-b859-96ccad7a604e,tg:mpmak:40,Annotations,1,note.mpmalg,"Lettergieter Hans Pen wordt niet vermeld op de rekening, maar de rekening werd onder zijn naam genoteerd in het werkliedenboek 1640-1664 (Arch. 781 fol. XXX rechts)",Nederlands,remarks
0a7cbd31-014c-50c9-b859-96ccad7a604e,tg:mpmak:40,Annotations,1,adm.note,Los stuk tussen fol. xxxi links en rechts,Nederlands,remarks
c04c9025-0219-5cae-8879-4abbc0af96a5,tg:mpmak:180,Annotations,1,adm.note,Los stuk 6 vooraan,Nederlands,remarks
ee2776b8-9a6c-5094-a710-c7449ca5d9d1,tg:mpmak:37,Annotations,1,adm.note,99 exemplaren,Nederlands,remarks
bfa4a29b-4cf3-5477-b2b0-2b7453c545b0,tg:mpmak:138,Annotations,1,adm.note,Los stuk tussen fol. 188 links-rechts,Nederlands,remarks
a5f746ec-15ca-5fc5-b2c4-1e328cb6ecf6,tg:mpmak:60,Annotations,1,adm.note,Los stuk,Nederlands,remarks
d346f0df-c6c8-5f22-8fa5-204ba7ac283a,tg:mpmak:211,Annotations,1,adm.note,Los stuk tussen fol. 12 links-rechts,Nederlands,remarks
ee6fbec6-15e3-5af2-b4cb-e99b17cc8283,tg:mpmak:354,Annotations,1,adm.note,los stuk tussen fol. 33 links-rechts,Nederlands,remarks
2330a784-8542-5882-a402-eaaf22526c32,tg:mpmak:196,Annotations,1,adm.note,Los stuk tussen fol. 148 links-rechts,Nederlands,remarks
