ResourceID,brocade.id,Archive Brocade ID,card,order,Archive Name,Archive Identifier
0003bed5-1095-59f9-9fda-0b28621036c2,tg:rubgr:3571,isad:rub:3021,Archives,1,7: From Bruegel to Rubens - Bruegel & Bosch - Bruegel & M. Van Cleve - Naer het leven - Small Landscape Series (AFG_095-100),{'url':'https://id.rubenianum.be//ark:/86530/0003bed5-1095-59f9-9fda-0b28621036c2'}
00055374-fc1d-5219-9dee-6ae68900dac0,tg:rubgr:4203,isad:rub:3031,Archives,1,17: Europalia Brussels 1980 (AFG_110),{'url':'https://id.rubenianum.be//ark:/86530/00055374-fc1d-5219-9dee-6ae68900dac0'}
00063283-a40e-5d5b-9b91-007a96b240a7,tg:rubgr:4331,isad:rub:3032,Archives,1,18: Notes & Printed Material (AFG_111),{'url':'https://id.rubenianum.be//ark:/86530/00063283-a40e-5d5b-9b91-007a96b240a7'}
000ac70b-96b8-52d4-bfe4-8f9c55c1ece4,tg:rubgr:736,isad:rub:2947,Archives,1,Map 2 (AFG_017),{'url':'https://id.rubenianum.be//ark:/86530/000ac70b-96b8-52d4-bfe4-8f9c55c1ece4'}
000ff58c-8da2-5de4-8de2-258546342e4a,tg:rubgr:4808,isad:rub:3054,Archives,1,39: Epitaph - Ortelius & relation to artists - De Vos (AFG_132),{'url':'https://id.rubenianum.be//ark:/86530/000ff58c-8da2-5de4-8de2-258546342e4a'}
001907f7-464a-5fa9-b9b1-2ef619e34788,tg:rubgr:5113,isad:rub:3064,Archives,1,49: Stridbeck Disputation Sweden (AFG_142),{'url':'https://id.rubenianum.be//ark:/86530/001907f7-464a-5fa9-b9b1-2ef619e34788'}
0023fdaa-5c11-5eb2-bec6-5a797050d2d9,tg:rubgr:4253,isad:rub:3032,Archives,1,18: Notes & Printed Material (AFG_111),{'url':'https://id.rubenianum.be//ark:/86530/0023fdaa-5c11-5eb2-bec6-5a797050d2d9'}
0026ec43-7504-50fd-aae5-328c6d548009,tg:rubgr:2856,isad:rub:3016,Archives,1,2: Introduction - Inventories (AFG_086),{'url':'https://id.rubenianum.be//ark:/86530/0026ec43-7504-50fd-aae5-328c6d548009'}
00464301-8d7a-518d-ab52-aa304a0127e0,tg:rubgr:4567,isad:rub:3038,Archives,1,24: Paintings & Drawings after Bruegel (AFG_117),{'url':'https://id.rubenianum.be//ark:/86530/00464301-8d7a-518d-ab52-aa304a0127e0'}
00562a9f-cb92-5a05-8e7c-a56fc79417b2,tg:rubgr:1267,isad:rub:2963,Archives,1,Map 5 (AFG_033),{'url':'https://id.rubenianum.be//ark:/86530/00562a9f-cb92-5a05-8e7c-a56fc79417b2'}
0071fe46-83f0-5b65-af9f-03be1659f189,tg:rubgr:3185,isad:rub:3018,Archives,1,"4: Doubtful & wrong attributions, copies, lost pictures (AFG_088-092)",{'url':'https://id.rubenianum.be//ark:/86530/0071fe46-83f0-5b65-af9f-03be1659f189'}
0072f1a3-671f-5715-be6e-f78b1d091765,tg:rubgr:176,isad:rub:2933,Archives,1,Map 1 (AFG_003),{'url':'https://id.rubenianum.be//ark:/86530/0072f1a3-671f-5715-be6e-f78b1d091765'}
