Brocade ID,ResourceID,card,order,ISAAR Brocade ID,Entity Identifier,ire.type.value,Entity Type,Entity Name,Relation Type
tg:rubgr:683,4b49359d-c991-5d73-9a5b-e7525f5101fc,ISAAR_Relations,1,au::18500,{'url': 'https://anet.be/record/isaarlh/au::18500'},kw,Persoon,Charles de Tolnay,Trefwoord
tg:rubgr:2999,4a97664d-dba3-5308-984c-31204cee7bf2,ISAAR_Relations,1,au::2463,{'url': 'https://anet.be/record/isaarlh/au::2463'},kw,Persoon,Jeroen Bosch,Trefwoord
tg:rubgr:2130,b425a01e-0135-5b76-a417-863e10986d85,ISAAR_Relations,1,au::3025,{'url': 'https://anet.be/record/isaarlh/au::3025'},kw,Persoon,Jan Brueghel,Trefwoord
tg:rubgr:2130,b425a01e-0135-5b76-a417-863e10986d85,ISAAR_Relations,2,au::5346,{'url': 'https://anet.be/record/isaarlh/au::5346'},kw,Persoon,Jan Denucé,Trefwoord
tg:rubgr:2130,b425a01e-0135-5b76-a417-863e10986d85,ISAAR_Relations,3,au::28177,{'url': 'https://anet.be/record/isaarlh/au::28177'},kw,Persoon,Gustave Glück,Trefwoord
tg:rubgr:2075,2ca4f09a-199b-52fc-813d-6b117f4a0983,ISAAR_Relations,1,au::32507,{'url': 'https://anet.be/record/isaarlh/au::32507'},kw,Organisatie,Grafische Sammlung Albertina,Trefwoord
tg:rubgr:2425,8b5f6e55-d7b4-509b-8a64-bb87dd2ca4ea,ISAAR_Relations,1,au::111146,{'url': 'https://anet.be/record/isaarlh/au::111146'},be,Persoon,Fritz Grossmann,Bestemmeling
tg:rubgr:3664,b054fb3a-43e0-5770-af6e-03df58406ab5,ISAAR_Relations,1,au::16398,{'url': 'https://anet.be/record/isaarlh/au::16398'},kw,Persoon,Roelandt Savery,Trefwoord
tg:rubgr:3664,b054fb3a-43e0-5770-af6e-03df58406ab5,ISAAR_Relations,2,au::22658,{'url': 'https://anet.be/record/isaarlh/au::22658'},kw,Organisatie,British Museum [Londen (GB)],Trefwoord
tg:rubgr:396,353d1bea-869d-55ba-8541-cb90e5330b2c,ISAAR_Relations,1,au::6813,{'url': 'https://anet.be/record/isaarlh/au::6813'},kw,Persoon,Frans Floris,Trefwoord
tg:rubgr:396,353d1bea-869d-55ba-8541-cb90e5330b2c,ISAAR_Relations,2,au::28097,{'url': 'https://anet.be/record/isaarlh/au::28097'},kw,Organisatie,Kunsthistorisches Museum [Wenen (A)],Trefwoord
tg:rubgr:1209,8042eaa7-0073-558c-945d-d5bad0bf545f,ISAAR_Relations,1,au::28097,{'url': 'https://anet.be/record/isaarlh/au::28097'},kw,Organisatie,Kunsthistorisches Museum [Wenen (A)],Trefwoord
tg:rubgr:1823,33f2d377-ac3c-5327-a7be-23f4e590d677,ISAAR_Relations,1,au::5346,{'url': 'https://anet.be/record/isaarlh/au::5346'},kw,Persoon,Jan Denucé,Trefwoord
tg:rubgr:1823,33f2d377-ac3c-5327-a7be-23f4e590d677,ISAAR_Relations,2,au::28177,{'url': 'https://anet.be/record/isaarlh/au::28177'},kw,Persoon,Gustave Glück,Trefwoord
tg:rubgr:1989,c6d9e256-6a1e-5a3a-9925-b584353913a0,ISAAR_Relations,1,au::3025,{'url': 'https://anet.be/record/isaarlh/au::3025'},kw,Persoon,Jan Brueghel,Trefwoord
tg:rubgr:4322,6865645d-835d-5edb-a6fa-84e89256c876,ISAAR_Relations,1,au::45623,{'url': 'https://anet.be/record/isaarlh/au::45623'},kw,Persoon,Joachim Patenir,Trefwoord
tg:rubgr:115,31feeb3a-8d5d-5dde-8b5b-33c786c3bd5d,ISAAR_Relations,1,au::54822,{'url': 'https://anet.be/record/isaarlh/au::54822'},kw,Persoon,François Rabelais,Trefwoord
tg:rubgr:1120,04fbc0f6-7964-5fec-aa99-f37952fc1df4,ISAAR_Relations,1,au::3025,{'url': 'https://anet.be/record/isaarlh/au::3025'},kw,Persoon,Jan Brueghel,Trefwoord
tg:rubgr:1570,82f085c3-e0a3-5d76-9b29-318ffab0e03e,ISAAR_Relations,1,au::3028,{'url': 'https://anet.be/record/isaarlh/au::3028'},kw,Persoon,Pieter Brueghel De Oude,Trefwoord
tg:rubgr:1570,82f085c3-e0a3-5d76-9b29-318ffab0e03e,ISAAR_Relations,2,au::24804,{'url': 'https://anet.be/record/isaarlh/au::24804'},kw,Organisatie,Palais du Louvre,Trefwoord
tg:rubgr:1570,82f085c3-e0a3-5d76-9b29-318ffab0e03e,ISAAR_Relations,3,au::1194,{'url': 'https://anet.be/record/isaarlh/au::1194'},kw,Persoon,Dirk Bax,Trefwoord
tg:rubgr:3408,11b2138e-74e7-521f-b189-c1f953def81f,ISAAR_Relations,1,au::18500,{'url': 'https://anet.be/record/isaarlh/au::18500'},kw,Persoon,Charles de Tolnay,Trefwoord
tg:rubgr:3408,11b2138e-74e7-521f-b189-c1f953def81f,ISAAR_Relations,2,au::3232,{'url': 'https://anet.be/record/isaarlh/au::3232'},kw,Persoon,Ludwig Burchard,Trefwoord
tg:rubgr:4637,531cf614-2c68-518e-b586-bd494618926d,ISAAR_Relations,1,au::3027,{'url': 'https://anet.be/record/isaarlh/au::3027'},kw,Persoon,Pieter Brueghel De Jonge,Trefwoord
tg:rubgr:4637,531cf614-2c68-518e-b586-bd494618926d,ISAAR_Relations,2,au::111146,{'url': 'https://anet.be/record/isaarlh/au::111146'},bs,Persoon,Fritz Grossmann,Briefschrijver
tg:rubgr:400,6c64f22d-2d5d-5661-a80e-c279a5bfc831,ISAAR_Relations,1,au::110014,{'url': 'https://anet.be/record/isaarlh/au::110014'},kw,Persoon,Jan Gerrit van Gelder,Trefwoord
tg:rubgr:400,6c64f22d-2d5d-5661-a80e-c279a5bfc831,ISAAR_Relations,2,au::18500,{'url': 'https://anet.be/record/isaarlh/au::18500'},kw,Persoon,Charles de Tolnay,Trefwoord
tg:rubgr:1966,0bcab4b7-8d1d-5d86-a490-a1f7ec90800d,ISAAR_Relations,1,au::111146,{'url': 'https://anet.be/record/isaarlh/au::111146'},bs,Persoon,Fritz Grossmann,Briefschrijver
tg:rubgr:2219,bb62a898-50a6-50b3-a44e-2f9e060e9e81,ISAAR_Relations,1,au::3027,{'url': 'https://anet.be/record/isaarlh/au::3027'},kw,Persoon,Pieter Brueghel De Jonge,Trefwoord
tg:rubgr:5026,3c2bcf4c-2a4e-528a-8dcb-b2d9aaaf1fed,ISAAR_Relations,1,au::28177,{'url': 'https://anet.be/record/isaarlh/au::28177'},kw,Persoon,Gustave Glück,Trefwoord
tg:rubgr:5026,3c2bcf4c-2a4e-528a-8dcb-b2d9aaaf1fed,ISAAR_Relations,2,au::111146,{'url': 'https://anet.be/record/isaarlh/au::111146'},be,Persoon,Fritz Grossmann,Bestemmeling
tg:rubgr:5026,3c2bcf4c-2a4e-528a-8dcb-b2d9aaaf1fed,ISAAR_Relations,3,au::28177,{'url': 'https://anet.be/record/isaarlh/au::28177'},bs,Persoon,Gustave Glück,Briefschrijver
tg:rubgr:4119,5106b653-34ce-568b-a589-321045ea8df2,ISAAR_Relations,1,au::14164,{'url': 'https://anet.be/record/isaarlh/au::14164'},kw,Persoon,Abraham Ortelius,Trefwoord
tg:rubgr:3326,443d95f3-e455-5e8a-8463-56421a30fb26,ISAAR_Relations,1,au::28097,{'url': 'https://anet.be/record/isaarlh/au::28097'},kw,Organisatie,Kunsthistorisches Museum [Wenen (A)],Trefwoord
tg:rubgr:3776,675ad524-cfb6-5d06-9684-ac3f31dd37ec,ISAAR_Relations,1,au::111146,{'url': 'https://anet.be/record/isaarlh/au::111146'},bs,Persoon,Fritz Grossmann,Briefschrijver
tg:rubgr:3799,32e4eb8d-a113-5c79-a6c7-a4fccf150f52,ISAAR_Relations,1,au::16398,{'url': 'https://anet.be/record/isaarlh/au::16398'},kw,Persoon,Roelandt Savery,Trefwoord
tg:rubgr:3633,c64486c7-ca7c-50cb-a364-d6818b775779,ISAAR_Relations,1,au::18500,{'url': 'https://anet.be/record/isaarlh/au::18500'},kw,Persoon,Charles de Tolnay,Trefwoord
tg:rubgr:2921,b30d8240-2015-58a6-908f-bdd8020b27d0,ISAAR_Relations,1,au::4114,{'url': 'https://anet.be/record/isaarlh/au::4114'},kw,Persoon,Pieter Coecke,Trefwoord
tg:rubgr:2188,1fe0af91-d0d6-5d5c-a2eb-ad5ec544a1c9,ISAAR_Relations,1,au::13305,{'url': 'https://anet.be/record/isaarlh/au::13305'},kw,Organisatie,Museum Mayer-Van den Bergh,Trefwoord
tg:rubgr:2022,2e48946a-6634-5a76-a87d-0d025b40e35e,ISAAR_Relations,1,au::107091,{'url': 'https://anet.be/record/isaarlh/au::107091'},kw,Persoon,Pieter Balten,Trefwoord
tg:rubgr:1527,60a7ed78-29f0-5074-b651-1fe965b6967a,ISAAR_Relations,1,au::4114,{'url': 'https://anet.be/record/isaarlh/au::4114'},kw,Persoon,Pieter Coecke,Trefwoord
tg:rubgr:1177,66f93fc0-a409-50c8-b7dd-a2d40ade7e93,ISAAR_Relations,1,au::24498,{'url': 'https://anet.be/record/isaarlh/au::24498'},kw,Organisatie,Fievez [Brussel],Trefwoord
tg:rubgr:4375,fcca69b7-8694-5e9f-a294-84ae17d30d44,ISAAR_Relations,1,au::18500,{'url': 'https://anet.be/record/isaarlh/au::18500'},kw,Persoon,Charles de Tolnay,Trefwoord
tg:rubgr:142,e5ecf9b6-1d4c-50c9-95e6-1013d54013e5,ISAAR_Relations,1,au::9845,{'url': 'https://anet.be/record/isaarlh/au::9845'},kw,Persoon,Jacob Jordaens,Trefwoord
tg:rubgr:142,e5ecf9b6-1d4c-50c9-95e6-1013d54013e5,ISAAR_Relations,2,au::9228,{'url': 'https://anet.be/record/isaarlh/au::9228'},kw,Persoon,Roger Adolf d' Hulst,Trefwoord
tg:rubgr:142,e5ecf9b6-1d4c-50c9-95e6-1013d54013e5,ISAAR_Relations,3,au::111146,{'url': 'https://anet.be/record/isaarlh/au::111146'},be,Persoon,Fritz Grossmann,Bestemmeling
tg:rubgr:142,e5ecf9b6-1d4c-50c9-95e6-1013d54013e5,ISAAR_Relations,4,au::9228,{'url': 'https://anet.be/record/isaarlh/au::9228'},bs,Persoon,Roger Adolf d' Hulst,Briefschrijver
tg:rubgr:5134,d6b93a71-5062-53d8-a45f-2068f718a811,ISAAR_Relations,1,au::28158,{'url': 'https://anet.be/record/isaarlh/au::28158'},kw,Organisatie,Bayerische Staats-Gemäldesammlungen [München (D)],Trefwoord
tg:rubgr:5134,d6b93a71-5062-53d8-a45f-2068f718a811,ISAAR_Relations,2,au::111146,{'url': 'https://anet.be/record/isaarlh/au::111146'},be,Persoon,Fritz Grossmann,Bestemmeling
tg:rubgr:1874,ea56551b-1143-5c33-aa7d-fda9ed25be41,ISAAR_Relations,1,au::18500,{'url': 'https://anet.be/record/isaarlh/au::18500'},kw,Persoon,Charles de Tolnay,Trefwoord
tg:rubgr:1874,ea56551b-1143-5c33-aa7d-fda9ed25be41,ISAAR_Relations,2,au::111146,{'url': 'https://anet.be/record/isaarlh/au::111146'},be,Persoon,Fritz Grossmann,Bestemmeling
