ResourceID,brocade.id,card,order,note,Annotation,Annotation Type,Annotation Language
536e9755-fd98-5f58-b08a-9400cbcf76f7,tg:rubgr:1225,Annotations,1,note.rubalg,Zie ook **RA 009 / 228**.,Algemeen,Nederlands
ec79db82-8e6e-50c3-854c-a05c5b1f21d5,tg:rubgr:247,Annotations,1,note.rubalg,http://www.dbnl.org/titels/titel.php?id=oest001dieb01,Algemeen,Nederlands
7205106a-92b0-57a9-96a0-703503d19275,tg:rubgr:1028,Annotations,1,note.rubpub,The Missal : compiled by lawful authority from the Missale Romanum : a new edition agreeable with the Vatican typical edition :  together with a supplement containing the additional masses used in English-speaking countries and those for the greater feasts of the principal religious orders,Gerelateerde publicatie,Nederlands
551026ab-1969-5941-912a-b267f9d3a140,tg:rubgr:271,Annotations,1,note.rubalg,http://gallica.bnf.fr/ark:/12148/bpt6k5625727m,Algemeen,Nederlands
ca91ea26-bfff-5961-b894-6c9ee193d370,tg:rubgr:114,Annotations,1,note.rubalg,blad 2: beschadigd,Algemeen,Nederlands
69d232b3-13c8-5fc9-851a-11c177c05a56,tg:rubgr:1208,Annotations,1,note.rubalg,Zie ook **RA 009 / 228**.,Algemeen,Nederlands
cafb098b-c775-5106-a890-a60c5396815a,tg:rubgr:1239,Annotations,1,note.rubalg,Zie ook **RA 009 / 228**.,Algemeen,Nederlands
7bc83c20-9564-5272-b8db-5ad3a3a27cf7,tg:rubgr:1690,Annotations,1,note.rubalg,document onvolledig: bevat enkel de bijlage,Algemeen,Nederlands
cfe9a50e-15c3-5603-9629-5ebaf1a78d99,tg:rubgr:352,Annotations,1,note.rubalg,http://www.zeno.org/nid/20004755227,Algemeen,Nederlands
94dd456a-5a2d-5392-8d75-a1e871c34561,tg:rubgr:201,Annotations,1,note.rubalg,http://digi.ub.uni-heidelberg.de/diglit/helbing1933_11_02_bd2/0010,Algemeen,Nederlands
94dd456a-5a2d-5392-8d75-a1e871c34561,tg:rubgr:201,Annotations,2,note.rubalg,http://arcade.nyarc.org/record=b1093068~S7,Algemeen,Nederlands
e03e2fb0-ffc0-58ed-b220-af8624cb9bd6,tg:rubgr:3710,Annotations,1,note.rubalg,Op achterzijde van AFG_098_020,Algemeen,Nederlands
3efd20e7-fd4a-5a9a-b31f-e0dd5bab5f5b,tg:rubgr:431,Annotations,1,note.rubalg,http://digi.ub.uni-heidelberg.de/diglit/cpg76/0001?sid=b7d3baac5335a6b95be5ff650fa976cb,Algemeen,Nederlands
0c88f3f6-288e-5782-8aee-0204878f5911,tg:rubgr:93,Annotations,1,note.rubalg,"Grossmann 1955, p. 189, nr. 3",Algemeen,Nederlands
0b2598b4-2daa-59d7-bbbd-a7e517e1c11a,tg:rubgr:364,Annotations,1,note.rubalg,AFG: R85/417b,Algemeen,Nederlands
fab29d32-5f88-5809-8b32-baed852800d1,tg:rubgr:799,Annotations,1,note.rubalg,datum onleesbaar,Algemeen,Nederlands
ec00f51b-7b4a-5cc4-b9a1-c7b1ee66bce7,tg:rubgr:1221,Annotations,1,note.rubalg,Zie ook **RA 009 / 228**.,Algemeen,Nederlands
6fbf689f-c91e-5463-a2f4-49a421add01f,tg:rubgr:366,Annotations,1,note.rubalg,"http://www.geschkult.fu-berlin.de/e/jancke-quellenkunde/verzeichnis/s/v_schwarz/index.html
http://www.bildindex.de/obj20505003.html#|home",Algemeen,Nederlands
35930fde-51f0-5566-a72e-e3da992efd42,tg:rubgr:249,Annotations,1,note.rubalg,"British Library: Contrasto di carnesciale et della quaresima: Microfiche: Primary Source Microfilm (an imprint of Cengage Learning), 2006. Incunabula: the Printing Revolution in Europe 1455-1500. Unit 75 - Printing in Florence Part III, FL 223;",Algemeen,Nederlands
d8aaa8f2-5a13-5fa4-8253-fb6aa53f48f7,tg:rubgr:1207,Annotations,1,note.rubalg,Zie ook **RA 009 / 228**.,Algemeen,Nederlands
cfa1a910-6da9-529d-9fef-7330e249dba9,tg:rubgr:42,Annotations,1,note.rubalg,Bijlage: 2 fotokopieën; 3 foto's.,Algemeen,Nederlands
d6cff6a4-801f-59ed-8d3f-b166064d24a7,tg:rubgr:655,Annotations,1,note.rubalg,http://www.bl.uk/catalogues/illuminatedmanuscripts/welcome.htm,Algemeen,Nederlands
5cdd8699-065c-522f-8332-6843378164ca,tg:rubgr:205,Annotations,1,note.rubalg,http://bestiary.ca/etext/druce1919 (gedownload),Algemeen,Nederlands
