ResourceID,order,db,record.id,brocade_place_name,Creation Place Note,au_id,au_uuid,au_place_name,Creation Place Note Type,Creation Place Note Language,Creation Place Widget
0098cdee-ea2f-53eb-908f-1c9d09c3f822,1,lhtk,tg:lhtk:9573,Hakendover,,au::101004,e18b592f-e93b-50a2-9a42-2ffe386e2e9e,Hakendover (Tienen),,,"dlod={""name"":""Hakendover (Tienen)"",""ark"":""ark:/83110/x0/e18b592f-e93b-50a2-9a42-2ffe386e2e9e"",""uri"":""/subjects/14279"",""id"":""au::101004"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
00d0df89-4369-531b-8608-1a4f59942954,1,lhtk,tg:lhtk:12502,onbekend,onbekend,,,,remarks,Nederlands,
01380183-ddd2-541a-95e0-c343626926d5,1,lhtk,tg:lhtk:12423,onbekend,onbekend,,,,remarks,Nederlands,
0163d625-d171-5d7e-b956-dde285b1c965,1,lhtk,tg:lhtk:12658,onbekend,onbekend,,,,remarks,Nederlands,
016663cc-9e19-5ae1-8299-a6a67ab7a587,1,lhtk,tg:lhtk:12317,onbekend,onbekend,,,,remarks,Nederlands,
02a1da57-f00a-5a16-a291-5629a160ea93,1,lhtk,tg:lhtk:12781,onbekend,onbekend,,,,remarks,Nederlands,
02ea5d84-57a8-5971-b827-f0683dad0e6b,1,lhtk,tg:lhtk:12594,onbekend,onbekend,,,,remarks,Nederlands,
0308c947-d8d1-58c2-88fc-50f9219413b4,1,lhtk,tg:lhtk:12509,onbekend,onbekend,,,,remarks,Nederlands,
04197e14-886e-5f85-807f-9ba2a0402221,1,lhtk,tg:lhtk:12746,onbekend,onbekend,,,,remarks,Nederlands,
04f15f91-32f3-5bd4-bfe1-c79d289d1f2a,1,lhtk,tg:lhtk:12519,onbekend,onbekend,,,,remarks,Nederlands,
05bd2a53-9bfc-5074-925e-153e67355d19,1,lhtk,tg:lhtk:12665,onbekend,onbekend,,,,remarks,Nederlands,
05c4a675-9f8f-56c8-ad94-ee55e3c3f964,1,lhtk,tg:lhtk:12473,onbekend,onbekend,,,,remarks,Nederlands,
067cd398-1426-5c08-8008-f292eb5518d2,1,lhtk,tg:lhtk:12371,onbekend,onbekend,,,,remarks,Nederlands,
06a7187e-661b-5b89-9d08-f71fdd88b048,1,lhtk,tg:lhtk:12436,onbekend,onbekend,,,,remarks,Nederlands,
06b1896a-b75b-5ab7-90da-2a26b8f255a7,1,lhtk,tg:lhtk:12695,onbekend,onbekend,,,,remarks,Nederlands,
07db768b-94c1-5dc5-8393-cba0c291cf1c,1,lhtk,tg:lhtk:12703,onbekend,onbekend,,,,remarks,Nederlands,
080015c5-fa13-5075-85af-5501f7a7f91a,1,lhtk,tg:lhtk:12440,onbekend,onbekend,,,,remarks,Nederlands,
0a09f0c9-3b79-5963-92ad-a9033231a634,1,lhtk,tg:lhtk:12617,onbekend,onbekend,,,,remarks,Nederlands,
0b4f67f7-0ee7-5e53-870c-09843f03a526,1,lhtk,tg:lhtk:12504,onbekend,onbekend,,,,remarks,Nederlands,
0b565238-72d5-51e2-b631-c211ba40e1c4,1,lhtk,tg:lhtk:12752,onbekend,onbekend,,,,remarks,Nederlands,
0bd1cd65-6aca-5791-b362-d916f124d358,1,lhtk,tg:lhtk:12628,onbekend,onbekend,,,,remarks,Nederlands,
0c2a30a7-128f-5361-83b5-f5c597061102,1,lhtk,tg:lhtk:12444,onbekend,onbekend,,,,remarks,Nederlands,
0cc6da0b-601d-569e-880b-b0799523a662,1,lhtk,tg:lhtk:10135,Hakendover,,au::101004,e18b592f-e93b-50a2-9a42-2ffe386e2e9e,Hakendover (Tienen),,,"dlod={""name"":""Hakendover (Tienen)"",""ark"":""ark:/83110/x0/e18b592f-e93b-50a2-9a42-2ffe386e2e9e"",""uri"":""/subjects/14279"",""id"":""au::101004"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
0d393e7b-4509-5629-9dac-38b0f93dbf20,1,lhtk,tg:lhtk:12456,onbekend,onbekend,,,,remarks,Nederlands,
0e6b2a36-730c-5b35-937e-d7a5e5ef8239,1,lhtk,tg:lhtk:12448,onbekend,onbekend,,,,remarks,Nederlands,
0f51fcf5-d0a1-5eca-a8c4-eb4f734b642d,1,lhtk,tg:lhtk:12698,onbekend,onbekend,,,,remarks,Nederlands,
0f5aa5d1-5694-54b4-8751-6ae5ca6f0217,1,lhtk,tg:lhtk:12286,onbekend,onbekend,,,,remarks,Nederlands,
0fc05605-23a7-5588-b493-afe109182cf9,1,lhtk,tg:lhtk:12392,onbekend,onbekend,,,,remarks,Nederlands,
113970e0-bbe3-5c7a-89fd-a9156aa06497,1,lhtk,tg:lhtk:12604,onbekend,onbekend,,,,remarks,Nederlands,
116075c3-3603-5091-8625-64c86030a240,1,lhtk,tg:lhtk:12474,onbekend,onbekend,,,,remarks,Nederlands,
11a4b329-3bdc-5aef-9800-83f636ef0e51,1,lhtk,tg:lhtk:12511,onbekend,onbekend,,,,remarks,Nederlands,
11c0a36c-f2b8-566d-8e47-557ec24abaa9,1,lhtk,tg:lhtk:12758,onbekend,onbekend,,,,remarks,Nederlands,
123d0e6b-e279-5836-8193-72fecb3149d6,1,lhtk,tg:lhtk:12242,onbekend,onbekend,,,,remarks,Nederlands,
124de665-0c01-54a8-8a83-9b8d990ebafb,1,lhtk,tg:lhtk:9590,Borgerhout,,au::100146,2a47c5b4-f92c-5a05-a57f-cb348283e861,Borgerhout (Antwerpen),,,"dlod={""name"":""Borgerhout (Antwerpen)"",""ark"":""ark:/83110/x0/2a47c5b4-f92c-5a05-a57f-cb348283e861"",""uri"":""/subjects/11408"",""id"":""au::100146"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
12b572f3-8888-54fc-b413-2af845301194,1,lhtk,tg:lhtk:12521,onbekend,onbekend,,,,remarks,Nederlands,
154f8e7d-7e50-5391-9245-e9ba7ff3d175,1,lhtk,tg:lhtk:12356,onbekend,onbekend,,,,remarks,Nederlands,
170489e7-cea0-5282-89c5-bf18e2b177db,1,lhtk,tg:lhtk:12586,onbekend,onbekend,,,,remarks,Nederlands,
1871c90c-9a5b-5795-917a-19e2a9004f5e,1,lhtk,tg:lhtk:12697,onbekend,onbekend,,,,remarks,Nederlands,
187fa5ab-c397-5495-981c-bfbd7472a703,1,lhtk,tg:lhtk:12289,onbekend,onbekend,,,,remarks,Nederlands,
18d4f5ff-0ea7-51db-9b29-3f6c3e95f415,1,lhtk,tg:lhtk:12535,onbekend,onbekend,,,,remarks,Nederlands,
18e4eb84-3565-5d5c-9738-a54f3b43fe45,1,lhtk,tg:lhtk:12461,onbekend,onbekend,,,,remarks,Nederlands,
18ed8f7d-1fbc-5213-aef3-49c4639fc16f,1,lhtk,tg:lhtk:12431,onbekend,onbekend,,,,remarks,Nederlands,
1914a5c3-f471-524f-863b-88e9d8c1ec5c,1,lhtk,tg:lhtk:12269,onbekend,onbekend,,,,remarks,Nederlands,
191c8e5e-f4d4-550c-a837-6b6170f63b5d,1,lhtk,tg:lhtk:12305,onbekend,onbekend,,,,remarks,Nederlands,
19646bb8-4440-528f-9d6f-bb1fbc9068be,1,lhtk,tg:lhtk:12734,onbekend,onbekend,,,,remarks,Nederlands,
19c1de7c-cae4-5723-a174-a575c6e23477,1,lhtk,tg:lhtk:12546,onbekend,onbekend,,,,remarks,Nederlands,
1ad471f7-5d57-5df5-9ce4-3ce57705de31,1,lhtk,tg:lhtk:12308,onbekend,onbekend,,,,remarks,Nederlands,
1b4a89f7-ec7f-522c-b5e0-510df1cd8f5f,1,lhtk,tg:lhtk:12402,onbekend,onbekend,,,,remarks,Nederlands,
1b77c836-56c2-5b4f-bd10-200106a5e840,1,lhtk,tg:lhtk:12241,onbekend,onbekend,,,,remarks,Nederlands,
1ce064e0-8206-5d0d-bc06-b5eb87ece014,1,lhtk,tg:lhtk:12534,onbekend,onbekend,,,,remarks,Nederlands,
1d858889-ffdc-5f18-aee0-ffb2f2bec3d1,1,lhtk,tg:lhtk:12299,onbekend,onbekend,,,,remarks,Nederlands,
1e5e36c3-4287-5d46-bcf1-7a7f3a8d92de,1,lhtk,tg:lhtk:12636,onbekend,onbekend,,,,remarks,Nederlands,
1e7ca853-f3f9-5a59-bc8b-6c0ef4adcc00,1,lhtk,tg:lhtk:12514,onbekend,onbekend,,,,remarks,Nederlands,
1ecf1949-1ed5-5921-a576-30d5c89d21ea,1,lhtk,tg:lhtk:12438,onbekend,onbekend,,,,remarks,Nederlands,
1ffbc3bf-8ebd-5ef3-9786-b26a5025cab9,1,lhtk,tg:lhtk:12442,onbekend,onbekend,,,,remarks,Nederlands,
20bc2c11-dd5c-5ac1-ab4d-68fe1c76d66f,1,lhtk,tg:lhtk:12515,onbekend,onbekend,,,,remarks,Nederlands,
2166d61a-0eef-5993-ac45-9b4bac6f5120,1,lhtk,tg:lhtk:12467,onbekend,onbekend,,,,remarks,Nederlands,
229e167c-c140-547f-92ea-ca880315786a,1,lhtk,tg:lhtk:12696,onbekend,onbekend,,,,remarks,Nederlands,
22be06bf-5677-5c51-aeea-ac13041c4d9b,1,lhtk,tg:lhtk:12672,onbekend,onbekend,,,,remarks,Nederlands,
2412bd9b-8e86-529a-bf3a-87bcb07eea82,1,lhtk,tg:lhtk:12414,onbekend,onbekend,,,,remarks,Nederlands,
2501d6c8-1dcc-5017-b676-83af60470c33,1,lhtk,tg:lhtk:12292,onbekend,onbekend,,,,remarks,Nederlands,
255fc804-0989-56ac-bee2-51835046eed3,1,lhtk,tg:lhtk:10151,Hakendover,,au::101004,e18b592f-e93b-50a2-9a42-2ffe386e2e9e,Hakendover (Tienen),,,"dlod={""name"":""Hakendover (Tienen)"",""ark"":""ark:/83110/x0/e18b592f-e93b-50a2-9a42-2ffe386e2e9e"",""uri"":""/subjects/14279"",""id"":""au::101004"",""isCapacity"":false,""orgID"":""digipolis"",""suggestType"":""place""}"
26227127-66ca-5a07-93b1-2e8f09fd210d,1,lhtk,tg:lhtk:12424,onbekend,onbekend,,,,remarks,Nederlands,
26954acf-aa9b-5cc1-916b-66fd8d00c1f6,1,lhtk,tg:lhtk:12419,onbekend,onbekend,,,,remarks,Nederlands,
27a9695f-9572-5460-a716-4d71178324f3,1,lhtk,tg:lhtk:12540,onbekend,onbekend,,,,remarks,Nederlands,
2815b87e-2d13-51fa-8150-9a41c04bf8ba,1,lhtk,tg:lhtk:12427,onbekend,onbekend,,,,remarks,Nederlands,
296324da-3f3e-5cc2-a53f-11703c9cf073,1,lhtk,tg:lhtk:12243,onbekend,onbekend,,,,remarks,Nederlands,
2a6faa76-3534-5f2f-aee1-32651c74d913,1,lhtk,tg:lhtk:12469,onbekend,onbekend,,,,remarks,Nederlands,
2b98f801-1de1-5351-b17e-496f397dd01f,1,lhtk,tg:lhtk:12332,onbekend,onbekend,,,,remarks,Nederlands,
2c669735-8b17-5176-8f68-bbe72ef02314,1,lhtk,tg:lhtk:12388,onbekend,onbekend,,,,remarks,Nederlands,
2c9f5c75-e8cb-506e-8172-6eeb078fa836,1,lhtk,tg:lhtk:12451,onbekend,onbekend,,,,remarks,Nederlands,
