ResourceID,brocade.id,card,order,Acquisition Brocade ID,Acquisition Widget,Acquisition Identifier
2e6f3398-d238-54c5-9ba6-a3683fbdf689,tg:lhaq:21_#1,e22_Acquisitions,1,tr:lh:7404,"dlod={""name"":""Archiefstukken van Fernand Cornet"",""ark"":""ark:/24970/x0/9f3263be-63f8-54ed-b709-5c543f5a4b55"",""uri"":""/repositories/11/accessions/12478"",""id"":""tr:lh:7404"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/9f3263be-63f8-54ed-b709-5c543f5a4b55
af8e72bc-abcf-5d4d-8eb0-983dc5958ccd,tg:lhaq:8853_#1,e22_Acquisitions,1,tr:lh:7497,"dlod={""name"":""Archiefstukken van Lode Sebregts"",""ark"":""ark:/24970/x0/bb580e27-07d6-5982-9d13-4e2835cbf5e2"",""uri"":""/repositories/11/accessions/12699"",""id"":""tr:lh:7497"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/bb580e27-07d6-5982-9d13-4e2835cbf5e2
080156ad-154c-5599-903c-10c1869ca364,tg:lhaq:9022_#1,e22_Acquisitions,1,tr:lh:7497,"dlod={""name"":""Archiefstukken van Lode Sebregts"",""ark"":""ark:/24970/x0/bb580e27-07d6-5982-9d13-4e2835cbf5e2"",""uri"":""/repositories/11/accessions/12699"",""id"":""tr:lh:7497"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/bb580e27-07d6-5982-9d13-4e2835cbf5e2
67b7df23-fea1-5e0f-b8da-aa7f8b8f918a,tg:lhaq:9032_#1,e22_Acquisitions,1,tr:lh:7497,"dlod={""name"":""Archiefstukken van Lode Sebregts"",""ark"":""ark:/24970/x0/bb580e27-07d6-5982-9d13-4e2835cbf5e2"",""uri"":""/repositories/11/accessions/12699"",""id"":""tr:lh:7497"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/bb580e27-07d6-5982-9d13-4e2835cbf5e2
5c4d7254-5ec1-5ef4-9c76-bb49eab66039,tg:lhaq:6846_#1,e22_Acquisitions,1,tr:lh:7634,"dlod={""name"":""Oningeschreven gevonden in 2006"",""ark"":""ark:/24970/x0/8d1b70aa-73ce-59aa-8348-4d2ff7c00b8c"",""uri"":""/repositories/11/accessions/11644"",""id"":""tr:lh:7634"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/8d1b70aa-73ce-59aa-8348-4d2ff7c00b8c
cf1c21d3-10b9-576c-9324-43829367a984,tg:lhaq:8982_#1,e22_Acquisitions,1,tr:lh:7497,"dlod={""name"":""Archiefstukken van Lode Sebregts"",""ark"":""ark:/24970/x0/bb580e27-07d6-5982-9d13-4e2835cbf5e2"",""uri"":""/repositories/11/accessions/12699"",""id"":""tr:lh:7497"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/bb580e27-07d6-5982-9d13-4e2835cbf5e2
644c36d3-ee56-5acc-a3c3-d466fbf97895,tg:lhaq:8992_#1,e22_Acquisitions,1,tr:lh:7497,"dlod={""name"":""Archiefstukken van Lode Sebregts"",""ark"":""ark:/24970/x0/bb580e27-07d6-5982-9d13-4e2835cbf5e2"",""uri"":""/repositories/11/accessions/12699"",""id"":""tr:lh:7497"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/bb580e27-07d6-5982-9d13-4e2835cbf5e2
16673786-e4a5-5da6-a6f1-119ac19a27c6,tg:lhaq:8888_#1,e22_Acquisitions,1,tr:lh:7497,"dlod={""name"":""Archiefstukken van Lode Sebregts"",""ark"":""ark:/24970/x0/bb580e27-07d6-5982-9d13-4e2835cbf5e2"",""uri"":""/repositories/11/accessions/12699"",""id"":""tr:lh:7497"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/bb580e27-07d6-5982-9d13-4e2835cbf5e2
91eede34-4c9d-5e8a-bea0-15aee4bbb226,tg:lhaq:9138_#1,e22_Acquisitions,1,tr:lh:9930,"dlod={""name"":""Archivalia en documentatie van Herwig Hensen"",""ark"":""ark:/24970/x0/73b36ec0-6c65-5e1c-8d02-c9cf2b27ec04"",""uri"":""/repositories/11/accessions/11303"",""id"":""tr:lh:9930"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/73b36ec0-6c65-5e1c-8d02-c9cf2b27ec04
9fa1d996-569c-56b9-8122-fb63df1190e4,tg:lhaq:9040_#1,e22_Acquisitions,1,tr:lh:7497,"dlod={""name"":""Archiefstukken van Lode Sebregts"",""ark"":""ark:/24970/x0/bb580e27-07d6-5982-9d13-4e2835cbf5e2"",""uri"":""/repositories/11/accessions/12699"",""id"":""tr:lh:7497"",""isCapacity"":false,""orgID"":""lh"",""suggestType"":""accessions""}",ark:/24970/x0/bb580e27-07d6-5982-9d13-4e2835cbf5e2
