ResourceID,brocade.id,card,order,source_field,Title,Title Type,Title Language
f336da7c-906c-5ab5-b0f3-aa9d00bd9cd8,tg:lhaq:9286,Titles,1,id.title/description,"Voorstudie voor de affiche ""Stad Antwerpen / Guldensporenviering / Reinaert De Vos.""",constructed titles,Dutch (language)
62450c5b-0a35-5d36-b684-1e7c66e4a1c9,tg:lhaq:8881,Titles,1,id.title/description,"Kostuumontwerp voor het toneelstuk ""Trijntje van Saardam"". Dit werk geschreven door Eugène Winters en Patrick Hiketick naar Constantijn Huygens, werd door de KNS te Antwerpen op 24-05-1975 opgevoerd.",constructed titles,Dutch (language)
62450c5b-0a35-5d36-b684-1e7c66e4a1c9,tg:lhaq:8881,Titles,1,id.title/ti,Baker,titles proper,Dutch (language)
1eec0799-63fa-543c-a3d0-be891a0c181c,tg:lhaq:8751,Titles,1,id.title/description,"Kostuumontwerp voor het toneelstuk ""De Koopman van Venetië"" van William Shakespeare, uitgevoerd door de Koninklijke Nederlandse Schouwburg voor het eerst van 13 tot 18 september, en daarna van 8 tot 13 november 1958.",constructed titles,Dutch (language)
1eec0799-63fa-543c-a3d0-be891a0c181c,tg:lhaq:8751,Titles,1,id.title/ti,Old Gobbo.,titles proper,Dutch (language)
432a31ab-1b7d-527c-870a-feeb86b1d9c3,tg:lhaq:9140,Titles,1,id.title/description,Decorontwerp.,constructed titles,Dutch (language)
432a31ab-1b7d-527c-870a-feeb86b1d9c3,tg:lhaq:9140,Titles,1,id.title/ti,Zaal bij Perdino.,titles proper,Dutch (language)
56e6263a-af53-574e-ae41-5addeaf522f7,tg:lhaq:9005,Titles,1,id.title/description,"""Le mendiant, le singe"" (De bedelaar, de aap)",constructed titles,Dutch (language)
823461b2-0712-56a4-8ed4-be9310e7baa7,tg:lhaq:8993,Titles,1,id.title/description,"Kostuumontwerp voor ""La Terre et les Hommes"" (De Aarde en de Mensen).",constructed titles,Dutch (language)
823461b2-0712-56a4-8ed4-be9310e7baa7,tg:lhaq:8993,Titles,1,id.title/ti,La Terre (De Aarde),titles proper,Dutch (language)
afc90268-a4a6-57a2-92ea-ac8b55d49c94,tg:lhaq:9394,Titles,1,id.title/ti,"Decorontwerp ""Een ballet wordt geboren""",titles proper,Dutch (language)
0946f068-5ab0-5558-bd03-4f927fba0f5e,tg:lhaq:8706,Titles,1,id.title/description,"Decorontwerp voor het humoristisch toneelstuk ""De Knecht van twee Meesters"". Deze ""Commedia dell'Arte"" voorstelling geschreven in 1745, is een van de meest beroemde werken van de Venetiaanse auteur Carlo Goldoni.",constructed titles,Dutch (language)
bb524cb6-ed81-546e-a22e-26957d99f5ff,tg:lhaq:5564,Titles,1,id.title/description,Collage,constructed titles,Dutch (language)
bb524cb6-ed81-546e-a22e-26957d99f5ff,tg:lhaq:5564,Titles,1,id.title/ti,De vogel in de Kunst,titles proper,Dutch (language)
5d08dca6-26ef-556a-a3d9-ec1296c7d5de,tg:lhaq:9052,Titles,1,id.title/description,Schetsen in potlood en aquarel voor verschillende personages en voor en voostelling van Prokofiev.,constructed titles,Dutch (language)
5d08dca6-26ef-556a-a3d9-ec1296c7d5de,tg:lhaq:9052,Titles,1,id.title/ti,Boertje / boerinnetje / jagertje / het dametje / Peter en de Wolf van Prokofiev.,titles proper,Dutch (language)
b2bbf28f-a732-5f52-be4c-4e3a67ca9678,tg:lhaq:9402,Titles,1,id.title/ti,Interieur St Niklaaskerk Gent,titles proper,Dutch (language)
f051649c-2a76-5b5a-8afd-6f3b95716bc4,tg:lhaq:8985,Titles,1,id.title/description,Kostuumontwerp voor Boerenkermis.,constructed titles,Dutch (language)
f051649c-2a76-5b5a-8afd-6f3b95716bc4,tg:lhaq:8985,Titles,1,id.title/ti,De Soldaat,titles proper,Dutch (language)
2a009e82-1442-52f3-bdde-255bd25a5b29,tg:lhaq:5122,Titles,1,id.title/description,Bomen,constructed titles,Dutch (language)
77b0399b-e866-5c0f-97b5-3aa876feeb5a,tg:lhaq:9414,Titles,1,id.title/ti,Peter Terrin,titles proper,Dutch (language)
b115a4c2-902f-58fd-bf56-710a9ed715cc,tg:lhaq:8878,Titles,1,id.title/description,"Kostuumontwerp voor het toneelstuk ""Trijntje van Saardam"". Dit werk geschreven door Eugène Winters en Patrick Hiketick naar Constantijn Huygens, werd door de KNS te Antwerpen op 24-05-1975 opgevoerd.",constructed titles,Dutch (language)
b115a4c2-902f-58fd-bf56-710a9ed715cc,tg:lhaq:8878,Titles,1,id.title/ti,Joffer,titles proper,Dutch (language)
1c2549b2-f726-5e8d-b9d9-6024da36156d,tg:lhaq:8897,Titles,1,id.title/description,"Kostuumontwerp voor Macbeth van William Shakespeare. Deze tragedie (geschreven rond 1603-1606), werd door de KNS in Antwerpen van 12-02-1955 tot 17-02-1955 opgevoerd.",constructed titles,Dutch (language)
1c2549b2-f726-5e8d-b9d9-6024da36156d,tg:lhaq:8897,Titles,1,id.title/ti,Lady Macbeth,titles proper,Dutch (language)
29cd2b73-2d47-5785-883a-989c4e9de3b6,tg:lhaq:6889,Titles,1,id.title/description,"Decorontwerp voor het 7de tafereel van ""Genoveva"" van Friedrich Hebbel",constructed titles,Dutch (language)
2889da1d-de01-506d-a2b8-86ab9eaf34d7,tg:lhaq:7261,Titles,1,id.title/description,Kortharige man met snor en kinbaard. Borststuk.,constructed titles,Dutch (language)
090a8e15-d13b-556d-9d94-a248ac6264bf,tg:lhaq:8747,Titles,1,id.title/description,"Kostuumontwerp voor het toneelstuk ""De Koopman van Venetië"" van William Shakespeare, uitgevoerd door de Koninklijke Nederlandse Schouwburg voor het eerst van 13 tot 18 september, en daarna van 8 tot 13 november 1958.",constructed titles,Dutch (language)
090a8e15-d13b-556d-9d94-a248ac6264bf,tg:lhaq:8747,Titles,1,id.title/ti,Aragon,titles proper,Dutch (language)
473c6aab-df61-5f40-bbb3-628e05adfba3,tg:lhaq:8317,Titles,1,id.title/description,Decorontwerp voor de proloog van ?De tocht naar de liefde? van Jozef Boon,constructed titles,Dutch (language)
135c55d1-f7f0-5ed0-ac20-77c41a3026c4,tg:lhaq:9013,Titles,1,id.title/description,"Kostuumontwerpen voor het toneelstuk ""Oorlogsmannen"" (Arms and the Man) van de Ierse schrijver George Bernard Shaw.<br> Deze komedie in drie bedrijven geschreven in 1894, werd door de KNS te Antwerpen, van  14-04-1973 tot 30-04-1973 opgevoerd.",constructed titles,Dutch (language)
135c55d1-f7f0-5ed0-ac20-77c41a3026c4,tg:lhaq:9013,Titles,1,id.title/ti,Petkoff,titles proper,Dutch (language)
3427e823-4487-5f09-a8b8-0a62308a7afa,tg:lhaq:4066,Titles,1,id.title/description,Legende de Sacumtala,constructed titles,Dutch (language)
7c078dc8-7219-5041-974a-d43d540d22fb,tg:lhaq:8550,Titles,1,id.title/description,Kostuumontwerp voor muzikant van een herberg.,constructed titles,Dutch (language)
7c078dc8-7219-5041-974a-d43d540d22fb,tg:lhaq:8550,Titles,1,id.title/ti,Inn - Musician.,titles proper,Dutch (language)
262ab269-588a-565f-9fff-7b4d784fe26a,tg:lhaq:4123,Titles,1,id.title/description,Ruiter met een vlag op het strand,constructed titles,Dutch (language)
397cdc4d-1877-5ff1-aea4-d5699678eec6,tg:lhaq:8383,Titles,1,id.title/description,"Kostuumontwerp voor ""Leontientje"" van Felix Timmermans",constructed titles,Dutch (language)
397cdc4d-1877-5ff1-aea4-d5699678eec6,tg:lhaq:8383,Titles,1,id.title/ti,Gommaer,titles proper,Dutch (language)
e9b2a80c-720e-5fb9-88c6-7dca2e80d611,tg:lhaq:8679,Titles,1,id.title/description,"Kostuumontwerp voor het toneelstuk De Avonturen van de brave Soldaat Schweijk van Jaroslav Hasek, uitgevoerd door de KNS in 1952.",constructed titles,Dutch (language)
