ResourceID,brocade.id,card,order,source_field,Description,Description Type,Description Language
f336da7c-906c-5ab5-b0f3-aa9d00bd9cd8,tg:lhaq:9286,Descriptions,1,note.lhdetail,"Vier voorstudies voor een affiche. Gedrukte affiche ook in ons bezit onder inventarisnummer: 234441, 225261/148, 237139/1,2 en posterrecordnummer: 2929.",descriptive note,Nederlands
1eec0799-63fa-543c-a3d0-be891a0c181c,tg:lhaq:8751,Descriptions,1,note.lhdetail,"De rol van de oude Gobbo, vader van Lancelot, werd door de acteur René Bertal vertolkt.",descriptive note,Nederlands
2889da1d-de01-506d-a2b8-86ab9eaf34d7,tg:lhaq:7261,Descriptions,1,note.lhdetail,Waterverf schets met enkele potloodlijnen.,descriptive note,Nederlands
090a8e15-d13b-556d-9d94-a248ac6264bf,tg:lhaq:8747,Descriptions,1,note.lhdetail,De rol van Prins van Aragon werd door de acteur François Bernard vertolkt.,descriptive note,Nederlands
7c078dc8-7219-5041-974a-d43d540d22fb,tg:lhaq:8550,Descriptions,1,note.lhdetail,Op de achterkant van het blad is een lijntekening in potlood van een ander mannelijk kostuumontwerp.,descriptive note,Nederlands
e9b2a80c-720e-5fb9-88c6-7dca2e80d611,tg:lhaq:8679,Descriptions,1,note.lhdetail,"Het personage De Overeste, vader werd  door de acteur Marcel Cauwenberg vertolkt.",descriptive note,Nederlands
da23c11e-76c1-5d41-bc0d-4654a90f4146,tg:lhaq:9068,Descriptions,1,note.lhdetail,"De aquarel werd door de kunstenaar voorzien van een passepartout (220639/2b) en vastgezet  met schilderstape. (Om beschadiging op termijn te voorkomen, door het inwerken van de lijm, is de passepartout losgemaakt van de aquarel.)",descriptive note,Nederlands
4bddeb9c-33d5-5850-a47c-c9d9b051c50f,tg:lhaq:1399,Descriptions,1,note.lhdetail,ingeschilderde tekening van man in profiel met geel/goene achtergrond,descriptive note,Nederlands
7c729a34-ba1a-58f8-a6ce-69f7c86f50d7,tg:lhaq:8546,Descriptions,1,note.lhdetail,Op de achterkant van het blad is een schets van een ander monnik met inkt op een aquarellische achtergrond getekend.,descriptive note,Nederlands
06c48f40-7010-5f14-bbd5-02802f6b0a5a,tg:lhaq:8680,Descriptions,1,note.lhdetail,Het personage Waardin Pavilec werd  door de actrice Jeanne Geldhof vertolkt.,descriptive note,Nederlands
