ResourceID,brocade.id,card,order,source_field,Production Time Span Source Note
f336da7c-906c-5ab5-b0f3-aa9d00bd9cd8,tg:lhaq:9286,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19560711
62450c5b-0a35-5d36-b684-1e7c66e4a1c9,tg:lhaq:8881,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19740000
62450c5b-0a35-5d36-b684-1e7c66e4a1c9,tg:lhaq:8881,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19750000
432a31ab-1b7d-527c-870a-feeb86b1d9c3,tg:lhaq:9140,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19420000
afc90268-a4a6-57a2-92ea-ac8b55d49c94,tg:lhaq:9394,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19590000
bb524cb6-ed81-546e-a22e-26957d99f5ff,tg:lhaq:5564,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19530000
b2bbf28f-a732-5f52-be4c-4e3a67ca9678,tg:lhaq:9402,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19430000
77b0399b-e866-5c0f-97b5-3aa876feeb5a,tg:lhaq:9414,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,20160000
b115a4c2-902f-58fd-bf56-710a9ed715cc,tg:lhaq:8878,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19740000
b115a4c2-902f-58fd-bf56-710a9ed715cc,tg:lhaq:8878,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19750000
1c2549b2-f726-5e8d-b9d9-6024da36156d,tg:lhaq:8897,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19550000
29cd2b73-2d47-5785-883a-989c4e9de3b6,tg:lhaq:6889,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19420000
473c6aab-df61-5f40-bbb3-628e05adfba3,tg:lhaq:8317,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19250000
135c55d1-f7f0-5ed0-ac20-77c41a3026c4,tg:lhaq:9013,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19730414
397cdc4d-1877-5ff1-aea4-d5699678eec6,tg:lhaq:8383,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19500000
e9b2a80c-720e-5fb9-88c6-7dca2e80d611,tg:lhaq:8679,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19520000
da23c11e-76c1-5d41-bc0d-4654a90f4146,tg:lhaq:9068,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19730000
977c1be7-d310-596c-adf3-46f76e4317a7,tg:lhaq:20,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19710000
9c28a607-05e3-5d17-bea8-9dba2f73b252,tg:lhaq:8696,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19620000
9b000f80-5b64-5386-992c-edf855837ac7,tg:lhaq:8911,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19640000
9abd95fd-1030-5479-8146-b6d6efc1c2ad,tg:lhaq:8854,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19740000
9abd95fd-1030-5479-8146-b6d6efc1c2ad,tg:lhaq:8854,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19750000
5c3c5c94-0899-5cf3-9203-2f45ab429ca0,tg:lhaq:8784,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19530000
d26759cd-338b-529c-b7b2-93481776dced,tg:lhaq:8907,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19640000
145c5f0a-bb6c-52ca-b04e-873c5c0615b5,tg:lhaq:8842,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19740000
145c5f0a-bb6c-52ca-b04e-873c5c0615b5,tg:lhaq:8842,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19750000
1beea900-3308-5a4d-9492-8a60f728f42d,tg:lhaq:6626,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19830000
5e937a35-f83b-5d43-9f13-29afb0ff6951,tg:lhaq:4565,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19440000
52738c98-5867-5d59-906c-9ba1046e26c3,tg:lhaq:2632,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19570000
54b8899f-fe69-58b3-bf28-58ce7abca638,tg:lhaq:8395,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19510000
06c48f40-7010-5f14-bbd5-02802f6b0a5a,tg:lhaq:8680,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19520000
0cccfe13-5966-514f-988a-6d35cc081d04,tg:lhaq:5548,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19170419
b1ce90f6-e392-5335-b3bd-669a5c58aee7,tg:lhaq:8862,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19740000
b1ce90f6-e392-5335-b3bd-669a5c58aee7,tg:lhaq:8862,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19750000
bf88cfb6-f431-5418-a71f-a37074a5f5f7,tg:lhaq:8927,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19510000
207edb6b-a0ee-5b45-83b8-6ad1b6ebd2ea,tg:lhaq:6893,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19430000
01582bee-3c39-5ada-b2be-121bcba0b779,tg:lhaq:2583,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19720000
8a64f85a-b500-58e5-a6dc-81d241f27c55,tg:lhaq:8835,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19740000
8a64f85a-b500-58e5-a6dc-81d241f27c55,tg:lhaq:8835,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19750000
45bc62d6-8ccc-59a4-815b-f85cab9157de,tg:lhaq:8970,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19591023
2ad859d6-bab7-5567-b91f-09421db89323,tg:lhaq:9418,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19790000
fce4d66d-6bb7-50d2-8291-4efb3f5e20d6,tg:lhaq:8966,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19591023
00e0fbdd-4572-51d8-b853-f22d4051ec6e,tg:lhaq:6539,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19720000
4402b862-8185-50ce-a227-ce7e540c8105,tg:lhaq:8874,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19740000
4402b862-8185-50ce-a227-ce7e540c8105,tg:lhaq:8874,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19750000
47bf8d11-d5db-5792-acd2-fa9915b9b2ef,tg:lhaq:9273,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19600000
0582cb82-8673-5f25-bd9f-584a0c57386f,tg:lhaq:8931,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19510000
d9193347-1e9b-5a41-90fb-c85a862668a8,tg:lhaq:8675,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19520000
522c53e9-263a-5c6b-8b47-5128f198b1de,tg:lhaq:8360,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19500000
6fb15b7a-fef7-59f5-ba3e-a3923cf9d717,tg:lhaq:8788,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19530000
67cc776d-eded-52ef-9013-f8d16406c585,tg:lhaq:9033,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19490000
735a394a-dd03-5cd0-b1e8-50b90936b68c,tg:lhaq:6846,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19500700
4b5f5db5-2980-5218-bad4-6157a2478f9b,tg:lhaq:8858,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19740000
4b5f5db5-2980-5218-bad4-6157a2478f9b,tg:lhaq:8858,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19750000
f52547bc-ebcc-5b6a-983a-5182fc56891c,tg:lhaq:9025,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19490000
e8715f8e-49b4-5b10-b814-f99d31b7b461,tg:lhaq:8634,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19730000
cc0bf213-92e5-52af-a983-50c2cccd5464,tg:lhaq:6850,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19530000
b8ea5fbc-ef22-518d-b0f1-49279177881f,tg:lhaq:8399,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19510000
25edab14-c8f7-5c2c-95df-f46300929ace,tg:lhaq:9137,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19420000
a9823bd0-44f5-52b0-ab1d-9472b05fa644,tg:lhaq:8376,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19511204
7a65585b-4499-59a9-8d3d-b33a0a3e3048,tg:lhaq:4569,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19440000
b4aef652-88e9-5147-9e48-dc9af836824f,tg:lhaq:6943,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19300800
712aa656-f276-5bdd-8681-9d2edab83871,tg:lhaq:8818,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19740000
712aa656-f276-5bdd-8681-9d2edab83871,tg:lhaq:8818,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19750000
6d7e651b-9d88-59b5-a3e6-3d8b9b30d067,tg:lhaq:8398,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19510000
69ea3836-b1a2-53be-9eb0-d11034ec422f,tg:lhaq:9136,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19420000
41b98cdd-3991-5d41-b1b6-0d8e86ec28b1,tg:lhaq:5115,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19170000
6054f13c-ad14-5163-8f30-a0e324ae892b,tg:lhaq:8377,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19511204
d353168e-e8e7-5cda-945e-b06c7b2b4a26,tg:lhaq:6851,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19530000
40d447db-e4f1-519f-8f54-81cffc776631,tg:lhaq:9024,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19490000
94e4a2d5-834c-5458-a4ce-7b0d1d71fb0d,tg:lhaq:8320,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19240000
8977eddf-762b-5d0b-91dc-10b43a4ff8ea,tg:lhaq:6847,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19500700
051851a8-de19-5fae-8d1e-fded9d099cda,tg:lhaq:8859,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19740000
051851a8-de19-5fae-8d1e-fded9d099cda,tg:lhaq:8859,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19750000
16a9eb62-6a5c-534c-bd97-c9856db68280,tg:lhaq:2384,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,18900000
441fd62b-f45d-589b-b967-e6058f13c382,tg:lhaq:9032,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19490000
6ca9d290-2da1-5252-8516-d622dfc72cc1,tg:lhaq:3311,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19480000
0fdc281e-9752-5f57-9f62-56bfdcfe24a9,tg:lhaq:2629,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19570000
05c52c61-a548-5f23-8a06-316fd4a837b1,tg:lhaq:8674,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19520000
2aeb4991-67f4-53e0-bfd4-d8a70de34f53,tg:lhaq:8361,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19500000
e815e902-eae4-56f8-96c8-75581a34e074,tg:lhaq:8875,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19740000
e815e902-eae4-56f8-96c8-75581a34e074,tg:lhaq:8875,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19750000
501b238f-d4fd-540b-871e-58aa7f3ab6d9,tg:lhaq:6884,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19420000
b1a5249e-303f-5e48-89be-9f24a47f7e50,tg:lhaq:9272,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19550000
28c6beb6-5d39-5eb6-ba48-355cd032c85c,tg:lhaq:8930,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19510000
d47b5803-6d6a-5213-8130-d1b2685fa9d3,tg:lhaq:6646,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19730509
30a08090-6407-528c-b5df-d5a0adc4f5d5,tg:lhaq:9376,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,18510000
fe5263f1-2f5e-5ae8-896d-96c85039aabf,tg:lhaq:8834,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19740000
fe5263f1-2f5e-5ae8-896d-96c85039aabf,tg:lhaq:8834,ProductionTimeSpanSourceNotes,1,id/date.creationdate/so,19750000
38d27616-e096-5ec3-a76a-6655e34689b5,tg:lhaq:8072,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19420000
fa9d99c3-8302-50b6-bb41-7ca29a79623f,tg:lhaq:8971,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19591023
4d062601-3044-5a15-8e74-1f5f932db9b3,tg:lhaq:8926,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19510000
2df7e58d-1308-5562-a1ce-c307787b4b01,tg:lhaq:6892,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19430000
2408849f-099c-5a51-9183-59018e2c6b51,tg:lhaq:8394,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19510000
ec2ca4fc-6551-5ef0-9716-5fed7b4258b5,tg:lhaq:8681,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19520000
269cee99-d826-53fd-9b86-2161b159e369,tg:lhaq:2371,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19060701
d9302f84-2e8d-5168-bffd-88ca481c673d,tg:lhaq:8906,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19640000
d1ac254b-fed4-5c93-ae87-6e24876d4ec9,tg:lhaq:8785,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19530000
1c4318d7-6f9d-5ba2-ba12-1ed4163a336c,tg:lhaq:8910,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19640000
b39099c6-a388-5af8-8626-0f145d08bd43,tg:lhaq:9317,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19360500
