ResourceID,brocade.id,card,order,source_field,Title,Title Type,Title Language
31441cf2-3f1a-5983-a02a-06ea12c49ca7,tg:lhaq:21,e73_Titles,1,id.title/description,Portret van Frans van Immerseel,constructed titles,Dutch (language)
db0d2c87-ede5-539b-a4b8-41e318f197a5,tg:lhaq:8853,e73_Titles,1,id.title/ti,Havenarbeider 1,titles proper,Dutch (language)
db0d2c87-ede5-539b-a4b8-41e318f197a5,tg:lhaq:8853,e73_Titles,2,id.title/description,"Kostuumontwerp voor het toneelstuk ""Trijntje van Saardam"". Dit werk geschreven door Eugène Winters en Patrick Hiketick naar Constantijn Huygens, werd door de KNS te Antwerpen op 24-05-1975 opgevoerd.",constructed titles,Dutch (language)
f1fa8331-c4aa-51eb-b63d-28fc05816a0c,tg:lhaq:9022,e73_Titles,1,id.title/description,Decorontwerp met muziekinstrumenten.,constructed titles,Dutch (language)
f1fa8331-c4aa-51eb-b63d-28fc05816a0c,tg:lhaq:9022,e73_Titles,2,id.title/description,Decorontwerp voor het Bal van de Burgemeester in de Stadsfeestzaal te Antwerpen.,constructed titles,Dutch (language)
441fd62b-f45d-589b-b967-e6058f13c382,tg:lhaq:9032,e73_Titles,1,id.title/description,Schets in aquarel voor decor.,constructed titles,Dutch (language)
441fd62b-f45d-589b-b967-e6058f13c382,tg:lhaq:9032,e73_Titles,2,id.title/description,Decorontwerp voor het Bal van de Burgemeester in de Stadsfeestzaal te Antwerpen.,constructed titles,Dutch (language)
6bead15e-dd1f-5a41-ab64-2fbe3d534e87,tg:lhaq:8538,e73_Titles,1,id.title/description,Kostuumontwerp voor Val Doneld.,constructed titles,Dutch (language)
735a394a-dd03-5cd0-b1e8-50b90936b68c,tg:lhaq:6846,e73_Titles,1,id.title/description,"5 Kostuumontwerpen voor ""Faust"" van Johann Wolfgang von Goethe:",constructed titles,Dutch (language)
735a394a-dd03-5cd0-b1e8-50b90936b68c,tg:lhaq:6846,e73_Titles,2,id.title/description,- Mephistopheles vertolkt door Frans van den Brande,constructed titles,Dutch (language)
735a394a-dd03-5cd0-b1e8-50b90936b68c,tg:lhaq:6846,e73_Titles,3,id.title/description,- Bedelaar vertolkt door Maurits Goossens,constructed titles,Dutch (language)
735a394a-dd03-5cd0-b1e8-50b90936b68c,tg:lhaq:6846,e73_Titles,4,id.title/description,- Oude boer vertolkt door Free Waelens,constructed titles,Dutch (language)
735a394a-dd03-5cd0-b1e8-50b90936b68c,tg:lhaq:6846,e73_Titles,5,id.title/description,- Jonge boer vertolkt door René Bertal,constructed titles,Dutch (language)
735a394a-dd03-5cd0-b1e8-50b90936b68c,tg:lhaq:6846,e73_Titles,6,id.title/description,- Boerin,constructed titles,Dutch (language)
4fcafa1b-9cb6-5d03-97b3-ddc9f05c40ce,tg:lhaq:8982,e73_Titles,1,id.title/ti,3 muzikanten opera dansers,titles proper,Dutch (language)
4fcafa1b-9cb6-5d03-97b3-ddc9f05c40ce,tg:lhaq:8982,e73_Titles,2,id.title/description,Kostuumontwerpen voor Boerenkermis.,constructed titles,Dutch (language)
5eadd07a-2fa9-52be-9956-47f6291c04b2,tg:lhaq:8992,e73_Titles,1,id.title/ti,Moderne mensen,titles proper,Dutch (language)
5eadd07a-2fa9-52be-9956-47f6291c04b2,tg:lhaq:8992,e73_Titles,2,id.title/description,"Kostuumontwerpen voor ""La Terre et les Hommes"" (De Aarde en de Mensen).",constructed titles,Dutch (language)
c543149c-c60d-5b26-82ea-bbb50f923bfc,tg:lhaq:8888,e73_Titles,1,id.title/ti,Francesco,titles proper,Dutch (language)
c543149c-c60d-5b26-82ea-bbb50f923bfc,tg:lhaq:8888,e73_Titles,2,id.title/description,"Kostuumontwerp voor het toneelstuk ""Trijntje van Saardam"". Dit werk geschreven door Eugène Winters en Patrick Hiketick naar Constantijn Huygens, werd door de KNS te Antwerpen op 24-05-1975 opgevoerd.",constructed titles,Dutch (language)
132c4bbc-5c0b-5e3c-95e6-1ec56cead60a,tg:lhaq:8754,e73_Titles,1,id.title/ti,2 Soldiers (Wachter),titles proper,Dutch (language)
132c4bbc-5c0b-5e3c-95e6-1ec56cead60a,tg:lhaq:8754,e73_Titles,2,id.title/description,"Kostuumontwerp voor het toneelstuk ""De Koopman van Venetië"" van William Shakespeare, uitgevoerd door de Koninklijke Nederlandse Schouwburg voor het eerst van 13 tot 18 september, en daarna van 8 tot 13 november 1958.",constructed titles,Dutch (language)
59c82674-92dc-56f8-bfa0-d83a226450f2,tg:lhaq:8744,e73_Titles,1,id.title/ti,Jessica as Christian.,titles proper,Dutch (language)
59c82674-92dc-56f8-bfa0-d83a226450f2,tg:lhaq:8744,e73_Titles,2,id.title/description,"Kostuumontwerp voor het toneelstuk ""De Koopman van Venetië"" van William Shakespeare, uitgevoerd door de Koninklijke Nederlandse Schouwburg voor het eerst van 13 tot 18 september, en daarna van 8 tot 13 november 1958.",constructed titles,Dutch (language)
19b37ec2-df19-5bca-897c-20a08d2c43c4,tg:lhaq:9138,e73_Titles,1,id.title/ti,Kamer van Antonio.,titles proper,Dutch (language)
19b37ec2-df19-5bca-897c-20a08d2c43c4,tg:lhaq:9138,e73_Titles,2,id.title/description,Decorontwerp.,constructed titles,Dutch (language)
7e523bd0-3e26-5b79-99c7-a53ae1773935,tg:lhaq:9040,e73_Titles,1,id.title/description,Aquarel met architectonische gegevens voor een kasteel met ingang.,constructed titles,Dutch (language)
7e523bd0-3e26-5b79-99c7-a53ae1773935,tg:lhaq:9040,e73_Titles,2,id.title/description,"Decorontwerp voor de Sinterklaasfeesten van ""Kindervreugd"" in het Sportpaleis te Antwerpen.",constructed titles,Dutch (language)
e0460b3f-426a-5852-8554-bb993abf2f73,tg:lhaq:9050,e73_Titles,1,id.title/description,Studie in plakkaatverf voor twee mannelijke kostuums.,constructed titles,Dutch (language)
e7948073-ce91-5b9b-a9ac-8ecf3448d4e2,tg:lhaq:2663,e73_Titles,1,id.title/description,Abstracte compositie,constructed titles,Dutch (language)
c4e0f8cb-5530-59b7-9d96-c189b5844ba2,tg:lhaq:8959,e73_Titles,1,id.title/description,Decorontwerp,constructed titles,Dutch (language)
c4e0f8cb-5530-59b7-9d96-c189b5844ba2,tg:lhaq:8959,e73_Titles,2,id.title/description,"Decorontwerpen voor het burgelijk drama ""De spiegel der minnen"" van Colijn van Rijssele.<br> Dit toneelstuk, geschreven rond 1561, werd door de KNS te Antwerpen van 23-10-1959 tot 29-10-1959 opgevoerd.",constructed titles,Dutch (language)
