ResourceID,brocade.id,Archive Brocade ID,card,order,Archive Name,Archive Identifier
00aae731-40a4-579d-872d-30c121a1187f,tg:rubhs:218,isad:rub:3288,Archives,1,Algemeen,{'url':'https://id.rubenianum.be//ark:/86530/00aae731-40a4-579d-872d-30c121a1187f'}
013db479-4b8e-51d9-8e5d-793832023bda,tg:rubhs:36,isad:rub:314,Archives,1,Agenda's,{'url':'https://id.rubenianum.be//ark:/86530/013db479-4b8e-51d9-8e5d-793832023bda'}
02feda08-6016-59e2-8d63-e116729cdb80,tg:rubhs:10,isad:rub:314,Archives,1,Agenda's,{'url':'https://id.rubenianum.be//ark:/86530/02feda08-6016-59e2-8d63-e116729cdb80'}
032c6f7e-e61d-5e2e-95b3-e7c0e872a9c4,tg:rubhs:173,isad:rub:911,Archives,1,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/032c6f7e-e61d-5e2e-95b3-e7c0e872a9c4'}
03322c74-e03a-5d1f-beac-0b05e87d0a1f,tg:rubhs:12,isad:rub:314,Archives,1,Agenda's,{'url':'https://id.rubenianum.be//ark:/86530/03322c74-e03a-5d1f-beac-0b05e87d0a1f'}
06091ed7-7f00-5c87-b75d-bc3c42d422c1,tg:rubhs:64,isad:rub:911,Archives,1,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/06091ed7-7f00-5c87-b75d-bc3c42d422c1'}
07aa31db-cafd-5a95-8d34-e1a31ef66bad,tg:rubhs:72,isad:rub:911,Archives,1,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/07aa31db-cafd-5a95-8d34-e1a31ef66bad'}
127afc38-d546-52da-9db8-2043726f5b2c,tg:rubhs:213,isad:rub:324,Archives,1,"Assistent-Archiefdirecteur""ergungstelle für Kunstwerke beim Government Met""",{'url':'https://id.rubenianum.be//ark:/86530/127afc38-d546-52da-9db8-2043726f5b2c'}
14d1116b-2ddd-539c-b4d5-26e75caa949a,tg:rubhs:66,isad:rub:911,Archives,1,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/14d1116b-2ddd-539c-b4d5-26e75caa949a'}
1575e60d-ff57-5aa7-8698-f8ab175402dd,tg:rubhs:174,isad:rub:911,Archives,1,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/1575e60d-ff57-5aa7-8698-f8ab175402dd'}
162d1564-e5ba-56ec-b3b4-ef157376760e,tg:rubhs:55,isad:rub:911,Archives,1,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/162d1564-e5ba-56ec-b3b4-ef157376760e'}
16b14bac-f4f7-5c30-8175-7c001926a264,tg:rubhs:198,isad:rub:911,Archives,1,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/16b14bac-f4f7-5c30-8175-7c001926a264'}
18455cb0-af81-5990-8c2f-9be2d557f2df,tg:rubhs:23,isad:rub:314,Archives,1,Agenda's,{'url':'https://id.rubenianum.be//ark:/86530/18455cb0-af81-5990-8c2f-9be2d557f2df'}
18735cac-fb72-587a-a72c-5e04d3655815,tg:rubhs:114,isad:rub:911,Archives,1,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/18735cac-fb72-587a-a72c-5e04d3655815'}
199f5750-a618-50c1-ba0d-721fb9481c1c,tg:rubhs:153,isad:rub:911,Archives,1,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/199f5750-a618-50c1-ba0d-721fb9481c1c'}
1b921760-1f17-5fe5-be95-642c417b73b3,tg:rubhs:105,isad:rub:911,Archives,1,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/1b921760-1f17-5fe5-be95-642c417b73b3'}
1be503ea-dd3a-5275-91d0-e41d1bc02f28,tg:rubhs:170,isad:rub:911,Archives,1,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/1be503ea-dd3a-5275-91d0-e41d1bc02f28'}
1c10d76a-7a30-5a5b-8337-268acd0ae9f1,tg:rubhs:108,isad:rub:911,Archives,1,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/1c10d76a-7a30-5a5b-8337-268acd0ae9f1'}
1f383322-e8b4-573b-86ee-bc6813d2abbd,tg:rubhs:43,isad:rub:314,Archives,1,Agenda's,{'url':'https://id.rubenianum.be//ark:/86530/1f383322-e8b4-573b-86ee-bc6813d2abbd'}
1f7c8be3-70e8-5048-ace7-65dcbee30cdd,tg:rubhs:180,isad:rub:911,Archives,1,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/1f7c8be3-70e8-5048-ace7-65dcbee30cdd'}
23b02e04-46f9-5eb4-8eb9-8b3dede41e80,tg:rubhs:206,isad:rub:911,Archives,1,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/23b02e04-46f9-5eb4-8eb9-8b3dede41e80'}
269cd29b-9b7e-5d01-bac2-e53aa005792a,tg:rubhs:111,isad:rub:911,Archives,1,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/269cd29b-9b7e-5d01-bac2-e53aa005792a'}
27533568-4345-51b9-a141-691a47ff01e0,tg:rubhs:155,isad:rub:911,Archives,1,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/27533568-4345-51b9-a141-691a47ff01e0'}
27b6c1e7-9d36-5a2f-80cd-1051b8bd1cca,tg:rubhs:51,isad:rub:911,Archives,1,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/27b6c1e7-9d36-5a2f-80cd-1051b8bd1cca'}
28c0517b-4e9b-55a4-9055-fcbb1599aadd,tg:rubhs:164,isad:rub:911,Archives,1,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/28c0517b-4e9b-55a4-9055-fcbb1599aadd'}
29e1e71f-b40a-544c-8eda-5211248c5baf,tg:rubhs:84,isad:rub:911,Archives,1,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/29e1e71f-b40a-544c-8eda-5211248c5baf'}
2c26cff8-3a61-521f-803e-bc4524c3f5c6,tg:rubhs:44,isad:rub:314,Archives,1,Agenda's,{'url':'https://id.rubenianum.be//ark:/86530/2c26cff8-3a61-521f-803e-bc4524c3f5c6'}
2ec5806d-fe4a-5658-b15a-06d1729d4739,tg:rubhs:70,isad:rub:911,Archives,1,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/2ec5806d-fe4a-5658-b15a-06d1729d4739'}
2f639716-8718-5e72-a485-c6e0b0ec814c,tg:rubhs:211,isad:rub:911,Archives,1,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/2f639716-8718-5e72-a485-c6e0b0ec814c'}
302dadda-bf64-5ec1-b32b-5bfdc490fc08,tg:rubhs:40,isad:rub:314,Archives,1,Agenda's,{'url':'https://id.rubenianum.be//ark:/86530/302dadda-bf64-5ec1-b32b-5bfdc490fc08'}
30b87c0e-0fd5-538f-b396-c4f65e0615a7,tg:rubhs:124,isad:rub:911,Archives,1,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/30b87c0e-0fd5-538f-b396-c4f65e0615a7'}
3250f9ad-7a2f-5f76-bd96-2bb4d3abcea5,tg:rubhs:68,isad:rub:911,Archives,1,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/3250f9ad-7a2f-5f76-bd96-2bb4d3abcea5'}
326344e8-80b6-59c8-8401-124cdc6218eb,tg:rubhs:169,isad:rub:911,Archives,1,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/326344e8-80b6-59c8-8401-124cdc6218eb'}
32e6c074-a962-5c6c-ab3a-f8a43c6ca89f,tg:rubhs:50,isad:rub:314,Archives,1,Agenda's,{'url':'https://id.rubenianum.be//ark:/86530/32e6c074-a962-5c6c-ab3a-f8a43c6ca89f'}
34cdbfe1-25aa-59d8-9c0c-8f805df7634f,tg:rubhs:154,isad:rub:911,Archives,1,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/34cdbfe1-25aa-59d8-9c0c-8f805df7634f'}
35420d49-1920-5358-a302-f91893728def,tg:rubhs:195,isad:rub:911,Archives,1,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/35420d49-1920-5358-a302-f91893728def'}
35c29247-ff60-5792-ae69-d95c4b40aa5a,tg:rubhs:215,isad:rub:314,Archives,1,Agenda's,{'url':'https://id.rubenianum.be//ark:/86530/35c29247-ff60-5792-ae69-d95c4b40aa5a'}
362d2b3f-ff1e-5ef1-b7ab-4e44f28a893d,tg:rubhs:219,isad:rub:3292,Archives,1,Jordaens (1905),{'url':'https://id.rubenianum.be//ark:/86530/362d2b3f-ff1e-5ef1-b7ab-4e44f28a893d'}
396d9030-f603-5a4d-88e1-4a1190d86187,tg:rubhs:53,isad:rub:911,Archives,1,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/396d9030-f603-5a4d-88e1-4a1190d86187'}
3a0f4383-2dc1-507e-badf-09bf52c28b5f,tg:rubhs:97,isad:rub:315,Archives,1,Adresboekjes,{'url':'https://id.rubenianum.be//ark:/86530/3a0f4383-2dc1-507e-badf-09bf52c28b5f'}
3ac3e81b-bc7e-5499-ac45-6389e06c6ec1,tg:rubhs:159,isad:rub:911,Archives,1,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/3ac3e81b-bc7e-5499-ac45-6389e06c6ec1'}
3aed7578-560b-5a55-b79a-491492b5e8ae,tg:rubhs:100,isad:rub:315,Archives,1,Adresboekjes,{'url':'https://id.rubenianum.be//ark:/86530/3aed7578-560b-5a55-b79a-491492b5e8ae'}
3baa811e-a310-587f-bb59-d0447c53d0e7,tg:rubhs:209,isad:rub:911,Archives,1,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/3baa811e-a310-587f-bb59-d0447c53d0e7'}
3bad7f9e-001c-5157-aaad-666a587bcb81,tg:rubhs:99,isad:rub:315,Archives,1,Adresboekjes,{'url':'https://id.rubenianum.be//ark:/86530/3bad7f9e-001c-5157-aaad-666a587bcb81'}
3f377f02-e7c5-5b6e-992c-aef5050aa0d4,tg:rubhs:59,isad:rub:911,Archives,1,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/3f377f02-e7c5-5b6e-992c-aef5050aa0d4'}
41eac4eb-3b74-56f5-9d08-c0c998a6ae5e,tg:rubhs:157,isad:rub:911,Archives,1,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/41eac4eb-3b74-56f5-9d08-c0c998a6ae5e'}
454d6ddc-3764-5a34-a2cf-b5bb4a97f9bb,tg:rubhs:31,isad:rub:314,Archives,1,Agenda's,{'url':'https://id.rubenianum.be//ark:/86530/454d6ddc-3764-5a34-a2cf-b5bb4a97f9bb'}
458021ac-32d3-5dd9-91b6-8c165064acdf,tg:rubhs:214,isad:rub:314,Archives,1,Agenda's,{'url':'https://id.rubenianum.be//ark:/86530/458021ac-32d3-5dd9-91b6-8c165064acdf'}
49892431-bc2a-50f8-96c0-ccb9f4b359cf,tg:rubhs:183,isad:rub:911,Archives,1,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/49892431-bc2a-50f8-96c0-ccb9f4b359cf'}
49b39e48-8b7f-5ea3-936e-4b44e5706811,tg:rubhs:166,isad:rub:911,Archives,1,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/49b39e48-8b7f-5ea3-936e-4b44e5706811'}
4a5d8e8c-601e-58d6-83be-195dea6361b9,tg:rubhs:148,isad:rub:911,Archives,1,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/4a5d8e8c-601e-58d6-83be-195dea6361b9'}
4b9d89fc-1d97-5e7e-8e3d-7fa0a5b7c1fc,tg:rubhs:82,isad:rub:911,Archives,1,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/4b9d89fc-1d97-5e7e-8e3d-7fa0a5b7c1fc'}
4d430dc5-68c5-5556-9ddc-4b9041c573e9,tg:rubhs:163,isad:rub:911,Archives,1,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/4d430dc5-68c5-5556-9ddc-4b9041c573e9'}
4e37693b-e937-5536-ad55-9c21d86cee53,tg:rubhs:63,isad:rub:911,Archives,1,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/4e37693b-e937-5536-ad55-9c21d86cee53'}
4fcc995a-85b4-5c9b-9fb9-2219c5f26625,tg:rubhs:200,isad:rub:911,Archives,1,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/4fcc995a-85b4-5c9b-9fb9-2219c5f26625'}
5154fddb-09a7-5763-a247-6619b67a6a9d,tg:rubhs:76,isad:rub:911,Archives,1,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/5154fddb-09a7-5763-a247-6619b67a6a9d'}
51b168ce-729d-54c0-a9ce-7b6a533a96b6,tg:rubhs:81,isad:rub:911,Archives,1,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/51b168ce-729d-54c0-a9ce-7b6a533a96b6'}
5454dcb4-ee56-5ff9-ab6c-9f8a28f1b745,tg:rubhs:37,isad:rub:314,Archives,1,Agenda's,{'url':'https://id.rubenianum.be//ark:/86530/5454dcb4-ee56-5ff9-ab6c-9f8a28f1b745'}
54d52cfc-258c-568a-9bd5-3eba376d5ded,tg:rubhs:13,isad:rub:314,Archives,1,Agenda's,{'url':'https://id.rubenianum.be//ark:/86530/54d52cfc-258c-568a-9bd5-3eba376d5ded'}
568eb2b2-e872-5bd4-b883-d45041fbf573,tg:rubhs:138,isad:rub:911,Archives,1,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/568eb2b2-e872-5bd4-b883-d45041fbf573'}
58f9caae-36f5-5268-95c3-6b6008397d6b,tg:rubhs:176,isad:rub:911,Archives,1,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/58f9caae-36f5-5268-95c3-6b6008397d6b'}
599fb696-e6eb-5a9c-bad6-4dcaaa6bc579,tg:rubhs:69,isad:rub:911,Archives,1,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/599fb696-e6eb-5a9c-bad6-4dcaaa6bc579'}
5a984b56-7518-5567-bd45-9da5759b06b6,tg:rubhs:113,isad:rub:911,Archives,1,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/5a984b56-7518-5567-bd45-9da5759b06b6'}
5c8aa656-79a3-5339-a7bd-e3b4e3e25278,tg:rubhs:144,isad:rub:911,Archives,1,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/5c8aa656-79a3-5339-a7bd-e3b4e3e25278'}
5e2ac8ce-bc6f-5923-bc03-5c33df7689ff,tg:rubhs:205,isad:rub:911,Archives,1,Notitieboekjes,{'url':'https://id.rubenianum.be//ark:/86530/5e2ac8ce-bc6f-5923-bc03-5c33df7689ff'}
5e546408-f4a9-5c7c-b046-f311a42a1621,tg:rubhs:26,isad:rub:314,Archives,1,Agenda's,{'url':'https://id.rubenianum.be//ark:/86530/5e546408-f4a9-5c7c-b046-f311a42a1621'}
5faa1eb2-5d3a-59c5-94c7-41873d211d30,tg:rubhs:24,isad:rub:314,Archives,1,Agenda's,{'url':'https://id.rubenianum.be//ark:/86530/5faa1eb2-5d3a-59c5-94c7-41873d211d30'}
60652640-6649-5c96-84e5-d8915306a9d1,tg:rubhs:46,isad:rub:314,Archives,1,Agenda's,{'url':'https://id.rubenianum.be//ark:/86530/60652640-6649-5c96-84e5-d8915306a9d1'}
62d47886-01c6-526e-8bb0-9edb3250b286,tg:rubhs:15,isad:rub:314,Archives,1,Agenda's,{'url':'https://id.rubenianum.be//ark:/86530/62d47886-01c6-526e-8bb0-9edb3250b286'}
