brocade.id,ResourceID,card,order,Illustration Type,Illustration URL
tg:lhaq:9286,f336da7c-906c-5ab5-b0f3-aa9d00bd9cd8,Images,1,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:618'}
tg:lhaq:9286,f336da7c-906c-5ab5-b0f3-aa9d00bd9cd8,Images,2,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:173054'}
tg:lhaq:8881,62450c5b-0a35-5d36-b684-1e7c66e4a1c9,Images,1,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:461'}
tg:lhaq:8881,62450c5b-0a35-5d36-b684-1e7c66e4a1c9,Images,2,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:172897'}
tg:lhaq:8751,1eec0799-63fa-543c-a3d0-be891a0c181c,Images,1,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:381'}
tg:lhaq:8751,1eec0799-63fa-543c-a3d0-be891a0c181c,Images,2,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:172817'}
tg:lhaq:9140,432a31ab-1b7d-527c-870a-feeb86b1d9c3,Images,1,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:606'}
tg:lhaq:9140,432a31ab-1b7d-527c-870a-feeb86b1d9c3,Images,2,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:173042'}
tg:lhaq:9005,56e6263a-af53-574e-ae41-5addeaf522f7,Images,1,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:553'}
tg:lhaq:9005,56e6263a-af53-574e-ae41-5addeaf522f7,Images,2,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:172989'}
tg:lhaq:8993,823461b2-0712-56a4-8ed4-be9310e7baa7,Images,1,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:541'}
tg:lhaq:8993,823461b2-0712-56a4-8ed4-be9310e7baa7,Images,2,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:172977'}
tg:lhaq:9394,afc90268-a4a6-57a2-92ea-ac8b55d49c94,Images,1,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:595890'}
tg:lhaq:9394,afc90268-a4a6-57a2-92ea-ac8b55d49c94,Images,2,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:596882'}
tg:lhaq:8706,0946f068-5ab0-5558-bd03-4f927fba0f5e,Images,1,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:369'}
tg:lhaq:8706,0946f068-5ab0-5558-bd03-4f927fba0f5e,Images,2,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:172805'}
tg:lhaq:5564,bb524cb6-ed81-546e-a22e-26957d99f5ff,Images,1,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:104'}
tg:lhaq:5564,bb524cb6-ed81-546e-a22e-26957d99f5ff,Images,2,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:172540'}
tg:lhaq:5564,bb524cb6-ed81-546e-a22e-26957d99f5ff,Images,3,Hoge resolutie,{'url': 'https://anet.be/docstore/d:lh:262626'}
tg:lhaq:9052,5d08dca6-26ef-556a-a3d9-ec1296c7d5de,Images,1,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:585'}
tg:lhaq:9052,5d08dca6-26ef-556a-a3d9-ec1296c7d5de,Images,2,Thumbnail,{'url': 'https://anet.be/docstore/d:lh:173021'}
tg:lhaq:9402,b2bbf28f-a732-5f52-be4c-4e3a67ca9678,Images,1,Lage resolutie,{'url': 'https://anet.be/docstore/d:lh:667407'}
