Production Place Identifier,id,Production Place Name,DB,Record ID,Record Place Name,Brocade Production Place ID,ResourceID
https://data.antwerpen.be/Ark:/83110/26f5ba68-72c7-5c3e-892c-519390a80475,au::106230,Edinburg (City of Edinburgh),rubhs,tg:rubhs:87,,au::106230,c8de16ec-31f2-5b12-9718-450e360a0516
https://data.antwerpen.be/Ark:/83110/636962b7-6ad0-5b44-83b4-9eb0958ecb76,au::104810,Amsterdam (Noord-Holland),rubhs,tg:rubhs:63,,au::104810,4e37693b-e937-5536-ad55-9c21d86cee53
https://data.antwerpen.be/Ark:/83110/636962b7-6ad0-5b44-83b4-9eb0958ecb76,au::104810,Amsterdam (Noord-Holland),rubhs,tg:rubhs:67,,au::104810,7c564919-563f-5ffe-8f08-ff864b9ef5bc
https://data.antwerpen.be/Ark:/83110/636962b7-6ad0-5b44-83b4-9eb0958ecb76,au::104810,Amsterdam (Noord-Holland),rubhs,tg:rubhs:75,,au::104810,bf1ea677-dc81-5e11-997c-658e291849eb
https://data.antwerpen.be/Ark:/83110/f1cd9779-a9f2-53ed-81a7-dd990009167e,au::102087,Frankfurt am Main (Regierungsbezirk Darmstadt),rubhs,tg:rubhs:138,,au::102087,568eb2b2-e872-5bd4-b883-d45041fbf573
https://data.antwerpen.be/Ark:/83110/f1cd9779-a9f2-53ed-81a7-dd990009167e,au::102087,Frankfurt am Main (Regierungsbezirk Darmstadt),rubhs,tg:rubhs:158,,au::102087,76405c8e-f119-5338-99fc-65a0be468e3b
https://data.antwerpen.be/Ark:/83110/f1cd9779-a9f2-53ed-81a7-dd990009167e,au::102087,Frankfurt am Main (Regierungsbezirk Darmstadt),rubhs,tg:rubhs:64,,au::102087,06091ed7-7f00-5c87-b75d-bc3c42d422c1
https://data.antwerpen.be/Ark:/83110/f6716ea4-5070-5414-8643-09c8e4efcf22,au::106233,Glasgow (Glasgow City),rubhs,tg:rubhs:113,,au::106233,5a984b56-7518-5567-bd45-9da5759b06b6
https://data.antwerpen.be/Ark:/83110/df8110f8-dae7-5c4c-b167-6b08f3a5fd46,au::105919,Praag (Hlavní město Praha),rubhs,tg:rubhs:116,,au::105919,91ee98a4-3d3a-5ddf-b8fe-2c74ed627849
https://data.antwerpen.be/Ark:/83110/df8110f8-dae7-5c4c-b167-6b08f3a5fd46,au::105919,Praag (Hlavní město Praha),rubhs,tg:rubhs:56,,au::105919,654d6d97-997d-555f-ad89-c11f184b9917
https://data.antwerpen.be/Ark:/83110/81ac4db9-1e25-55a3-9b28-97c03f96b4ab,au::100141,Antwerpen (Arrondissement Antwerpen),rubhs,tg:rubhs:115,,au::100141,6bdab216-eab6-5653-b896-57492506250a
https://data.antwerpen.be/Ark:/83110/81ac4db9-1e25-55a3-9b28-97c03f96b4ab,au::100141,Antwerpen (Arrondissement Antwerpen),rubhs,tg:rubhs:176,,au::100141,58f9caae-36f5-5268-95c3-6b6008397d6b
https://data.antwerpen.be/Ark:/83110/a0ec5676-e78f-5336-b2f7-ef49694e2dbb,au::105472,Warschau (Warszawa),rubhs,tg:rubhs:66,,au::105472,14d1116b-2ddd-539c-b4d5-26e75caa949a
https://data.antwerpen.be/Ark:/83110/06aa96a9-f336-5fe4-9ec6-44654738ca9f,au::106590,Uppsala (Uppsala socken),rubhs,tg:rubhs:147,,au::106590,e19d6016-6de8-52f7-89c6-abd31b37120f
https://data.antwerpen.be/Ark:/83110/b78fedb2-2e90-5fb3-96e5-c60991713360,au::106586,Stockholm (Stockholms Kommun),rubhs,tg:rubhs:106,,au::106586,e3f76a05-f91c-5ead-b6b6-19aaf05b4722
https://data.antwerpen.be/Ark:/83110/d5eafadb-58ae-5686-a8b1-ea8b7dee3fb9,au::102989,Metz (Moselle),rubhs,tg:rubhs:213,,au::102989,127afc38-d546-52da-9db8-2043726f5b2c
