ResourceID,brocade.id,card,source_field,Dimension Value,Dimension Type,Dimension Measurement Unit
6bdab216-eab6-5653-b896-57492506250a,tg:rubhs:115,Dimensions,kenmerken/rubformaths.rubformathsafm,165,hoogte van voetstuk,millimeter
6bdab216-eab6-5653-b896-57492506250a,tg:rubhs:115,Dimensions,kenmerken/rubformaths.rubformathsafm,105,breedte van voetstuk,millimeter
6bdab216-eab6-5653-b896-57492506250a,tg:rubhs:115,Dimensions,kenmerken/rubformaths.rubformathsafm,3,diepte van voetstuk,millimeter
651614bc-d11c-5d51-a064-34ed34494f8d,tg:rubhs:142,Dimensions,kenmerken/rubformaths.rubformathsafm,157,hoogte van voetstuk,millimeter
651614bc-d11c-5d51-a064-34ed34494f8d,tg:rubhs:142,Dimensions,kenmerken/rubformaths.rubformathsafm,100,breedte van voetstuk,millimeter
651614bc-d11c-5d51-a064-34ed34494f8d,tg:rubhs:142,Dimensions,kenmerken/rubformaths.rubformathsafm,5,diepte van voetstuk,millimeter
34cdbfe1-25aa-59d8-9c0c-8f805df7634f,tg:rubhs:154,Dimensions,kenmerken/rubformaths.rubformathsafm,170,hoogte van voetstuk,millimeter
34cdbfe1-25aa-59d8-9c0c-8f805df7634f,tg:rubhs:154,Dimensions,kenmerken/rubformaths.rubformathsafm,100,breedte van voetstuk,millimeter
34cdbfe1-25aa-59d8-9c0c-8f805df7634f,tg:rubhs:154,Dimensions,kenmerken/rubformaths.rubformathsafm,3,diepte van voetstuk,millimeter
f89075b7-bbea-5413-b7c5-5f40bfb1ea45,tg:rubhs:103,Dimensions,kenmerken/rubformaths.rubformathsafm,170,hoogte van voetstuk,millimeter
f89075b7-bbea-5413-b7c5-5f40bfb1ea45,tg:rubhs:103,Dimensions,kenmerken/rubformaths.rubformathsafm,105,breedte van voetstuk,millimeter
f89075b7-bbea-5413-b7c5-5f40bfb1ea45,tg:rubhs:103,Dimensions,kenmerken/rubformaths.rubformathsafm,10,diepte van voetstuk,millimeter
77edd04e-5fb6-5474-8b0a-91d9907eccc0,tg:rubhs:197,Dimensions,kenmerken/rubformaths.rubformathsafm,210,hoogte van voetstuk,millimeter
77edd04e-5fb6-5474-8b0a-91d9907eccc0,tg:rubhs:197,Dimensions,kenmerken/rubformaths.rubformathsafm,170,breedte van voetstuk,millimeter
77edd04e-5fb6-5474-8b0a-91d9907eccc0,tg:rubhs:197,Dimensions,kenmerken/rubformaths.rubformathsafm,10,diepte van voetstuk,millimeter
6472f2e0-2285-519c-9c4a-3f62b23532ac,tg:rubhs:178,Dimensions,kenmerken/rubformaths.rubformathsafm,160,hoogte van voetstuk,millimeter
6472f2e0-2285-519c-9c4a-3f62b23532ac,tg:rubhs:178,Dimensions,kenmerken/rubformaths.rubformathsafm,100,breedte van voetstuk,millimeter
6472f2e0-2285-519c-9c4a-3f62b23532ac,tg:rubhs:178,Dimensions,kenmerken/rubformaths.rubformathsafm,20,diepte van voetstuk,millimeter
e63337da-bf45-5777-bb14-d3ef95982778,tg:rubhs:20,Dimensions,kenmerken/rubformaths.rubformathsafm,111,hoogte van voetstuk,millimeter
e63337da-bf45-5777-bb14-d3ef95982778,tg:rubhs:20,Dimensions,kenmerken/rubformaths.rubformathsafm,77,breedte van voetstuk,millimeter
e63337da-bf45-5777-bb14-d3ef95982778,tg:rubhs:20,Dimensions,kenmerken/rubformaths.rubformathsafm,9,diepte van voetstuk,millimeter
23b02e04-46f9-5eb4-8eb9-8b3dede41e80,tg:rubhs:206,Dimensions,kenmerken/rubformaths.rubformathsafm,205,hoogte van voetstuk,millimeter
23b02e04-46f9-5eb4-8eb9-8b3dede41e80,tg:rubhs:206,Dimensions,kenmerken/rubformaths.rubformathsafm,165,breedte van voetstuk,millimeter
23b02e04-46f9-5eb4-8eb9-8b3dede41e80,tg:rubhs:206,Dimensions,kenmerken/rubformaths.rubformathsafm,7,diepte van voetstuk,millimeter
96420871-9263-54bc-b914-66a155f7623b,tg:rubhs:77,Dimensions,kenmerken/rubformaths.rubformathsafm,170,hoogte van voetstuk,millimeter
