ResourceID,brocade.id,card,order,Material Records
5a5bca89-08bd-5e2b-8c2f-e66d0df91fe9,tg:lhbr:14757,e73_MaterialRecords,1,"[{""resourceId"": ""6cd21eab-a733-5267-a493-ee75db4db261"", ""ontologyProperty"": """", ""resourceXresourceId"": ""fc3e2b21-c593-4b47-8b49-538ee719cf30"", ""inverseOntologyProperty"": """"}]"
75adc835-fd41-53f9-a975-7f6489fa57a8,tg:lhbr:92109,e73_MaterialRecords,1,"[{""resourceId"": ""4dacc4f3-4b79-57b1-acc4-878beb407e0f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a1f198dd-d54d-4fc1-b337-e749391569aa"", ""inverseOntologyProperty"": """"}]"
c959ba4b-084b-5175-90a5-3859069065e6,tg:lhbr:80568,e73_MaterialRecords,1,"[{""resourceId"": ""e78e8bd9-5f1d-5f20-b39b-8ad84d07bd98"", ""ontologyProperty"": """", ""resourceXresourceId"": ""65f22fb6-9d96-44d5-ac66-bbf01c3643f7"", ""inverseOntologyProperty"": """"}]"
28c94b6c-86f1-56bf-84c8-33bc15e626b7,tg:lhbr:192912,e73_MaterialRecords,1,"[{""resourceId"": ""47be3623-8b29-5f3e-a4bb-1aa189f06ff5"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c4419703-77b8-4c3d-9ba6-9c292c64aaba"", ""inverseOntologyProperty"": """"}]"
202ca955-7f17-54ba-8dc1-19707b9feb12,tg:lhbr:253065,e73_MaterialRecords,1,"[{""resourceId"": ""edb601f7-213e-5861-8332-69ace48cf0a5"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1acf0923-a380-4e39-9936-5e7fdd5cc81c"", ""inverseOntologyProperty"": """"}]"
7c361ffe-a31c-5b1b-9690-fa01fbe96c1b,tg:lhbr:241404,e73_MaterialRecords,1,"[{""resourceId"": ""f6627d97-6231-54f3-ba58-94106286e93a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""65c5fb2c-4abb-4111-94af-bfdd378ec8a7"", ""inverseOntologyProperty"": """"}]"
dd3a8fcd-a947-560f-a1e2-9964e8e882fd,tg:lhbr:183780,e73_MaterialRecords,1,"[{""resourceId"": ""662adb5a-15d8-57dd-9fbc-9aeca0ec70ae"", ""ontologyProperty"": """", ""resourceXresourceId"": ""34dc7664-c147-4328-b078-3f7e2ce8bb5b"", ""inverseOntologyProperty"": """"}]"
1c4ec183-c35d-5db3-859b-8370e42a53e4,tg:lhbr:286931,e73_MaterialRecords,1,"[{""resourceId"": ""5c515048-f949-5cec-b815-24864d84c4eb"", ""ontologyProperty"": """", ""resourceXresourceId"": ""4c69846a-cf6b-4370-b7f8-f90dfbaeb66c"", ""inverseOntologyProperty"": """"}]"
8ba03926-6c13-51c0-aecf-0e154d60ad73,tg:lhbr:147046,e73_MaterialRecords,1,"[{""resourceId"": ""f9c34eae-edb1-5ba8-99d2-3384ab795fa8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""72e5607b-f2d1-412a-a856-48f079a18e30"", ""inverseOntologyProperty"": """"}]"
6ce2ad5f-95e0-5b65-85a8-a46d5a1c5c74,tg:lhbr:155427,e73_MaterialRecords,1,"[{""resourceId"": ""43a4acf2-9354-5a83-ab8b-265ca2694378"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8a25c39e-815d-4bcb-ba08-39eb9960fd80"", ""inverseOntologyProperty"": """"}]"
8d0d2a4e-33c3-545d-86f4-17bc5008a4b0,tg:lhbr:239732,e73_MaterialRecords,1,"[{""resourceId"": ""228facf1-f641-51c3-8159-687b88366b3c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""ead6a67a-2f0f-42d2-a018-1280afeba1c8"", ""inverseOntologyProperty"": """"}]"
45930501-e3bd-5f4d-a597-b16487e2dbc7,tg:lhbr:230814,e73_MaterialRecords,1,"[{""resourceId"": ""5c21411b-3abf-5c9f-b452-c086eb0cc200"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a3863bfa-fa1f-47f9-8a92-1e90ebef9342"", ""inverseOntologyProperty"": """"}]"
