ResourceID,brocade.id,card,order,source_field,Production Time Span Source Note
aa64305a-b125-5b53-a572-2bec7aa3bb27,tg:lhbr:228132,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19720400
df44f22d-aafb-505a-b80b-9c4cb604ca70,tg:lhbr:86166,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19010719
c24aca3d-4f7a-5759-9ecf-44fc57ab71d0,tg:lhbr:57896,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19220504
cdcbef42-3a6c-558b-9e07-475b1b26131c,tg:lhbr:255402,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19710429
e01b5cf7-de26-5be4-ab4c-dbec23e187e1,tg:lhbr:203262,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19461223
4dede4f4-0c70-5908-afe4-37173f2a0679,tg:lhbr:127292,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19641207
f67aef61-8e85-5979-8729-916af0bb1010,tg:lhbr:66332,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19240604
281b06fd-715b-54f8-8cf7-6e5d2e8f3659,tg:lhbr:30552,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19400827
7f59ae88-e386-5321-86e5-0c2d943a9b2d,tg:lhbr:120557,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19510811
3be709c0-3f47-5ab1-8b4d-6ea7bfc6095a,tg:lhbr:263863,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,20051123
db99c399-e816-5663-b323-d0f9cd4c11b1,tg:lhbr:176337,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19690217
6deea745-e501-5ff0-b78a-b470b70969a4,tg:lhbr:37297,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19301201
d2516495-5f52-5cca-9313-8e04a2e6d93e,tg:lhbr:147893,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,18620019
3be89d69-c8a1-5540-875d-76e3321a8958,tg:lhbr:196163,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19661215
7fe9f34b-931c-519f-a3ea-9002c5fffb78,tg:lhbr:279097,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19340725
314b362f-52ed-5d04-8de3-1e656ad8eeee,tg:lhbr:3721,ProductionTimeSpanSourceNotes,0,id/date.creationdate/so,19661128
