ResourceID,brocade.id,card,order,source_field,source_code,Language
aa64305a-b125-5b53-a572-2bec7aa3bb27,tg:lhbr:228132,Languages,1,kenmerken.lhlanguagehs,fre,French (language)
df44f22d-aafb-505a-b80b-9c4cb604ca70,tg:lhbr:86166,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
c24aca3d-4f7a-5759-9ecf-44fc57ab71d0,tg:lhbr:57896,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
cdcbef42-3a6c-558b-9e07-475b1b26131c,tg:lhbr:255402,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
e01b5cf7-de26-5be4-ab4c-dbec23e187e1,tg:lhbr:203262,Languages,1,kenmerken.lhlanguagehs,ger,German (language)
4dede4f4-0c70-5908-afe4-37173f2a0679,tg:lhbr:127292,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
f67aef61-8e85-5979-8729-916af0bb1010,tg:lhbr:66332,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
281b06fd-715b-54f8-8cf7-6e5d2e8f3659,tg:lhbr:30552,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
7f59ae88-e386-5321-86e5-0c2d943a9b2d,tg:lhbr:120557,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
3be709c0-3f47-5ab1-8b4d-6ea7bfc6095a,tg:lhbr:263863,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
db99c399-e816-5663-b323-d0f9cd4c11b1,tg:lhbr:176337,Languages,1,kenmerken.lhlanguagehs,ger,German (language)
6deea745-e501-5ff0-b78a-b470b70969a4,tg:lhbr:37297,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
d2516495-5f52-5cca-9313-8e04a2e6d93e,tg:lhbr:147893,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
3be89d69-c8a1-5540-875d-76e3321a8958,tg:lhbr:196163,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
7fe9f34b-931c-519f-a3ea-9002c5fffb78,tg:lhbr:279097,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
314b362f-52ed-5d04-8de3-1e656ad8eeee,tg:lhbr:3721,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
a910bf47-9338-565a-a0fa-739407be5464,tg:lhbr:282525,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
91b16930-de8e-55a0-bcfa-b1a417332eff,tg:lhbr:249421,Languages,1,kenmerken.lhlanguagehs,fre,French (language)
a9876ef6-f99f-5757-a433-26ad93233fef,tg:lhbr:146781,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
9f1cba13-d3ea-5624-ab90-cf03f43ec91d,tg:lhbr:51041,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
6e488d18-5dca-5839-951a-8f7edb07961c,tg:lhbr:234111,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
08b5b18b-fa88-5b47-b703-dd3f90bbdbde,tg:lhbr:262771,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
beff786e-a5e8-5c4c-933f-38ec2837d4ed,tg:lhbr:2833,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
badcf258-2d1a-5627-83d6-a59543f01e3d,tg:lhbr:267089,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
e164bb24-2e64-55ab-bebc-6630e900b6bf,tg:lhbr:143079,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
2f10f2a8-0190-5141-b496-53068bdd29aa,tg:lhbr:115619,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
0f24abab-a174-5cb1-bf46-2708a2fc4daf,tg:lhbr:192989,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
f70d676e-3333-5f79-a9cb-9bde05865725,tg:lhbr:168329,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
fc30fcc5-5d7e-5622-800d-d9f5fc138c2a,tg:lhbr:29289,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
dc666472-e8e7-56f2-80f3-6ef28f30e1a4,tg:lhbr:117624,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
f3a373ae-df28-51ca-a570-a4df9d813a24,tg:lhbr:56784,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
b544c937-61e2-53e3-9b09-5e19f5a0e4f3,tg:lhbr:218584,Languages,1,kenmerken.lhlanguagehs,fre,French (language)
67985bec-be40-51f3-9663-bd85fb9cdfd7,tg:lhbr:108928,Languages,1,kenmerken.lhlanguagehs,dut,Dutch (language)
