ResourceID,brocade.id,card,order,Keeper,Object Number,Object Identifier
6cd21eab-a733-5267-a493-ee75db4db261,tg:lhbr:14757_#1,AA,0,Letterenhuis,tg:lhbr:14757_#1,https://data.letterenhuis.be/ark:/24970/6cd21eab-a733-5267-a493-ee75db4db261
4dacc4f3-4b79-57b1-acc4-878beb407e0f,tg:lhbr:92109_#1,AA,0,Letterenhuis,tg:lhbr:92109_#1,https://data.letterenhuis.be/ark:/24970/4dacc4f3-4b79-57b1-acc4-878beb407e0f
e78e8bd9-5f1d-5f20-b39b-8ad84d07bd98,tg:lhbr:80568_#1,AA,0,Letterenhuis,tg:lhbr:80568_#1,https://data.letterenhuis.be/ark:/24970/e78e8bd9-5f1d-5f20-b39b-8ad84d07bd98
47be3623-8b29-5f3e-a4bb-1aa189f06ff5,tg:lhbr:192912_#1,AA,0,Letterenhuis,tg:lhbr:192912_#1,https://data.letterenhuis.be/ark:/24970/47be3623-8b29-5f3e-a4bb-1aa189f06ff5
edb601f7-213e-5861-8332-69ace48cf0a5,tg:lhbr:253065_#1,AA,0,Letterenhuis,tg:lhbr:253065_#1,https://data.letterenhuis.be/ark:/24970/edb601f7-213e-5861-8332-69ace48cf0a5
f6627d97-6231-54f3-ba58-94106286e93a,tg:lhbr:241404_#1,AA,0,Letterenhuis,tg:lhbr:241404_#1,https://data.letterenhuis.be/ark:/24970/f6627d97-6231-54f3-ba58-94106286e93a
662adb5a-15d8-57dd-9fbc-9aeca0ec70ae,tg:lhbr:183780_#1,AA,0,Letterenhuis,tg:lhbr:183780_#1,https://data.letterenhuis.be/ark:/24970/662adb5a-15d8-57dd-9fbc-9aeca0ec70ae
5c515048-f949-5cec-b815-24864d84c4eb,tg:lhbr:286931_#1,AA,0,Letterenhuis,tg:lhbr:286931_#1,https://data.letterenhuis.be/ark:/24970/5c515048-f949-5cec-b815-24864d84c4eb
f9c34eae-edb1-5ba8-99d2-3384ab795fa8,tg:lhbr:147046_#1,AA,0,Letterenhuis,tg:lhbr:147046_#1,https://data.letterenhuis.be/ark:/24970/f9c34eae-edb1-5ba8-99d2-3384ab795fa8
43a4acf2-9354-5a83-ab8b-265ca2694378,tg:lhbr:155427_#1,AA,0,Letterenhuis,tg:lhbr:155427_#1,https://data.letterenhuis.be/ark:/24970/43a4acf2-9354-5a83-ab8b-265ca2694378
228facf1-f641-51c3-8159-687b88366b3c,tg:lhbr:239732_#1,AA,0,Letterenhuis,tg:lhbr:239732_#1,https://data.letterenhuis.be/ark:/24970/228facf1-f641-51c3-8159-687b88366b3c
