ResourceID,brocade.id,card,order,source_field,source_code,Production Technique Type
aa64305a-b125-5b53-a572-2bec7aa3bb27,tg:lhbr:228132,ProductionTechniques,1,kenmerken.lhtypohs,ts,typewriting
cdcbef42-3a6c-558b-9e07-475b1b26131c,tg:lhbr:255402,ProductionTechniques,1,kenmerken.lhtypohs,ts,typewriting
e01b5cf7-de26-5be4-ab4c-dbec23e187e1,tg:lhbr:203262,ProductionTechniques,1,kenmerken.lhtypohs,pr,printing (process)
3be709c0-3f47-5ab1-8b4d-6ea7bfc6095a,tg:lhbr:263863,ProductionTechniques,1,kenmerken.lhtypohs,ts,typewriting
db99c399-e816-5663-b323-d0f9cd4c11b1,tg:lhbr:176337,ProductionTechniques,1,kenmerken.lhtypohs,ts,typewriting
3be89d69-c8a1-5540-875d-76e3321a8958,tg:lhbr:196163,ProductionTechniques,1,kenmerken.lhtypohs,ts,typewriting
7fe9f34b-931c-519f-a3ea-9002c5fffb78,tg:lhbr:279097,ProductionTechniques,1,kenmerken.lhtypohs,ts,typewriting
a910bf47-9338-565a-a0fa-739407be5464,tg:lhbr:282525,ProductionTechniques,1,kenmerken.lhtypohs,ts,typewriting
91b16930-de8e-55a0-bcfa-b1a417332eff,tg:lhbr:249421,ProductionTechniques,1,kenmerken.lhtypohs,hs,handwriting
6e488d18-5dca-5839-951a-8f7edb07961c,tg:lhbr:234111,ProductionTechniques,1,kenmerken.lhtypohs,hs,handwriting
08b5b18b-fa88-5b47-b703-dd3f90bbdbde,tg:lhbr:262771,ProductionTechniques,1,kenmerken.lhtypohs,hs,handwriting
0f24abab-a174-5cb1-bf46-2708a2fc4daf,tg:lhbr:192989,ProductionTechniques,1,kenmerken.lhtypohs,ts,typewriting
b544c937-61e2-53e3-9b09-5e19f5a0e4f3,tg:lhbr:218584,ProductionTechniques,1,kenmerken.lhtypohs,pr,printing (process)
533c7899-a944-5c32-a6b5-b42e0e17a023,tg:lhbr:280518,ProductionTechniques,1,kenmerken.lhtypohs,hs,handwriting
4dc44433-fdf8-5104-af44-dba143ac1158,tg:lhbr:182570,ProductionTechniques,1,kenmerken.lhtypohs,hs,handwriting
7766ac0c-ddc2-5166-b972-460edab48a2f,tg:lhbr:288128,ProductionTechniques,1,kenmerken.lhtypohs,ts,typewriting
53893d99-ce58-5789-97ad-4d6f2826a89b,tg:lhbr:187288,ProductionTechniques,1,kenmerken.lhtypohs,ts,typewriting
59de65e9-90fe-5ef7-8cc1-d4a04b414504,tg:lhbr:241011,ProductionTechniques,1,kenmerken.lhtypohs,ts,typewriting
3e039b6a-20d7-535c-98aa-aa5272d027ff,tg:lhbr:217671,ProductionTechniques,1,kenmerken.lhtypohs,hs,handwriting
a6f0cc7f-525c-54ca-8c19-cff781e70aaa,tg:lhbr:212189,ProductionTechniques,1,kenmerken.lhtypohs,hs,handwriting
97e87256-ccfe-50c9-83a0-cea738c3202a,tg:lhbr:216963,ProductionTechniques,1,kenmerken.lhtypohs,ts,typewriting
44979b56-311b-5569-8f71-d9104804bcc2,tg:lhbr:199296,ProductionTechniques,1,kenmerken.lhtypohs,hs,handwriting
c724a2d4-ef5b-5202-b55d-d212683e1c15,tg:lhbr:220502,ProductionTechniques,1,kenmerken.lhtypohs,ts,typewriting
0468ece6-2199-5325-8741-779497675c16,tg:lhbr:276362,ProductionTechniques,1,kenmerken.lhtypohs,hs,handwriting
f096fb19-867e-5d46-b7aa-c7485789ffc5,tg:lhbr:296136,ProductionTechniques,1,kenmerken.lhtypohs,hs,handwriting
d2362082-f4d5-503c-9c00-ee0dad0764b3,tg:lhbr:238831,ProductionTechniques,1,kenmerken.lhtypohs,hs,handwriting
