ResourceID,brocade.id,card,order,source_field,source_code,Object Type
aa64305a-b125-5b53-a572-2bec7aa3bb27,tg:lhbr:228132,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
cdcbef42-3a6c-558b-9e07-475b1b26131c,tg:lhbr:255402,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
e01b5cf7-de26-5be4-ab4c-dbec23e187e1,tg:lhbr:203262,ObjectTypes,1,kenmerken.lhtypebr,brgg,greeting cards
3be709c0-3f47-5ab1-8b4d-6ea7bfc6095a,tg:lhbr:263863,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
db99c399-e816-5663-b323-d0f9cd4c11b1,tg:lhbr:176337,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
3be89d69-c8a1-5540-875d-76e3321a8958,tg:lhbr:196163,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
7fe9f34b-931c-519f-a3ea-9002c5fffb78,tg:lhbr:279097,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
a910bf47-9338-565a-a0fa-739407be5464,tg:lhbr:282525,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
91b16930-de8e-55a0-bcfa-b1a417332eff,tg:lhbr:249421,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
6e488d18-5dca-5839-951a-8f7edb07961c,tg:lhbr:234111,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
08b5b18b-fa88-5b47-b703-dd3f90bbdbde,tg:lhbr:262771,ObjectTypes,1,kenmerken.lhtypebr,brpp,picture postcards
0f24abab-a174-5cb1-bf46-2708a2fc4daf,tg:lhbr:192989,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
533c7899-a944-5c32-a6b5-b42e0e17a023,tg:lhbr:280518,ObjectTypes,1,kenmerken.lhtypebr,brbk,postcards
4dc44433-fdf8-5104-af44-dba143ac1158,tg:lhbr:182570,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
7766ac0c-ddc2-5166-b972-460edab48a2f,tg:lhbr:288128,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
53893d99-ce58-5789-97ad-4d6f2826a89b,tg:lhbr:187288,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
3e039b6a-20d7-535c-98aa-aa5272d027ff,tg:lhbr:217671,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
a6f0cc7f-525c-54ca-8c19-cff781e70aaa,tg:lhbr:212189,ObjectTypes,1,kenmerken.lhtypebr,brlc,postcards
97e87256-ccfe-50c9-83a0-cea738c3202a,tg:lhbr:216963,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
44979b56-311b-5569-8f71-d9104804bcc2,tg:lhbr:199296,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
c724a2d4-ef5b-5202-b55d-d212683e1c15,tg:lhbr:220502,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
0468ece6-2199-5325-8741-779497675c16,tg:lhbr:276362,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
f096fb19-867e-5d46-b7aa-c7485789ffc5,tg:lhbr:296136,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
d2362082-f4d5-503c-9c00-ee0dad0764b3,tg:lhbr:238831,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
64b9eab4-3a89-5201-89fb-08345c98df89,tg:lhbr:209395,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
e2c34ed6-9c9e-5d27-a15c-7b7f0bed5293,tg:lhbr:291309,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
ef391897-cfd7-571f-a3a3-8a60d3be975b,tg:lhbr:258230,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
90751e79-fac7-5169-8bad-90fea2fb6fd7,tg:lhbr:293334,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
094e2a0c-caba-507f-b810-947b832bf43d,tg:lhbr:186860,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
42883c45-714a-5d2d-b202-7e387214a590,tg:lhbr:269994,ObjectTypes,1,kenmerken.lhtypebr,brbk,postcards
63b36526-6bcb-500b-9a32-f36837625edf,tg:lhbr:225700,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
48143836-c05e-5382-87fa-da81c50257d6,tg:lhbr:273160,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
14cc8cf8-03f4-5900-9cc9-736172f55a21,tg:lhbr:276698,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
a3905df9-3731-5233-ac6e-e78d833989b9,tg:lhbr:179538,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
96fe6b40-985e-5c77-b3bf-980c937533e4,tg:lhbr:224812,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
f39bc77a-59f9-5373-9aa7-f4375d88873d,tg:lhbr:268686,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
6025ed6d-a163-599e-b34e-7e2dde15114d,tg:lhbr:187772,ObjectTypes,1,kenmerken.lhtypebr,brbk,postcards
d45153e4-792f-5cbd-b33f-3870608d5733,tg:lhbr:239723,ObjectTypes,1,kenmerken.lhtypebr,brbk,postcards
d14e8bae-1df1-592a-8dae-2eee51b19b87,tg:lhbr:244213,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
dec506a0-9ea7-5431-8007-1723e66f2044,tg:lhbr:212473,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
cce25685-7c8f-5b44-b84d-04dfe14fb36c,tg:lhbr:231313,ObjectTypes,1,kenmerken.lhtypebr,brci,circular letters
672c8cdd-943b-5f6d-99a3-fb8dfc740397,tg:lhbr:267573,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
ff82ccc6-bdcc-5512-a0f1-7ae9c86c210c,tg:lhbr:188487,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
aa6928df-4fcb-5710-9385-2b4f7b6477a0,tg:lhbr:287727,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
d70604c9-9b00-5bc7-8b5d-cfc5b206fbfa,tg:lhbr:251912,ObjectTypes,1,kenmerken.lhtypebr,brvc,visiting cards
a049b20b-900c-55b9-bd54-ba3c11f5c03b,tg:lhbr:250600,ObjectTypes,1,kenmerken.lhtypebr,brvc,visiting cards
f081ab05-8a4b-5bca-bfe1-9a47398d94b2,tg:lhbr:206060,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
f5d54170-553e-5b50-8a32-f19ae9cd7dc7,tg:lhbr:284808,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
52eded4b-f85d-5f86-9135-75ab2d5dc451,tg:lhbr:203798,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
c388072d-cd72-5885-9ac0-80c47a01c94b,tg:lhbr:193361,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
d4863bb7-5428-52db-8487-5a0ef383cd02,tg:lhbr:286835,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
eeb93bf8-dffa-5091-9e94-3a070775ee99,tg:lhbr:196499,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
dfee9ef8-345d-5142-8e4f-e156b197cb9c,tg:lhbr:253885,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
1d623fee-1bc7-534d-830f-3e073a2de673,tg:lhbr:262321,ObjectTypes,1,kenmerken.lhtypebr,brem,electronic mail
c133c28e-fbca-5d1a-a0a1-ce7d6336f3b5,tg:lhbr:234541,ObjectTypes,1,kenmerken.lhtypebr,brbk,postcards
eadfe584-a3a8-547b-a7ff-5bb39c17b7bc,tg:lhbr:177875,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
ad4bb3cb-5e14-5705-9ea5-2f43529eacea,tg:lhbr:282175,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
7d43f0bd-4956-560f-83dc-a4504b8efa68,tg:lhbr:249071,ObjectTypes,1,kenmerken.lhtypebr,brpp,picture postcards
d4ca9b6b-ae44-5f53-9c09-366225b9ac3c,tg:lhbr:233284,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
a3bf21f2-b48c-5303-9d5e-dd96f349cdd3,tg:lhbr:202920,ObjectTypes,1,kenmerken.lhtypebr,brlc,postcards
a5b9d2d9-f572-57d4-94d3-d4608f1f6920,tg:lhbr:175848,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
730d437c-a958-5c0f-a1f1-dfb7c0aaf7f2,tg:lhbr:280148,ObjectTypes,1,kenmerken.lhtypebr,brbk,postcards
28abc09e-1c5f-500c-8320-756829b5502e,tg:lhbr:203632,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
d08b7320-c5f2-5436-8970-005ee33e874a,tg:lhbr:255052,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
5f68239b-328f-5dc2-8760-b56195897238,tg:lhbr:228562,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
0a3c0bed-e031-5b95-b5d3-8119e6e279a3,tg:lhbr:86536,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
edd9fdf2-9a2e-5140-9598-6843538c1875,tg:lhbr:196533,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
3e94edd3-e843-56c8-904e-8003cb696bc1,tg:lhbr:252797,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
b8d37f44-9bb2-5a51-83c9-087c70a713da,tg:lhbr:227697,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
f5e722db-93f3-5ef2-8567-1e1059ae8802,tg:lhbr:179492,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
7af2049c-5333-5d20-be18-c85fd22ec3de,tg:lhbr:276732,ObjectTypes,1,kenmerken.lhtypebr,brbk,postcards
b82b0755-b25a-5ce4-8bd7-a778fa758720,tg:lhbr:220152,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
944a7325-54bc-5b91-9dc0-00b69e300a1e,tg:lhbr:277820,ObjectTypes,1,kenmerken.lhtypebr,brbk,postcards
aea9ea5f-49f4-539d-90dc-d9efabcd1f0f,tg:lhbr:246384,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
5dd17a54-4352-50ad-a5af-5ca7fcd49d1c,tg:lhbr:182120,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
748a1692-abd4-57b4-a3f9-2c9b26090151,tg:lhbr:288578,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
532f97ff-d629-5315-893b-9e5a9088ad8b,tg:lhbr:241441,ObjectTypes,1,kenmerken.lhtypebr,brpp,picture postcards
11ab3431-3402-5391-b21c-60a97f659498,tg:lhbr:226985,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
c46b1cc4-bf2e-5e35-8385-933871e04af3,tg:lhbr:239689,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
ad09b7ce-21ce-52dc-b9e7-ee97f9640e11,tg:lhbr:292876,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
314b9948-58bb-5492-992d-47e3bc33595d,tg:lhbr:259972,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
fca913ea-587c-584d-a683-3d787d0118f2,tg:lhbr:187322,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
c5e1a087-a996-5e99-982f-37ad447008cf,tg:lhbr:288082,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
58077cb2-a868-5e2f-986c-a024811fdf4f,tg:lhbr:243186,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
d09a4890-8884-5ac3-80f6-2875d5ce2929,tg:lhbr:212023,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
8f94caa4-5012-52df-bdfb-93dab13ba155,tg:lhbr:244643,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
c7ef309a-09c7-54f0-8bd8-5f3eb172b095,tg:lhbr:239373,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
eb4cfa67-f38b-540f-b8ac-99051fe4c395,tg:lhbr:245951,ObjectTypes,1,kenmerken.lhtypebr,brtg,telegrams
d2577621-cd2e-533f-b330-5fb962af180b,tg:lhbr:222495,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
6e3f44f0-1171-5518-83d4-7c8434c6f2c3,tg:lhbr:291759,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
cfecff8f-7c14-5a67-ac73-ab2c55ac4e96,tg:lhbr:273530,ObjectTypes,1,kenmerken.lhtypebr,brpp,picture postcards
c5c1d491-d2e6-5e05-ac85-0e7fbbd7b26d,tg:lhbr:225350,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
38bf6c53-a860-5686-899d-477c3837953f,tg:lhbr:258660,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
feba788f-f0c1-5aa6-9724-6db8d1a684ae,tg:lhbr:293764,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
b8cff181-0f79-5be0-82d5-01eee9f9708f,tg:lhbr:179168,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
9e5601da-5fd5-5da3-bde3-d4317265dbcc,tg:lhbr:206430,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
999c7476-bba0-5896-a502-97952be127d6,tg:lhbr:250250,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
f6780216-4524-5aee-a355-621f393f392a,tg:lhbr:228098,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
cf80faee-acd2-56c0-a69a-204206216e25,tg:lhbr:257595,ObjectTypes,1,kenmerken.lhtypebr,brlc,postcards
90875f60-4ed0-5be5-9643-d80e3d44851c,tg:lhbr:230851,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
67f6aece-516b-56ca-a136-f441510daf71,tg:lhbr:193731,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
7f8b7e05-c97e-5a34-a106-094c9af97d23,tg:lhbr:192823,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
b3a8ed24-8140-56b3-a474-cea6a8e0ad87,tg:lhbr:287377,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
485a1fb5-9aef-529f-8fc9-cd7bca579f0a,tg:lhbr:267123,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
e6f180ba-1f64-5344-b2a4-436f3c60ec48,tg:lhbr:231743,ObjectTypes,1,kenmerken.lhtypebr,brlc,postcards
6462e2e2-2e79-5d4a-8ad2-d2d499abead7,tg:lhbr:236086,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
e0a57947-73a4-5bfb-8491-0eca14fee7e3,tg:lhbr:278686,ObjectTypes,1,kenmerken.lhtypebr,brlc,postcards
b2f53240-23be-55d9-bf26-eaadffa319bb,tg:lhbr:177526,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
016f671f-9952-59f2-b796-8ac25ff1b643,tg:lhbr:234812,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
b8bfb0ed-c694-541f-bd02-21cb60d98ef6,tg:lhbr:202473,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
a4347898-3cc5-5367-9315-ee60e522f9f0,tg:lhbr:254213,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
48a3a08e-3e45-5482-888e-9be39026a52d,tg:lhbr:229723,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
0b76056b-0de9-5a05-835c-0d92065b6a0f,tg:lhbr:228831,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
d859e296-f4cc-5b69-8ecb-285029731446,tg:lhbr:219395,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
9e87100a-88e1-566d-90f9-37e5b1537d8d,tg:lhbr:281309,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
0c504cd4-f61d-593c-bb62-97b0001ca7b6,tg:lhbr:263160,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
dc458502-c4d0-5f41-8966-aa2e1d5c297c,tg:lhbr:235700,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
24a1d4ff-b1ef-5b21-9391-4a8a108f5ae4,tg:lhbr:196860,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
58b2bf9a-b03a-5925-849f-1857a17cc7c5,tg:lhbr:248230,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
a9d989e3-6bb4-5fbe-94d9-75b8df121da7,tg:lhbr:283334,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
0ec5acac-e8c2-5b39-8259-25f1ca72a4de,tg:lhbr:279994,ObjectTypes,1,kenmerken.lhtypebr,brbe,letters (correspondence)
