ResourceID,brocade.id,card,order,note,Annotation,Annotation Type,Annotation Language
f054665f-e89b-5527-b4be-e1d47a4263cb,tg:lhph:30552,Annotations,1,note.lhalg,Negatievenarchief Marcel de Backer.,Algemeen,Nederlands
87f8effb-7485-5d82-846f-99bff333cfc0,tg:lhph:37297,Annotations,1,note.lhalg,Negatievenarchief Marcel de Backer.,Algemeen,Nederlands
bfc0ee81-10b3-54bd-8ca4-61147179c437,tg:lhph:29289,Annotations,1,note.lhalg,"Deel van een reeks van vier foto's door F. Tas, Antwerpen. op de muur naast
hem staat geschreven: _' In September en October werden in opdracht van Graaf
Charles de Kerchove de Denterghem deze gangen tot kunstwerk gemaakt door R.R.
met medewerking van Raoul De Keyser, Elias, Lucassen';_ Waarschijnlijk de
tentoonstelling in de Dulcia-fabriek te Zottegem.",Algemeen,Nederlands
05d64298-749d-55d1-aac7-937d9ecf5d20,tg:lhph:42397,Annotations,1,note.lhalg,"Op karton gekleeft met gegevens, o.a. '1920'.",Algemeen,Nederlands
c9f0c3b6-c6d2-523c-ad8e-eed3a791e11a,tg:lhph:45452,Annotations,1,note.lhalg,"Meerdere exemplaren. Bovenaan, in mooi handschrift: """"Pelleas en Melisande
(Melisande)""""

Links boven de foto: Droogstempel van de fotograaf. Rechts onder de foto:
adres van de fotograaf.

(1) Onderaan links opdracht aan Fé Derickx. 31/3/1920 [handtekening].

(2) Onderaan links op de voorkant een opdracht aan A. Cornette [handtekening]
5/4/1920.",Algemeen,Nederlands
2a644055-3257-5800-85cb-54a393c05a4f,tg:lhph:38162,Annotations,1,note.lhalg,"In een leer-gebonden album met groene bladen (300 x 240). De meeste foto's in dit album zijn zeer verbleekt, en worden hier gecompenseert.",Algemeen,Nederlands
4a6baaba-17fa-558f-965c-e7b475dac7c6,tg:lhph:40650,Annotations,1,note.lhalg,Negatievenarchief uitgeverij Manteau.,Algemeen,Nederlands
e8d3e385-f479-5b92-bf4a-b97898fa3ff1,tg:lhph:38498,Annotations,1,note.lhalg,"Opdracht op de achterkant:""""Uit vriendschap aangeboden aan Mê. Charles Aarts van mevrouw H. Bertrijn",Algemeen,Nederlands
97d26865-82f1-5053-8403-0e505e73c673,tg:lhph:41942,Annotations,1,note.lhalg,"Op achterkant copyrightstempel fotograaf 'Paul vanden Abeele, Aalst'.",Algemeen,Nederlands
37e8668f-2309-5ed4-806b-b10a19c582e7,tg:lhph:26486,Annotations,1,note.lhalg,Met gekartelde randen.,Algemeen,Nederlands
8978b3d2-be52-55ac-ac4c-9d80011fefc1,tg:lhph:21343,Annotations,1,note.lhalg,"Beneden de foto op het blad (393 x 295) de opdracht: """" Aan mijn trouwen vriend staatsminister Frans Van Cauwelaert, Aan Mevrouw Van Cauwelaert, Dankbaar op 17 december 1938 """".",Algemeen,Nederlands
6e266dd2-fa2a-52eb-9ac8-0529eb50a2ed,tg:lhph:29773,Annotations,1,note.lhalg,"Hetzefde foto als die bij Juliaan Platteau,(P 568) in z/w en lichtjes andere kadering.",Algemeen,Nederlands
fb79167a-c5de-5918-9e71-25755e3a8b08,tg:lhph:53586,Annotations,1,note.lhalg,"Reeks van 37 opnames  
",Algemeen,Nederlands
14284bdf-7a32-570d-83ad-818e882df6e8,tg:lhph:34842,Annotations,1,note.lhalg,Negatievenarchief Marcel de Backer.,Algemeen,Nederlands
59db60fd-5b91-58fb-8721-f79bcc62f64f,tg:lhph:35750,Annotations,1,note.lhalg,"Foto: Rob van Beets, Breitnerlaan 109, Den Haag.",Algemeen,Nederlands
6ff9cac8-9b83-5c98-b844-5fa6712e8ff6,tg:lhph:30102,Annotations,1,note.lhalg,Bewaard op CD-KJ01,Algemeen,Nederlands
b7f71443-04d8-5bbd-9c77-4ef829d3128f,tg:lhph:45002,Annotations,1,note.lhalg,"Postkaart, met gekartelde rand. Op de achterkant staat geschreven:

_Als blijvende herinnering aan mijn zilveren tooneeljubileum. Mejuffer Jeanne
Otquet van harte aangeboden.

Alf.Darden

9-12-24

""""Arme Paljas""""

Folies Bergère

Brussel_

Ook op de voorkant staat onderaan:

_Aan Jeanne Otquet

Alf.Darden

Arme Paljas_


(Onderaan een notitie in potlood over de KNS.)",Algemeen,Nederlands
8f25fc0d-ef47-52bb-9d31-166d022a83b1,tg:lhph:24511,Annotations,1,note.lhalg,Twee gelijkaardige foto's. lichtstempel fotograaf l.o.,Algemeen,Nederlands
8e0a6f52-ced8-5493-be2a-9f664a8a7e94,tg:lhph:40200,Annotations,1,note.lhalg,"Met gekartelde randen. op achterkant annotatie van A. Dosfel.

Een reeks van 44 foto's van de reis in een enveloppe met briefwisseling A.
Dosfel - C. Thiel:_ ' Mevrouw Dosfel! Eindelijk de foto's! U krijgt ook de
niet door te sturen foto's; u moogt uit deze ook kiezen, doch wilt u deze naar
mij terugsturen, met uw bestelling? Omwille van de heffing gaat het paket als
brief - u moogt het dus verder sturen als zaakpapieren (70 cm) doch zorgt u er
voor dat bij het pakje alleen de getypte 'circulaire' is... p de adressen;-
anders misschien miserie,-, hartelijk Colomba.'_ verder zijn er op de brief
(Nr. 174467/2; met opdruk 'Ik Dien') listen van foto's met nummers.",Algemeen,Nederlands
1f59a08b-dda1-5fca-b834-cb8a1694a9a6,tg:lhph:16460,Annotations,1,note.lhalg,Met opdracht aan Germaine / ??-03-1920.,Algemeen,Nederlands
98ccd930-9117-545b-999e-861da6ef129f,tg:lhph:13398,Annotations,1,note.lhalg,"Opdracht op de voorkant:""""Aan de algemeene toneelboekerij! Louise Bonefske, 17 april 1927"""".",Algemeen,Nederlands
d993a635-cd92-5b5a-aafb-f1b934d540e4,tg:lhph:19795,Annotations,1,note.lhalg,Negatievenarchief uitgeverij Manteau,Algemeen,Nederlands
35175593-a3c4-5c05-b4c0-125ad2500487,tg:lhph:18887,Annotations,1,note.lhalg,(2)Met opdracht aan Edward van Ryswyck.,Algemeen,Nederlands
199277b1-fc7f-5ec0-91ee-468088c5bd63,tg:lhph:36486,Annotations,1,note.lhalg,Negatievenarchief Marcel de Backer.,Algemeen,Nederlands
dd6ae150-d001-5b01-9d46-1eb38ee1feb5,tg:lhph:2130,Annotations,1,note.lhalg,"Prentkaart, gedrukt door """"Eenhoorn uitgaven - Lier"""". (Meerdere exemplaren)

Foto met inschrijvingsnummer 44259/6 is gesigneerd.",Algemeen,Nederlands
cc3aca53-19d4-5edc-a04d-b0ee39188a24,tg:lhph:31343,Annotations,1,note.lhalg,Indexfoto.,Algemeen,Nederlands
ede65729-3df0-5929-8d4d-3db8749cd983,tg:lhph:25750,Annotations,1,note.lhalg,"Deel van een reeks foto's tijdens een lezing, alle met stempel 'Cor Stutvoet' op achterzijde.",Algemeen,Nederlands
c430702c-64ae-5893-9cfc-c51bcf64b8de,tg:lhph:22095,Annotations,1,note.lhalg,(1) Met opdracht: aan Pira.,Algemeen,Nederlands
982c5a1d-4245-5bbd-a9a2-42789c4e82b4,tg:lhph:38861,Annotations,1,note.lhalg,Negatievenarchief Marcel de Backer.,Algemeen,Nederlands
9d750fc3-d4c4-5822-b261-0e9b57befd17,tg:lhph:41041,Annotations,1,note.lhalg,Op achterzijde stempel 'Volksgazet',Algemeen,Nederlands
8ca2013d-d6b2-5ced-a5bb-cb0256e722b1,tg:lhph:39289,Annotations,1,note.lhalg,Negatievenarchief Marcel de Backer.,Algemeen,Nederlands
5d0bb0ee-f08a-54a1-9261-11aea3ac27f0,tg:lhph:46784,Annotations,1,note.lhalg,"Met opdracht: _Aan mijn vriend Mus, Antw. 23-6-02 _",Algemeen,Nederlands
97e1dff9-866f-5746-816d-914cdc0b19da,tg:lhph:47896,Annotations,1,note.lhalg,"opschrift in achterzijde: """"expo de la Wizo...",Algemeen,Nederlands
97e1dff9-866f-5746-816d-914cdc0b19da,tg:lhph:47896,Annotations,2,note.lhalg,stempel foto studio Daniel Franck,Algemeen,
cd181cad-5222-5c13-8190-318f21298963,tg:lhph:27297,Annotations,1,note.lhalg,Een agentie-foto.,Algemeen,Nederlands
fcfeb626-f3da-5939-b09e-88aa1110811d,tg:lhph:28162,Annotations,1,note.lhalg,"Uit de collectie foto's van de werken van A. Poels.

Twintig zichten op de inhuldiging aan de St. Willebrordus-kerk op de Grote
Steenweg.(hoort bij een reeks van 20 foto's van de plechtigheid door Nestor
Gérard, Aartselaar.",Algemeen,Nederlands
8897571d-1c70-5f9e-ba4a-4abe981dbd8a,tg:lhph:32996,Annotations,1,note.lhalg,Recent afdruk van een oud cliché.,Algemeen,Nederlands
