ResourceID,brocade.id,Archive Brocade ID,card,order,Archive Name,Archive Identifier
00670a75-175f-51fb-99c6-cc56a3cd24fe,tg:lhph:47068,isad:lh:93067,Archives,1,Foto's (verzameling),{'url':'https://id.letterenhuis.be/ark:/24970/00670a75-175f-51fb-99c6-cc56a3cd24fe'}
008c71e5-7646-57d4-9481-43d3b17b1b0e,tg:lhph:51850,isad:lh:93287,Archives,1,Foto's i.v.m. Marnix Gijsen,{'url':'https://id.letterenhuis.be/ark:/24970/008c71e5-7646-57d4-9481-43d3b17b1b0e'}
00cae4e2-d791-532c-b5c0-a1a141118129,tg:lhph:39374,isad:lh:94227,Archives,1,Foto's door Piet Schepens,{'url':'https://id.letterenhuis.be/ark:/24970/00cae4e2-d791-532c-b5c0-a1a141118129'}
011236d8-f14b-5e1a-9366-b648c21af352,tg:lhph:22884,isad:lh:94873,Archives,1,Negatievenarchief,{'url':'https://id.letterenhuis.be/ark:/24970/011236d8-f14b-5e1a-9366-b648c21af352'}
011fa91b-2107-50e4-97d6-a40dfacd912e,tg:lhph:52817,isad:lh:161173,Archives,1,Doos 489,{'url':'https://id.letterenhuis.be/ark:/24970/011fa91b-2107-50e4-97d6-a40dfacd912e'}
01978ce1-d853-5c0d-86a8-43bad0f05294,tg:lhph:20293,isad:lh:92943,Archives,1,Foto's i.v.m. Frans van Cauwelaert,{'url':'https://id.letterenhuis.be/ark:/24970/01978ce1-d853-5c0d-86a8-43bad0f05294'}
01e5efb7-6038-5f79-bc2e-f4d6b3d8d226,tg:lhph:21752,isad:lh:94873,Archives,1,Negatievenarchief,{'url':'https://id.letterenhuis.be/ark:/24970/01e5efb7-6038-5f79-bc2e-f4d6b3d8d226'}
01eac073-db2d-5915-b006-2e9532d8ae3d,tg:lhph:11063,isad:lh:142927,Archives,1,Losse foto's uit de documentatiemappen,{'url':'https://id.letterenhuis.be/ark:/24970/01eac073-db2d-5915-b006-2e9532d8ae3d'}
02082c16-3aca-578f-be5b-deea64e11bd0,tg:lhph:7109,isad:lh:182285,Archives,2,,{'url':'https://id.letterenhuis.be/ark:/24970/02082c16-3aca-578f-be5b-deea64e11bd0'}
02082c16-3aca-578f-be5b-deea64e11bd0,tg:lhph:7109,isad:lh:182285,Archives,3,,{'url':'https://id.letterenhuis.be/ark:/24970/02082c16-3aca-578f-be5b-deea64e11bd0'}
020f6555-02e2-577c-99d3-55ccf9dd4b8b,tg:lhph:31528,isad:lh:95309,Archives,1,Negatieven van foto's door Marcel de Backer,{'url':'https://id.letterenhuis.be/ark:/24970/020f6555-02e2-577c-99d3-55ccf9dd4b8b'}
0216d05e-cfc5-52ba-b8ed-c7b129d00d63,tg:lhph:33295,isad:lh:95309,Archives,1,Negatieven van foto's door Marcel de Backer,{'url':'https://id.letterenhuis.be/ark:/24970/0216d05e-cfc5-52ba-b8ed-c7b129d00d63'}
02571634-2b6a-5dc6-8bdb-02939c2f2bd2,tg:lhph:31986,isad:lh:93254,Archives,1,Foto's i.v.m. Marinus de Jong,{'url':'https://id.letterenhuis.be/ark:/24970/02571634-2b6a-5dc6-8bdb-02939c2f2bd2'}
02571634-2b6a-5dc6-8bdb-02939c2f2bd2,tg:lhph:31986,isad:lh:95167,Archives,2,Foto's i.v.m. Jules Vyverman,{'url':'https://id.letterenhuis.be/ark:/24970/02571634-2b6a-5dc6-8bdb-02939c2f2bd2'}
02d7dd48-64de-5673-b295-e32a618579b9,tg:lhph:5358,isad:lh:93622,Archives,1,Foto's (verzameling),{'url':'https://id.letterenhuis.be/ark:/24970/02d7dd48-64de-5673-b295-e32a618579b9'}
02ff40c3-d714-5768-96af-441bb6fa63c9,tg:lhph:35357,isad:lh:95309,Archives,1,Negatieven van foto's door Marcel de Backer,{'url':'https://id.letterenhuis.be/ark:/24970/02ff40c3-d714-5768-96af-441bb6fa63c9'}
0382bb95-1072-51ca-8f33-054150330598,tg:lhph:44185,isad:lh:95753,Archives,1,Foto's i.v.m. José de Ceulaer,{'url':'https://id.letterenhuis.be/ark:/24970/0382bb95-1072-51ca-8f33-054150330598'}
03c21bbd-b561-5310-b964-8f53fd82444e,tg:lhph:51915,isad:lh:156965,Archives,1,Foto's,{'url':'https://id.letterenhuis.be/ark:/24970/03c21bbd-b561-5310-b964-8f53fd82444e'}
04e2baab-f5fd-5229-95bd-176948aa2797,tg:lhph:17363,isad:lh:93151,Archives,1,Foto's (verzameling),{'url':'https://id.letterenhuis.be/ark:/24970/04e2baab-f5fd-5229-95bd-176948aa2797'}
0581c06c-9a0d-54c4-943a-78b744a6b747,tg:lhph:17158,isad:lh:94819,Archives,1,Foto's i.v.m. Koninklijke Harmoniemaatschappij,{'url':'https://id.letterenhuis.be/ark:/24970/0581c06c-9a0d-54c4-943a-78b744a6b747'}
05d64298-749d-55d1-aac7-937d9ecf5d20,tg:lhph:42397,isad:lh:95681,Archives,1,Foto's i.v.m. Robert van Passen,{'url':'https://id.letterenhuis.be/ark:/24970/05d64298-749d-55d1-aac7-937d9ecf5d20'}
05e9e0a5-ae61-55be-843b-5cce1e70b359,tg:lhph:46012,isad:lh:109792,Archives,1,1947,{'url':'https://id.letterenhuis.be/ark:/24970/05e9e0a5-ae61-55be-843b-5cce1e70b359'}
05e9e0a5-ae61-55be-843b-5cce1e70b359,tg:lhph:46012,isad:lh:109792,Archives,2,1947,{'url':'https://id.letterenhuis.be/ark:/24970/05e9e0a5-ae61-55be-843b-5cce1e70b359'}
066d1bdd-46a4-57e0-973d-9e963f830dd6,tg:lhph:47480,isad:lh:104044,Archives,1,André Delvaux,{'url':'https://id.letterenhuis.be/ark:/24970/066d1bdd-46a4-57e0-973d-9e963f830dd6'}
0686d19d-60a0-5e45-ae87-fafe6be12939,tg:lhph:23779,isad:lh:95005,Archives,1,Foto's i.v.m. Lodewijk Mortelmans,{'url':'https://id.letterenhuis.be/ark:/24970/0686d19d-60a0-5e45-ae87-fafe6be12939'}
0713c9e9-6741-537d-acd7-88fbcfaf5d59,tg:lhph:22646,isad:lh:94176,Archives,2,Foto's i.v.m. Emiel Hullebroeck,{'url':'https://id.letterenhuis.be/ark:/24970/0713c9e9-6741-537d-acd7-88fbcfaf5d59'}
