ResourceID,brocade.id,card,source_field,Dimension Value,Dimension Type,Dimension Measurement Unit
d9198741-6a71-5c44-afb8-139f34d3de4f,tg:lhps:57896,Dimensions,kenmerken.lhformatps,595,hoogte,millimeter
d9198741-6a71-5c44-afb8-139f34d3de4f,tg:lhps:57896,Dimensions,kenmerken.lhformatps,400,breedte,millimeter
9ad9e289-a225-5297-aa76-547f4a84f063,tg:lhps:30552,Dimensions,kenmerken.lhformatps,535,hoogte,millimeter
9ad9e289-a225-5297-aa76-547f4a84f063,tg:lhps:30552,Dimensions,kenmerken.lhformatps,365,breedte,millimeter
8c9b9462-a190-5ab1-9502-2d241b79933c,tg:lhps:3721,Dimensions,kenmerken.lhformatps,400,hoogte,millimeter
8c9b9462-a190-5ab1-9502-2d241b79933c,tg:lhps:3721,Dimensions,kenmerken.lhformatps,600,breedte,millimeter
f893fc70-00bb-5f5f-985e-0bf44213ce73,tg:lhps:51041,Dimensions,kenmerken.lhformatps,420,hoogte,millimeter
f893fc70-00bb-5f5f-985e-0bf44213ce73,tg:lhps:51041,Dimensions,kenmerken.lhformatps,295,breedte,millimeter
21c98bbb-66e7-5700-a722-9e9133147c34,tg:lhps:2833,Dimensions,kenmerken.lhformatps,550,hoogte,millimeter
21c98bbb-66e7-5700-a722-9e9133147c34,tg:lhps:2833,Dimensions,kenmerken.lhformatps,370,breedte,millimeter
a55f16dd-08d1-5f6e-87fa-f9ca9233c219,tg:lhps:29289,Dimensions,kenmerken.lhformatps,430,hoogte,millimeter
a55f16dd-08d1-5f6e-87fa-f9ca9233c219,tg:lhps:29289,Dimensions,kenmerken.lhformatps,610,breedte,millimeter
f3cdb4a6-c5bd-504f-9edb-a6d043849d48,tg:lhps:56784,Dimensions,kenmerken.lhformatps,860,hoogte,millimeter
f3cdb4a6-c5bd-504f-9edb-a6d043849d48,tg:lhps:56784,Dimensions,kenmerken.lhformatps,620,breedte,millimeter
4fd14fcc-cb1b-5d09-bdca-ade565a0171e,tg:lhps:49888,Dimensions,kenmerken.lhformatps,630,hoogte,millimeter
4fd14fcc-cb1b-5d09-bdca-ade565a0171e,tg:lhps:49888,Dimensions,kenmerken.lhformatps,330,breedte,millimeter
30483822-d2b8-5522-91be-326506c8e801,tg:lhps:23684,Dimensions,kenmerken.lhformatps,425,hoogte,millimeter
30483822-d2b8-5522-91be-326506c8e801,tg:lhps:23684,Dimensions,kenmerken.lhformatps,620,breedte,millimeter
62fe1480-2a29-52a7-a83d-48890c025ad3,tg:lhps:24141,Dimensions,kenmerken.lhformatps,550,hoogte,millimeter
62fe1480-2a29-52a7-a83d-48890c025ad3,tg:lhps:24141,Dimensions,kenmerken.lhformatps,330,breedte,millimeter
48bc1480-91cc-5ae5-bb99-0eb688e8ef4f,tg:lhps:59471,Dimensions,kenmerken.lhformatps,400,hoogte,millimeter
48bc1480-91cc-5ae5-bb99-0eb688e8ef4f,tg:lhps:59471,Dimensions,kenmerken.lhformatps,300,breedte,millimeter
c36ffa9b-bf17-5913-992c-9b5461962379,tg:lhps:42397,Dimensions,kenmerken.lhformatps,465,hoogte,millimeter
c36ffa9b-bf17-5913-992c-9b5461962379,tg:lhps:42397,Dimensions,kenmerken.lhformatps,500,breedte,millimeter
2d138a5f-f57d-5dd6-a2ad-96899eabb14c,tg:lhps:13232,Dimensions,kenmerken.lhformatps,550,hoogte,millimeter
2d138a5f-f57d-5dd6-a2ad-96899eabb14c,tg:lhps:13232,Dimensions,kenmerken.lhformatps,365,breedte,millimeter
54e487c2-d9a2-5bc9-9bfd-fff37c832817,tg:lhps:45452,Dimensions,kenmerken.lhformatps,595,hoogte,millimeter
54e487c2-d9a2-5bc9-9bfd-fff37c832817,tg:lhps:45452,Dimensions,kenmerken.lhformatps,420,breedte,millimeter
8c9337a6-1fd9-51cd-9df9-d84d20144d84,tg:lhps:22996,Dimensions,kenmerken.lhformatps,430,hoogte,millimeter
8c9337a6-1fd9-51cd-9df9-d84d20144d84,tg:lhps:22996,Dimensions,kenmerken.lhformatps,305,breedte,millimeter
73342a2f-8adb-5759-bf27-b4749aee9845,tg:lhps:47195,Dimensions,kenmerken.lhformatps,595,hoogte,millimeter
73342a2f-8adb-5759-bf27-b4749aee9845,tg:lhps:47195,Dimensions,kenmerken.lhformatps,420,breedte,millimeter
528c7092-4e99-5cf9-be4f-7d9121f0906c,tg:lhps:729,Dimensions,kenmerken.lhformatps,600,hoogte,millimeter
528c7092-4e99-5cf9-be4f-7d9121f0906c,tg:lhps:729,Dimensions,kenmerken.lhformatps,400,breedte,millimeter
8f37cfbe-cfae-53da-9474-1a3809bb9a7e,tg:lhps:16030,Dimensions,kenmerken.lhformatps,425,hoogte,millimeter
