ResourceID,brocade.id,card,order,source_field,Description,Description Type,Description Language
d9198741-6a71-5c44-afb8-139f34d3de4f,tg:lhps:57896,Descriptions,1,id.desc,Kunst waar je op valt / Week van de Amateurkunsten,descriptive note,Nederlands
9ad9e289-a225-5297-aa76-547f4a84f063,tg:lhps:30552,Descriptions,1,id.desc,De Scheldezonen / J. De Hartog / Het Hemelbeb / Regie: A. Verschueren,descriptive note,Nederlands
8c9b9462-a190-5ab1-9502-2d241b79933c,tg:lhps:3721,Descriptions,1,id.desc,"Jeugd en Muziek  
Proms  
Philharmonie van Vlaanderen  
o.l.v. André Vandernoot.",descriptive note,Nederlands
f893fc70-00bb-5f5f-985e-0bf44213ce73,tg:lhps:51041,Descriptions,1,id.desc,"Ik Flik? Bangelijk! / Inge & Ahmed-T, de politie van Antwerpen heeft een job voor jullie",descriptive note,Nederlands
21c98bbb-66e7-5700-a722-9e9133147c34,tg:lhps:2833,Descriptions,1,id.desc,"Gepts-Buysaert, Gilberte  
Willems-Fonds Lier  
in de voordrachtzaal van het Koninklijk Atheneum houdt  
Mw Gilberte Gepts  
een voordracht...over  
Beeldhouwkunst Vroeger en Nu.",descriptive note,Nederlands
a55f16dd-08d1-5f6e-87fa-f9ca9233c219,tg:lhps:29289,Descriptions,1,id.desc,Brief van Koning Albert,descriptive note,Nederlands
f3cdb4a6-c5bd-504f-9edb-a6d043849d48,tg:lhps:56784,Descriptions,1,id.desc,Groote Kunst-Avond / Tooneel-Afdeeling / Nationaal Syndikaat / Vikings / door Em. Buskens / Spelleider: F. Rossenbacker /  Orkestleider: J. Van Steenwegen / Stadsschouwburg,descriptive note,Nederlands
4fd14fcc-cb1b-5d09-bdca-ade565a0171e,tg:lhps:49888,Descriptions,1,id.desc,Stekelbees Festival '88 / Vijfde Internationaal Kinderteaterfestival,descriptive note,Nederlands
30483822-d2b8-5522-91be-326506c8e801,tg:lhps:23684,Descriptions,1,id.desc,"Koninklijk museum voor Schoone kunsten  
Dr. I. Leyssens  
Hans van Mildert  
Antwerpsch beeldhouwer en vriend van Rubens",descriptive note,Nederlands
62fe1480-2a29-52a7-a83d-48890c025ad3,tg:lhps:24141,Descriptions,1,id.desc,"Jan van den Braak  
Brabantse Stichting voor Beeldende Kunst en Edelambacht",descriptive note,Nederlands
48bc1480-91cc-5ae5-bb99-0eb688e8ef4f,tg:lhps:59471,Descriptions,1,id.desc,Douwe Egberts presenteert / Het Filmontbijt / Elke zondagochtend om 10u in cine Studio Skoop,descriptive note,Nederlands
c36ffa9b-bf17-5913-992c-9b5461962379,tg:lhps:42397,Descriptions,1,id.desc,Avond en zondagsdienst,descriptive note,Nederlands
2d138a5f-f57d-5dd6-a2ad-96899eabb14c,tg:lhps:13232,Descriptions,1,id.desc,"KNS-Gent  
Multatuli  
Vorstenschool  
Frans Meire (naar H. Conscience)  
De leeuw van Vlaanderen",descriptive note,Nederlands
54e487c2-d9a2-5bc9-9bfd-fff37c832817,tg:lhps:45452,Descriptions,1,id.desc,"Veiling Hedendaagse Kunst  
Zeemanshuis  
Onder impuls van Kris Fierens  
Tentoonstelling  
24-27 juni",descriptive note,Nederlands
8c9337a6-1fd9-51cd-9df9-d84d20144d84,tg:lhps:22996,Descriptions,1,id.desc,"Kunstkamer Manebrugge  
22ste Gezamelijk salon  
met al de deelnemers van het winterseizoen 1991-1992",descriptive note,Nederlands
73342a2f-8adb-5759-bf27-b4749aee9845,tg:lhps:47195,Descriptions,1,id.desc,Stichting Lezen presenteert / Jeugdboekenweek / Een zee van tijd,descriptive note,Nederlands
528c7092-4e99-5cf9-be4f-7d9121f0906c,tg:lhps:729,Descriptions,1,id.desc,Jan Vanriet / Belgisches Haus,descriptive note,Nederlands
8f37cfbe-cfae-53da-9474-1a3809bb9a7e,tg:lhps:16030,Descriptions,1,id.desc,"Antverpiano  
Antverpiano 91",descriptive note,Nederlands
