brocade.id,ResourceID,card,order,Archive Note,Archive Note
tg:rubgr:2075,2ca4f09a-199b-52fc-813d-6b117f4a0983,Items,1,AFG_057_002,isad:rub:2987
tg:rubgr:2649,a1ecc2f9-3753-5ab4-a5e9-b2f2e734bee6,Items,1,AFG_084_063,isad:rub:3014
tg:rubgr:953,f715bcfd-faf9-5f78-9baa-551d4a990414,Items,1,AFG_021_037,isad:rub:2951
tg:rubgr:2167,449468cf-8bb0-5fb9-8d6c-c0f46d0b9883,Items,1,AFG_060_009,isad:rub:2990
tg:rubgr:3326,443d95f3-e455-5e8a-8463-56421a30fb26,Items,1,AFG_092_056,isad:rub:3018
tg:rubgr:2472,e47c3249-7620-578a-a233-18d69d472267,Items,1,AFG_083_022,isad:rub:3013
tg:rubgr:2188,1fe0af91-d0d6-5d5c-a2eb-ad5ec544a1c9,Items,1,AFG_063_004,isad:rub:2993
tg:rubgr:3330,9b74ed7c-f590-58fb-b5df-1583dd0b6621,Items,1,AFG_092_060,isad:rub:3018
tg:rubgr:2171,b7769732-1102-575a-97b1-9f9e27c2732d,Items,1,AFG_061_003,isad:rub:2991
tg:rubgr:2576,5c211aea-0282-5bfd-b7ca-2eb8189a8b05,Items,1,AFG_083_126,isad:rub:3013
tg:rubgr:3388,031756e2-6d4a-5915-b5db-a9235abdbddc,Items,1,AFG_093_051,isad:rub:3019
tg:rubgr:2433,a92134b5-0ae2-5049-83e8-8a59785c8357,Items,1,AFG_082_006,isad:rub:3012
tg:rubgr:2063,fb224144-3e5f-5edb-ba90-a21e0a17a872,Items,1,AFG_056_007,isad:rub:2986
tg:rubgr:2448,245a391c-8e42-5d2a-a333-6f48ee5cd7b1,Items,1,AFG_082_021,isad:rub:3012
tg:rubgr:4965,4385a282-15f2-5400-88c0-ca2fa0d76a88,Items,1,AFG_136_093,isad:rub:3058
tg:rubgr:1321,0dd33f22-6022-54eb-b09e-eaa4186c4846,Items,1,AFG_034_036,isad:rub:2964
tg:rubgr:1399,708ed429-392e-5eca-8a18-65eae43c07fe,Items,1,AFG_038_005,isad:rub:2968
tg:rubgr:2673,3f4882e7-2156-50ad-a957-b12c1adb704d,Items,1,AFG_084_087,isad:rub:3014
tg:rubgr:2736,9e196bb0-7f75-5a56-a23b-051cb2a474b6,Items,1,AFG_085_049,isad:rub:3015
tg:rubgr:2366,1c79fab5-84da-5f36-b982-24f79a4e6dd9,Items,1,AFG_077_050,isad:rub:3007
tg:rubgr:2059,8af96a7d-dbb6-5d8c-b5ca-d61f1279d7c3,Items,1,AFG_056_003,isad:rub:2986
tg:rubgr:2235,ecd10fbe-04eb-5005-805b-d8ef18e05da3,Items,1,AFG_069_004,isad:rub:2999
tg:rubgr:586,97af1d09-fbb7-5c75-8de1-d3c5976d1574,Items,1,AFG_011_045,isad:rub:2941
tg:rubgr:752,85442c1e-b453-5a1d-a2f2-0706d61b5df0,Items,1,AFG_017_045,isad:rub:2947
tg:rubgr:181,cf465dec-4dd5-5e28-bd54-34d0c63c6789,Items,1,AFG_003_109,isad:rub:2933
tg:rubgr:2262,043475a8-e637-52ef-904f-63521481bc6f,Items,1,AFG_070_004,isad:rub:3000
tg:rubgr:2645,16e1dee2-135a-5ea2-87e8-73755c94bfa9,Items,1,AFG_084_059,isad:rub:3014
tg:rubgr:375,b9f43f2b-27dd-50d8-b2e9-7b8d565bed3b,Items,1,AFG_007_024,isad:rub:2937
tg:rubgr:2429,69f08c39-b838-57b1-98b6-0d04ac59ebf9,Items,1,AFG_082_002,isad:rub:3012
tg:rubgr:2307,dbda26c2-c6ed-5f8e-98bf-d7a3763db587,Items,1,AFG_076_008,isad:rub:3006
tg:rubgr:908,a72a1a6a-c98a-5410-b745-43abfdd72cdf,Items,1,AFG_020_021,isad:rub:2950
tg:rubgr:1747,21b98523-1953-5222-bf58-55dc47fb9c51,Items,1,AFG_046_050,isad:rub:2976
tg:rubgr:3280,6e38af89-47d9-5a7a-8730-98d552436b7f,Items,1,AFG_092_010,isad:rub:3018
tg:rubgr:4115,2d12f68e-49c7-5d45-b8c0-8204faace167,Items,1,AFG_108_036,isad:rub:3029
tg:rubgr:2311,6785c56a-cdc0-5343-beb9-09959d5651a8,Items,1,AFG_076_012,isad:rub:3006
tg:rubgr:1182,a88518c4-e145-5ce7-892c-68b6bca6cbed,Items,1,AFG_028_003,isad:rub:2958
tg:rubgr:1751,4105d536-5663-5d9f-a8c1-42e7bfd880e4,Items,1,AFG_046_054,isad:rub:2976
tg:rubgr:3279,4f2b5b6c-be18-5d28-afa9-d7ed9883d816,Items,1,AFG_092_009,isad:rub:3018
tg:rubgr:2192,248fd077-40fa-5978-a103-71d6b813317d,Items,1,AFG_063_008,isad:rub:2993
tg:rubgr:3557,5de2b479-2291-57ec-b131-20cc80c593ac,Items,1,AFG_097_003,isad:rub:3021
tg:rubgr:4787,31c8eee5-d8d9-5bbe-b4df-9b6b073f0838,Items,1,AFG_129_023,isad:rub:3051
tg:rubgr:2653,a67eeaca-82bb-5ae3-8855-410ea6c5b4d7,Items,1,AFG_084_067,isad:rub:3014
tg:rubgr:226,f76b6914-8bd7-5405-bf57-af80c1dabb98,Items,1,AFG_004_039,isad:rub:2934
tg:rubgr:4011,f034f50d-aa99-5e39-9434-b34e19c15998,Items,1,AFG_104_014,isad:rub:3025
tg:rubgr:2278,d53effcf-3a9e-5484-88f4-b10fd749efa2,Items,1,AFG_071_007,isad:rub:3001
tg:rubgr:174,22671933-0ed5-578a-87c8-7988aeed42f8,Items,1,AFG_003_102,isad:rub:2933
tg:rubgr:748,e7e2ea61-d663-57e0-8c6a-c292d8678095,Items,1,AFG_017_041,isad:rub:2947
tg:rubgr:3310,25996cb6-c4b1-5e53-a16c-92e827a3020d,Items,1,AFG_092_040,isad:rub:3018
tg:rubgr:2151,865dad8b-53d3-5f68-929c-9321e4733174,Items,1,AFG_059_008,isad:rub:2989
tg:rubgr:2385,6300799f-4fe7-56c4-b237-7dba90752b38,Items,1,AFG_077_069,isad:rub:3007
tg:rubgr:1546,2194ea8b-0a85-503f-9eee-e9972556acda,Items,1,AFG_041_020,isad:rub:2971
tg:rubgr:4314,4da34ead-8a54-5672-8028-83078c9f8563,Items,1,AFG_111_109,isad:rub:3032
tg:rubgr:3828,b2e3659a-a775-57c2-807f-3ceadf6d3afe,Items,1,AFG_100_004,isad:rub:3021
tg:rubgr:1395,931e776c-4cde-5a59-8092-a24eb9b837bb,Items,1,AFG_038_001,isad:rub:2968
tg:rubgr:2669,feda592c-e655-520c-89f0-32eb1140bd1e,Items,1,AFG_084_083,isad:rub:3014
tg:rubgr:2393,33e6cb98-f088-5610-aa3a-346865cb1d69,Items,1,AFG_078_003,isad:rub:3008
tg:rubgr:2686,a7642c59-ff93-588a-9729-84a045f10181,Items,1,AFG_084_100,isad:rub:3014
tg:rubgr:2517,794754da-f682-5c8d-8e54-9406ff9f4960,Items,1,AFG_083_067,isad:rub:3013
tg:rubgr:2516,29c016e9-efc2-57fd-ab98-790534d47785,Items,1,AFG_083_066,isad:rub:3013
tg:rubgr:4641,3ac99a10-14b5-56e2-b1f0-b960ec33ed93,Items,1,AFG_121_009,isad:rub:3042
tg:rubgr:2280,437b3ab5-c7de-59c1-961f-55e0306ecb85,Items,1,AFG_071_009,isad:rub:3001
tg:rubgr:1228,ef0ebb1f-7b18-52b1-8be2-5c70bbdc3c42,Items,1,AFG_029_037,isad:rub:2959
tg:rubgr:708,2d87282f-cc45-5ed7-8873-2a64b5bf17b3,Items,1,AFG_017_001,isad:rub:2947
tg:rubgr:2668,7b747166-e6dc-54ae-8bb5-3d846ae8688e,Items,1,AFG_084_082,isad:rub:3014
tg:rubgr:2687,d5ab01e5-834f-5d86-93ed-bd48d18a7b4a,Items,1,AFG_084_101,isad:rub:3014
tg:rubgr:2384,3730dbde-aca7-51a7-9219-9e74cba34c7c,Items,1,AFG_077_068,isad:rub:3007
tg:rubgr:964,13ed4e87-4215-5c52-a594-fd7ede674dbd,Items,1,AFG_021_048,isad:rub:2951
tg:rubgr:1951,0d9b6087-0a9e-519e-9db4-78c093e1a3fd,Items,1,AFG_054_042,isad:rub:2984
tg:rubgr:1052,ed50cbf0-3cd7-5b70-b567-3981214cf5a4,Items,1,AFG_022_085,isad:rub:2952
tg:rubgr:749,dd716db3-acb4-5860-baa3-44900cc45ba0,Items,1,AFG_017_042,isad:rub:2947
tg:rubgr:2150,9e371504-c02c-5d27-8a8c-41ee890baee6,Items,1,AFG_059_007,isad:rub:2989
tg:rubgr:2279,3ee7047c-78cb-536a-8a9e-9528664bc93a,Items,1,AFG_071_008,isad:rub:3001
tg:rubgr:2347,b81ff850-c2f8-5cbd-8d2c-057c07f55b82,Items,1,AFG_077_031,isad:rub:3007
tg:rubgr:1750,df6a787c-57ee-58df-a924-55dc4d23b577,Items,1,AFG_046_053,isad:rub:2976
tg:rubgr:3278,2846af04-26e3-5315-9499-1707e7dc7abc,Items,1,AFG_092_008,isad:rub:3018
tg:rubgr:2193,acd147e9-2051-5b99-a0b3-099b9b5c84ac,Items,1,AFG_063_009,isad:rub:2993
tg:rubgr:3151,77cc2bdd-4788-5c63-ba14-f60e706e9a76,Items,1,AFG_090_071,isad:rub:3018
tg:rubgr:2310,76acee32-1491-55d8-82a1-d30dc27f2f80,Items,1,AFG_076_011,isad:rub:3006
tg:rubgr:2255,ee1c0d14-5963-56a2-aa18-5febed47009d,Items,1,AFG_069_024,isad:rub:2999
tg:rubgr:2605,650824f7-25ba-5e6e-99fd-b8e970458faa,Items,1,AFG_084_019,isad:rub:3014
tg:rubgr:3281,a5dac4e4-aea8-52c3-8997-955a9b400e0e,Items,1,AFG_092_011,isad:rub:3018
tg:rubgr:1316,810e529c-4cfb-5f36-9b0e-339276216d32,Items,1,AFG_034_031,isad:rub:2964
