ResourceID,brocade.id,card,order,Associated Record Relation,Associated Brocade ID,Associated Record URL Type,Associated Record Note,related_uuid,Associated Record
a1ecc2f9-3753-5ab4-a5e9-b2f2e734bee6,tg:rubgr:2649,AssociatedRecords,1,relatie naar geheel,tg:rubgr:2648,Verwijzing naar Grossmann object,,d45e258c-a093-57fe-af30-ab959cb9fe33,"[{""resourceId"": ""d45e258c-a093-57fe-af30-ab959cb9fe33"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1d8c5fe9-1714-4180-8c67-6e3ceace3f0f"", ""inverseOntologyProperty"": """"}]"
f715bcfd-faf9-5f78-9baa-551d4a990414,tg:rubgr:953,AssociatedRecords,1,relatie naar geheel,tg:rubgr:952,Verwijzing naar Grossmann object,,b0eb9d3f-7fd9-59d2-a258-45e2ae12157b,"[{""resourceId"": ""b0eb9d3f-7fd9-59d2-a258-45e2ae12157b"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5e852b78-9cbc-4883-af00-c54685843908"", ""inverseOntologyProperty"": """"}]"
e47c3249-7620-578a-a233-18d69d472267,tg:rubgr:2472,AssociatedRecords,1,gerelateerd object,tg:rubgr:2473,Verwijzing naar Grossmann object,,58f9dad5-aefb-51a1-84df-029f4c261146,"[{""resourceId"": ""58f9dad5-aefb-51a1-84df-029f4c261146"", ""ontologyProperty"": """", ""resourceXresourceId"": ""79092690-7c9c-48cf-8090-31dbfbd21205"", ""inverseOntologyProperty"": """"}]"
b7769732-1102-575a-97b1-9f9e27c2732d,tg:rubgr:2171,AssociatedRecords,1,relatie naar geheel,tg:rubgr:2170,Verwijzing naar Grossmann object,,5e2dc3b5-e2c6-5420-b76e-7a127c575956,"[{""resourceId"": ""5e2dc3b5-e2c6-5420-b76e-7a127c575956"", ""ontologyProperty"": """", ""resourceXresourceId"": ""c3613366-37b0-4ea4-b54e-9b0984f811fb"", ""inverseOntologyProperty"": """"}]"
5c211aea-0282-5bfd-b7ca-2eb8189a8b05,tg:rubgr:2576,AssociatedRecords,1,relatie naar geheel,tg:rubgr:2567,Verwijzing naar Grossmann object,,23496b16-007d-56ce-9304-1446bf1047d4,"[{""resourceId"": ""23496b16-007d-56ce-9304-1446bf1047d4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""47773c02-1035-441d-8c73-7a067e0ae039"", ""inverseOntologyProperty"": """"}]"
031756e2-6d4a-5915-b5db-a9235abdbddc,tg:rubgr:3388,AssociatedRecords,1,relatie naar geheel,tg:rubgr:3387,Verwijzing naar Grossmann object,,a8d9c78d-aba3-5966-8e5a-26f8a543f9eb,"[{""resourceId"": ""a8d9c78d-aba3-5966-8e5a-26f8a543f9eb"", ""ontologyProperty"": """", ""resourceXresourceId"": ""8a8dca7b-d8b9-4cc4-aea4-5e0f3dd0b06e"", ""inverseOntologyProperty"": """"}]"
a92134b5-0ae2-5049-83e8-8a59785c8357,tg:rubgr:2433,AssociatedRecords,1,relatie naar geheel,tg:rubgr:2431,Verwijzing naar Grossmann object,,89466eea-17ed-5f7c-a0db-ee9c85d1a0eb,"[{""resourceId"": ""89466eea-17ed-5f7c-a0db-ee9c85d1a0eb"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3ba0008e-2792-4144-bcd9-2ba35e818012"", ""inverseOntologyProperty"": """"}]"
85442c1e-b453-5a1d-a2f2-0706d61b5df0,tg:rubgr:752,AssociatedRecords,1,relatie naar geheel,tg:rubgr:746,Verwijzing naar Grossmann object,,c7a63c4f-68c5-5880-8654-aebc9c88ae40,"[{""resourceId"": ""c7a63c4f-68c5-5880-8654-aebc9c88ae40"", ""ontologyProperty"": """", ""resourceXresourceId"": ""88d65ab4-39a4-454f-9e27-b420f8002cc3"", ""inverseOntologyProperty"": """"}]"
16e1dee2-135a-5ea2-87e8-73755c94bfa9,tg:rubgr:2645,AssociatedRecords,2,gerelateerd object,tg:rubgr:2644,Verwijzing naar Grossmann object,,cc85858b-fd77-58e1-b4dd-a3753b829db7,"[{""resourceId"": ""cc85858b-fd77-58e1-b4dd-a3753b829db7"", ""ontologyProperty"": """", ""resourceXresourceId"": ""61bd4388-bab6-42b6-9e91-a2573215ad55"", ""inverseOntologyProperty"": """"}]"
69f08c39-b838-57b1-98b6-0d04ac59ebf9,tg:rubgr:2429,AssociatedRecords,1,gerelateerd object,tg:rubgr:2449,Verwijzing naar Grossmann object,,248d5f2d-8536-5454-89b3-c599363e62ab,"[{""resourceId"": ""248d5f2d-8536-5454-89b3-c599363e62ab"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f6fba393-57d5-4dba-b997-61287f7bd91e"", ""inverseOntologyProperty"": """"}]"
