ResourceID,brocade.id,card,order,source_code,ire.isaar.uuid,ISAAR Brocade ID,Original Entity Type,Original Entity Widget,Original Entity Identifier
868abc33-6608-503b-aa07-373c88b94f3e,tg:rubgr:598,e73_OriginalBrocade,1,kw,ca79196f-9430-56d2-86ca-543e10adef0a,au::3027,keywords,,
868abc33-6608-503b-aa07-373c88b94f3e,tg:rubgr:598,e73_OriginalBrocade,2,kw,678d06af-3067-5686-aa6e-e46acd4acc0a,au::7000,keywords,,
a8c7dfb9-dd03-5731-b24c-df6e1b3ea630,tg:rubgr:2322,e73_OriginalBrocade,1,kw,19180a17-86f1-50ca-842f-7bcc4add0f26,au::5346,keywords,,
a8c7dfb9-dd03-5731-b24c-df6e1b3ea630,tg:rubgr:2322,e73_OriginalBrocade,2,kw,51235f44-a7e4-5ca0-a78d-4890ed985df7,au::28177,keywords,,
a8c7dfb9-dd03-5731-b24c-df6e1b3ea630,tg:rubgr:2322,e73_OriginalBrocade,3,kw,06c3708c-6ae1-5ace-8def-fc73c1dbc54d,au::108637,keywords,,
a8c7dfb9-dd03-5731-b24c-df6e1b3ea630,tg:rubgr:2322,e73_OriginalBrocade,4,kw,ba4e3c46-b79e-5247-82a7-29fa10cd5e8d,au::37693,keywords,,
36191158-9446-5245-93e5-6d2e410bb158,tg:rubgr:3740,e73_OriginalBrocade,1,kw,0c4d1392-1949-53c5-b9fa-dbd486d50089,au::5988,keywords,,
04fbc0f6-7964-5fec-aa99-f37952fc1df4,tg:rubgr:1120,e73_OriginalBrocade,1,kw,59eb3f16-3ccd-5155-9cba-c85b515f01ef,au::3025,keywords,,
f3b8764c-3c37-53b2-aa2b-0dcec9d2eac8,tg:rubgr:3638,e73_OriginalBrocade,1,kw,68745e68-be77-5308-846a-b1ac1c29f49d,au::16398,keywords,,
ce559a66-7789-55d0-87d9-890816bd884c,tg:rubgr:2332,e73_OriginalBrocade,1,kw,59eb3f16-3ccd-5155-9cba-c85b515f01ef,au::3025,keywords,,
40fa2971-dfc1-540c-b95c-6bd1a876aeb7,tg:rubgr:1058,e73_OriginalBrocade,1,kw,245507d0-711f-5d47-86c1-f8992140cb1b,au::14159,keywords,,
ba2f60cd-dadd-50a7-8533-5309d60c6655,tg:rubgr:1765,e73_OriginalBrocade,1,kw,126aa01e-9148-54f2-bfce-99090c97d227,au::12357,keywords,,
92850298-4a92-592c-80f0-2d51defba043,tg:rubgr:3115,e73_OriginalBrocade,1,kw,6304894d-67e4-5fcd-9072-31676a16c00c,au::19993,keywords,,
a1c6d2be-0127-5043-98bb-989b32082c22,tg:rubgr:1775,e73_OriginalBrocade,1,kw,19180a17-86f1-50ca-842f-7bcc4add0f26,au::5346,keywords,,
a1c6d2be-0127-5043-98bb-989b32082c22,tg:rubgr:1775,e73_OriginalBrocade,2,kw,51235f44-a7e4-5ca0-a78d-4890ed985df7,au::28177,keywords,,
7f6b1010-a2a3-5885-baad-592421f9ddad,tg:rubgr:2769,e73_OriginalBrocade,1,kw,6b25665f-b10b-5534-af0a-aa43378ed64a,au::107323,keywords,,
7f6b1010-a2a3-5885-baad-592421f9ddad,tg:rubgr:2769,e73_OriginalBrocade,2,kw,8f971df1-092b-5a37-8e0f-d345790debe5,au::12149,keywords,,
b908f427-b934-5407-8df4-c078375c00b7,tg:rubgr:932,e73_OriginalBrocade,1,kw,ca79196f-9430-56d2-86ca-543e10adef0a,au::3027,keywords,,
bcc0afd0-776c-52c6-b82f-90cc6115be0f,tg:rubgr:1413,e73_OriginalBrocade,1,kw,7fe9ad1d-e913-5bd8-8e57-fcafecaf3f24,au::45623,keywords,,
bcc0afd0-776c-52c6-b82f-90cc6115be0f,tg:rubgr:1413,e73_OriginalBrocade,2,kw,52eca42b-9f44-5cb3-a2e2-61627f08810c,au::10517,keywords,,
946d810e-836a-5091-b842-d05795bb0040,tg:rubgr:3273,e73_OriginalBrocade,1,kw,e1a8e628-0fd2-5408-9a76-34436db1803d,au::107120,keywords,,
946d810e-836a-5091-b842-d05795bb0040,tg:rubgr:3273,e73_OriginalBrocade,2,kw,44ccc7c3-1ff2-51fc-b9eb-eff787b82f68,au::5193,keywords,,
946d810e-836a-5091-b842-d05795bb0040,tg:rubgr:3273,e73_OriginalBrocade,3,kw,06c3708c-6ae1-5ace-8def-fc73c1dbc54d,au::108637,keywords,,
56ab6dca-0490-51e3-a944-314583817b88,tg:rubgr:4508,e73_OriginalBrocade,1,kw,415d3970-81f1-5551-a6e8-42f5af0b534e,au::2463,keywords,,
0c23acfd-4fa5-52d5-94ae-0cdde41675b9,tg:rubgr:1246,e73_OriginalBrocade,1,kw,ca79196f-9430-56d2-86ca-543e10adef0a,au::3027,keywords,,
dd64f0e5-9729-5a69-98cb-864ebecb5fef,tg:rubgr:3426,e73_OriginalBrocade,1,kw,415d3970-81f1-5551-a6e8-42f5af0b534e,au::2463,keywords,,
dd64f0e5-9729-5a69-98cb-864ebecb5fef,tg:rubgr:3426,e73_OriginalBrocade,2,kw,0bc6db4d-3389-5774-a695-f08f748e3fa2,au::28130,keywords,,
dd64f0e5-9729-5a69-98cb-864ebecb5fef,tg:rubgr:3426,e73_OriginalBrocade,3,kw,120a58b6-f76e-5b85-85ba-9de8d72cc44f,au::32564,keywords,,
61b30258-2c0b-5009-a544-c3f6a9050c54,tg:rubgr:2185,e73_OriginalBrocade,1,kw,ca79196f-9430-56d2-86ca-543e10adef0a,au::3027,keywords,,
61b30258-2c0b-5009-a544-c3f6a9050c54,tg:rubgr:2185,e73_OriginalBrocade,2,kw,d01a462a-1d54-5ba8-8442-1e49b3ca723e,au::3232,keywords,,
f5ef881b-904b-5c04-adc9-853ceadbf766,tg:rubgr:1810,e73_OriginalBrocade,1,kw,51235f44-a7e4-5ca0-a78d-4890ed985df7,au::28177,keywords,,
edf99618-bb67-5547-9a18-d69600c1f412,tg:rubgr:88,e73_OriginalBrocade,1,kw,dc3244f2-86f5-5247-a04c-d95095e33f02,au::32563,keywords,,
7112dc95-6c51-594a-910d-b11f820dc529,tg:rubgr:98,e73_OriginalBrocade,1,kw,51235f44-a7e4-5ca0-a78d-4890ed985df7,au::28177,keywords,,
7112dc95-6c51-594a-910d-b11f820dc529,tg:rubgr:98,e73_OriginalBrocade,2,kw,df393854-c276-5a23-9e82-42808aab2993,au::48144,keywords,,
b722b365-769a-5514-b65a-6a6b7f29a238,tg:rubgr:4801,e73_OriginalBrocade,1,kw,73e8f6cc-3f86-5ad2-9b4d-0f7a2029707d,au::3028,keywords,,
b722b365-769a-5514-b65a-6a6b7f29a238,tg:rubgr:4801,e73_OriginalBrocade,2,kw,8f971df1-092b-5a37-8e0f-d345790debe5,au::12149,keywords,,
9088ea69-8a74-5063-bc80-6ae1aea3af8a,tg:rubgr:316,e73_OriginalBrocade,1,kw,52ed4fd9-a9ec-5733-b671-88aa5a3069b6,au::6387,keywords,,
9088ea69-8a74-5063-bc80-6ae1aea3af8a,tg:rubgr:316,e73_OriginalBrocade,2,kw,94f2b984-01e4-5b70-8738-cf45789b7de8,au::20725,keywords,,
e3e16072-9282-5882-913e-3e6eab2f071e,tg:rubgr:4811,e73_OriginalBrocade,1,kw,80abb133-7c38-5ef5-aa40-d82d46a3245d,au::14164,keywords,,
bc950c8f-136c-5eca-96a0-28bee50bf154,tg:rubgr:4969,e73_OriginalBrocade,1,kw,94f2b984-01e4-5b70-8738-cf45789b7de8,au::20725,keywords,,
faa1149a-d796-507d-ac48-8bf309188470,tg:rubgr:306,e73_OriginalBrocade,1,kw,415d3970-81f1-5551-a6e8-42f5af0b534e,au::2463,keywords,,
faa1149a-d796-507d-ac48-8bf309188470,tg:rubgr:306,e73_OriginalBrocade,2,kw,c093ee98-4253-5a88-b2ff-f3d28f583be7,au::1194,keywords,,
20a4ccde-a27a-55ab-bec3-340b4b765d21,tg:rubgr:2281,e73_OriginalBrocade,1,kw,d87501bf-c824-59f6-ac96-1781141b98be,au::107189,keywords,,
