ResourceID,brocade.id,card,source_field,Dimension Value,Dimension Type,Dimension Measurement Unit
6bdab216-eab6-5653-b896-57492506250a,tg:rubhs:115,Dimensions,kenmerken/rubformaths.rubformathsafm,165,hoogte,millimeter
6bdab216-eab6-5653-b896-57492506250a,tg:rubhs:115,Dimensions,kenmerken/rubformaths.rubformathsafm,105,breedte,millimeter
6bdab216-eab6-5653-b896-57492506250a,tg:rubhs:115,Dimensions,kenmerken/rubformaths.rubformathsafm,3,diepte,millimeter
651614bc-d11c-5d51-a064-34ed34494f8d,tg:rubhs:142,Dimensions,kenmerken/rubformaths.rubformathsafm,157,hoogte,millimeter
651614bc-d11c-5d51-a064-34ed34494f8d,tg:rubhs:142,Dimensions,kenmerken/rubformaths.rubformathsafm,100,breedte,millimeter
651614bc-d11c-5d51-a064-34ed34494f8d,tg:rubhs:142,Dimensions,kenmerken/rubformaths.rubformathsafm,5,diepte,millimeter
34cdbfe1-25aa-59d8-9c0c-8f805df7634f,tg:rubhs:154,Dimensions,kenmerken/rubformaths.rubformathsafm,170,hoogte,millimeter
34cdbfe1-25aa-59d8-9c0c-8f805df7634f,tg:rubhs:154,Dimensions,kenmerken/rubformaths.rubformathsafm,100,breedte,millimeter
34cdbfe1-25aa-59d8-9c0c-8f805df7634f,tg:rubhs:154,Dimensions,kenmerken/rubformaths.rubformathsafm,3,diepte,millimeter
f89075b7-bbea-5413-b7c5-5f40bfb1ea45,tg:rubhs:103,Dimensions,kenmerken/rubformaths.rubformathsafm,170,hoogte,millimeter
f89075b7-bbea-5413-b7c5-5f40bfb1ea45,tg:rubhs:103,Dimensions,kenmerken/rubformaths.rubformathsafm,105,breedte,millimeter
f89075b7-bbea-5413-b7c5-5f40bfb1ea45,tg:rubhs:103,Dimensions,kenmerken/rubformaths.rubformathsafm,10,diepte,millimeter
77edd04e-5fb6-5474-8b0a-91d9907eccc0,tg:rubhs:197,Dimensions,kenmerken/rubformaths.rubformathsafm,210,hoogte,millimeter
77edd04e-5fb6-5474-8b0a-91d9907eccc0,tg:rubhs:197,Dimensions,kenmerken/rubformaths.rubformathsafm,170,breedte,millimeter
77edd04e-5fb6-5474-8b0a-91d9907eccc0,tg:rubhs:197,Dimensions,kenmerken/rubformaths.rubformathsafm,10,diepte,millimeter
6472f2e0-2285-519c-9c4a-3f62b23532ac,tg:rubhs:178,Dimensions,kenmerken/rubformaths.rubformathsafm,160,hoogte,millimeter
6472f2e0-2285-519c-9c4a-3f62b23532ac,tg:rubhs:178,Dimensions,kenmerken/rubformaths.rubformathsafm,100,breedte,millimeter
6472f2e0-2285-519c-9c4a-3f62b23532ac,tg:rubhs:178,Dimensions,kenmerken/rubformaths.rubformathsafm,20,diepte,millimeter
