ResourceID,brocade.id,card,order,source_field,Dimension Source Note
d9198741-6a71-5c44-afb8-139f34d3de4f,tg:lhps:57896,DimensionSourceNotes,1,kenmerken.lhformatps,"59,5 x 40"
9ad9e289-a225-5297-aa76-547f4a84f063,tg:lhps:30552,DimensionSourceNotes,1,kenmerken.lhformatps,"53,5 x 36,5"
8c9b9462-a190-5ab1-9502-2d241b79933c,tg:lhps:3721,DimensionSourceNotes,1,kenmerken.lhformatps,40 x 60
f893fc70-00bb-5f5f-985e-0bf44213ce73,tg:lhps:51041,DimensionSourceNotes,1,kenmerken.lhformatps,"42 x 29,5"
21c98bbb-66e7-5700-a722-9e9133147c34,tg:lhps:2833,DimensionSourceNotes,1,kenmerken.lhformatps,55 x 37
a55f16dd-08d1-5f6e-87fa-f9ca9233c219,tg:lhps:29289,DimensionSourceNotes,1,kenmerken.lhformatps,43 x 61
f3cdb4a6-c5bd-504f-9edb-a6d043849d48,tg:lhps:56784,DimensionSourceNotes,1,kenmerken.lhformatps,86 x 62
4fd14fcc-cb1b-5d09-bdca-ade565a0171e,tg:lhps:49888,DimensionSourceNotes,1,kenmerken.lhformatps,63 x 33
30483822-d2b8-5522-91be-326506c8e801,tg:lhps:23684,DimensionSourceNotes,1,kenmerken.lhformatps,"42,5 x 62"
62fe1480-2a29-52a7-a83d-48890c025ad3,tg:lhps:24141,DimensionSourceNotes,1,kenmerken.lhformatps,55 x 33
48bc1480-91cc-5ae5-bb99-0eb688e8ef4f,tg:lhps:59471,DimensionSourceNotes,1,kenmerken.lhformatps,40 x 30
c36ffa9b-bf17-5913-992c-9b5461962379,tg:lhps:42397,DimensionSourceNotes,1,kenmerken.lhformatps,"46,5 x 50"
2d138a5f-f57d-5dd6-a2ad-96899eabb14c,tg:lhps:13232,DimensionSourceNotes,1,kenmerken.lhformatps,"55 x 36,5"
54e487c2-d9a2-5bc9-9bfd-fff37c832817,tg:lhps:45452,DimensionSourceNotes,1,kenmerken.lhformatps,"59,5 x 42"
8c9337a6-1fd9-51cd-9df9-d84d20144d84,tg:lhps:22996,DimensionSourceNotes,1,kenmerken.lhformatps,"43 x 30,5"
73342a2f-8adb-5759-bf27-b4749aee9845,tg:lhps:47195,DimensionSourceNotes,1,kenmerken.lhformatps,"59,5 x 42"
528c7092-4e99-5cf9-be4f-7d9121f0906c,tg:lhps:729,DimensionSourceNotes,1,kenmerken.lhformatps,60 x 40
